1000 10000
24635 56602 4
46761 83587 6
40765 58178 10
32486 71786 4
39601 45306 3
85360 90776 2
43595 88194 4
4682 18833 3
34745 50912 10
33745 68393 8
40628 94871 6
47183 51370 4
95808 98370 9
80173 84274 3
83375 95332 7
84796 99376 10
48712 66030 6
26413 84803 2
31712 96541 1
57469 78118 10
40060 42211 4
27382 31590 7
78544 82460 3
4081 84667 1
52118 66929 10
32612 82250 10
61692 100000 1
50187 78472 9
39729 87989 5
35521 78846 3
22783 44962 5
50418 79098 4
55213 72527 1
71888 75576 10
40755 51627 8
88806 99504 3
24142 27737 5
98122 99792 2
14447 15750 1
79470 84797 2
8638 91881 8
9694 79299 10
19272 26687 1
88617 91754 6
91745 93175 10
22717 86965 3
43847 90959 5
87354 96360 4
83465 90596 3
17161 33950 5
52603 72599 1
23629 71574 5
73901 99159 6
83520 89980 1
87888 95590 2
55296 66945 7
3996 78581 10
71677 78450 9
43664 96240 1
56733 85399 8
87408 99184 9
90213 96245 5
74960 97027 6
30394 71071 3
94449 94632 10
88438 91545 9
87080 90496 9
7984 9167 8
78385 87964 4
72762 88568 4
26106 72911 7
34814 63497 8
41332 61529 6
52753 73027 9
23152 43050 9
39772 49029 7
45046 69133 7
55448 71103 9
7418 45010 9
53952 98972 6
65674 96174 10
78552 98829 8
71007 92257 6
616 12414 9
29747 64733 4
92680 96244 4
73573 91993 3
33065 75605 4
97087 99667 6
1329 94508 2
1231 89578 7
86340 91766 7
60768 91350 2
29803 70021 10
52205 88260 10
38678 55342 1
74854 86572 7
37270 77545 7
65184 70127 10
94392 95798 4
22276 91629 10
93968 95067 10
35194 59633 4
69007 84184 7
39438 65785 2
56965 74168 3
54547 59590 2
29569 71117 8
59874 97340 2
71854 86517 5
48981 77413 10
64196 83183 8
90994 94234 3
42900 74786 10
64450 84591 5
51583 78448 2
64240 94484 6
91336 93904 6
23001 86893 4
33060 67374 4
84639 88134 2
82349 95399 6
39125 40186 6
65289 66048 4
56809 68311 7
14276 63372 9
86642 93093 7
85254 89630 9
36960 63190 3
69081 79244 2
52021 90431 7
55982 63374 9
13317 41437 4
10212 31896 5
12245 53651 9
49876 95238 1
91408 94562 1
93233 95610 5
56855 90387 4
57175 90219 5
95062 97671 8
7561 52285 5
7348 43431 1
44947 96289 7
19459 83491 6
54291 83758 7
45329 86960 9
53339 62453 1
30933 52550 9
91118 94337 7
13623 78584 3
61640 97976 3
71827 99615 3
54569 56286 7
29129 65761 4
23233 64604 8
169 22560 9
45208 81035 1
23714 68083 7
52986 95689 2
25899 44911 5
12615 81132 6
7512 65119 6
87462 92889 10
41164 77301 10
60624 90282 3
2939 87663 1
52717 81111 7
73188 73958 10
70635 90395 2
13041 36075 8
15230 89725 9
19130 99730 9
16407 69791 1
49249 91284 2
98669 99827 5
89209 91913 7
39203 80656 1
25891 59776 3
97888 99548 8
17105 87783 6
26961 76311 6
49943 96681 5
89987 96265 6
78755 94634 6
17449 85921 10
66204 79621 10
13448 77173 6
6681 86478 1
41260 71112 1
51107 76320 8
10646 40043 6
70469 89400 9
86049 98933 8
90823 95724 1
30733 63750 7
63648 74185 10
49966 69410 4
17830 78171 9
40159 83180 9
57523 71592 10
27114 86247 1
14646 86171 1
74364 98708 6
88844 96030 2
13349 31722 4
66829 72434 1
89754 92120 2
69463 89288 9
96868 97655 5
68167 77449 9
30633 35485 3
87252 89604 3
39464 94798 7
35065 72274 3
13348 58090 2
13338 68841 9
39035 75278 9
51776 69151 1
17847 40894 4
46128 85118 7
24237 59372 8
66987 97342 9
60912 68911 6
91288 94340 6
22748 50308 4
42218 80100 2
40351 72695 3
6839 22186 5
10633 90587 4
193 85757 4
74876 94995 9
53454 61210 1
43591 43735 4
40470 67547 8
62692 70749 6
74455 79971 10
73216 89567 5
51351 69796 6
64090 69309 10
98765 99597 5
31616 41943 1
1900 68683 8
41942 44177 2
18065 18660 5
71021 95686 2
29282 86393 10
95279 99689 9
70214 83667 4
55775 88310 10
95750 99733 8
14677 36805 8
73063 81393 5
51583 92228 4
57309 59794 7
45402 91799 10
12810 20575 3
3756 87908 9
45856 62257 10
50834 90292 7
6493 81198 5
95323 96259 10
50653 98564 1
4155 71201 7
27273 48317 6
68606 69958 8
93209 99974 7
84624 89386 1
72535 96295 9
88100 89812 10
29569 85958 5
67510 71317 8
85489 94899 3
4568 44842 6
16203 80054 7
67292 89188 1
71141 87009 1
38311 62947 3
93649 93835 2
39565 81622 6
77792 95130 7
44133 49766 7
8058 91558 5
20860 46752 9
32420 37645 8
56135 64751 2
45842 84095 1
22031 26581 9
58000 86486 5
77486 90262 3
89795 93930 8
82949 95661 9
1830 14962 9
68060 85389 5
67413 95882 4
98358 99416 9
78595 84476 10
8596 56522 7
25623 55310 7
30698 66039 2
72882 75321 4
46104 68242 3
2362 90210 2
7752 68544 7
73740 93412 7
44722 65348 4
93367 93591 5
84340 84618 7
21367 98184 9
65951 99530 8
25726 45512 7
51303 51756 8
5844 63958 8
96684 99799 7
60996 91178 3
25132 57662 9
8586 75787 6
39425 41925 7
31291 76095 10
18644 81787 9
91635 95148 8
70613 89590 5
35578 83803 5
81683 82307 9
7080 78656 5
40441 98134 7
63185 73956 5
70933 99803 10
55963 81281 9
96465 96647 8
30074 47033 10
8229 73370 2
45425 62320 10
14369 43824 2
35067 82980 1
51478 78568 4
89568 97878 2
89379 90724 5
87072 89611 9
47941 94040 6
23413 65379 2
79715 86730 7
72046 72817 1
27990 87102 4
988 1519 3
35096 74578 7
88062 88216 9
57708 94836 5
57195 74519 5
84061 98473 7
47134 62088 8
72397 74426 10
19539 58246 8
65648 78204 8
40241 88175 6
61034 89918 9
50547 81290 6
6887 42763 5
90970 93945 8
33320 89884 1
49572 50246 8
1682 3590 5
87927 92938 7
49701 55501 4
44793 90844 5
45064 87736 9
80164 91658 3
1596 21378 7
19156 72800 4
29727 42348 1
97642 98802 6
77388 78681 5
33242 56578 2
41312 60675 3
73228 99140 10
47516 97482 3
58880 97036 1
9572 81560 10
6980 91396 10
28706 69307 6
34512 76822 8
61260 75222 7
45083 65799 10
24482 62697 2
54067 94711 1
68287 96407 7
80339 96340 9
92972 98469 7
82864 92706 6
43064 93732 9
47475 70463 10
12861 99315 10
87417 90388 5
34912 93548 9
73154 81327 1
97403 99289 9
66232 90522 9
56195 91516 4
8078 67649 1
21492 68774 2
32683 57374 9
51867 83354 10
62617 93543 7
48897 73086 6
35075 44573 3
96854 98396 1
9690 56278 3
44216 52274 7
61295 90753 8
49165 66458 5
73788 83912 10
2950 35703 7
25729 66733 5
31479 77800 4
45753 68589 3
87554 93118 8
91264 94003 5
33351 44772 7
57931 72437 3
59189 65276 2
30585 97229 4
62074 70996 1
82082 88772 4
90992 95684 10
11849 77147 1
21247 45996 8
40911 64302 7
69178 75087 4
99077 99540 3
70552 95912 6
89454 92343 8
24501 92488 1
56985 57397 5
55413 60937 8
62982 95820 1
19667 61552 2
18014 76575 7
88855 98970 9
90267 95501 1
88193 94388 5
65291 76162 8
10143 36350 5
62848 65397 7
99804 99862 9
66024 70703 6
8052 33607 5
28368 39421 7
45454 56281 9
55210 98665 1
93374 97437 7
40466 90544 5
46687 69464 3
26315 70295 4
77987 94240 7
53443 69382 8
48802 50692 9
70940 76445 7
72959 99324 6
11959 16279 3
66570 69547 6
77795 86477 9
25725 79547 6
32528 84596 9
74523 81548 9
48555 55380 3
80270 92015 6
62280 71566 1
50417 62497 1
79709 94571 7
42728 63690 1
41379 67932 6
19803 62949 9
51535 68202 3
87844 94662 5
13839 68165 3
13920 74887 3
66691 86533 5
16750 34960 7
26979 79801 8
69284 87827 4
30349 36446 6
43615 82207 1
88978 95560 2
84856 85372 7
54972 83914 6
99838 99952 3
52939 57477 4
35315 87483 2
74962 83846 7
61460 76096 8
39365 46778 7
91488 94174 5
40644 84428 1
84802 98386 1
47586 66133 1
39106 75033 10
98954 99601 4
2936 99951 10
1409 89165 7
97227 98144 9
228 2100 3
89357 97054 8
1723 18259 3
9159 56600 8
33068 75254 6
92288 96845 5
46189 46391 10
76484 85015 5
72393 94844 5
53215 56527 6
32569 38470 5
38584 67030 2
13158 87694 4
26812 80437 5
73918 97276 9
37460 80340 9
32449 53503 10
72225 80764 10
84444 88691 6
55080 75386 4
10190 30558 9
768 47481 9
10963 98395 7
22310 97544 4
90496 90593 5
45273 62781 4
16577 79016 2
59811 63129 1
71779 79658 6
84950 96954 4
89773 93096 9
74845 76977 4
5750 69666 10
87223 88216 3
18495 96059 3
16396 90962 4
