200000 950314738
162305696 162306001 8
843764478 843764561 4
385647238 385647986 10
822804038 822804363 7
907324796 907325719 9
645246367 645246457 8
14470028 14470925 9
83363076 83363334 2
161518201 161518689 5
304714211 304714607 3
771562713 771563306 6
507555454 507555611 10
791169220 791170127 1
107712510 107712647 9
551172698 551172705 2
890687743 890688419 7
782378931 782379026 9
288800275 288801183 6
325402353 325402943 1
658202598 658203343 9
20977428 20977532 7
824986603 824986815 5
829097759 829098337 9
75532204 75532484 5
354802730 354803434 5
946056660 946057659 8
168806982 168807244 4
452918984 452919224 4
641809676 641810106 4
432253556 432254548 8
693562120 693562132 1
939216932 939217806 7
798697459 798697623 10
764836688 764837153 4
943911459 943911818 8
752939982 752940923 1
694177383 694177689 2
168999965 169000681 8
500815854 500816010 9
86226346 86227233 6
610482699 610482886 5
693692194 693692200 2
968572732 968573106 8
318714899 318715836 4
536112854 536113164 4
556132866 556133156 4
914712801 914713396 7
361072539 361073116 4
154294511 154295419 9
627950506 627951376 4
463845014 463845956 1
938101862 938102585 7
321306717 321307588 8
440046516 440046526 10
213581454 213582267 9
40826098 40826471 8
147650114 147650748 8
349926972 349927604 4
573367618 573367989 9
31087394 31087872 9
987040477 987040649 5
185745544 185746281 1
367990203 367990435 7
871648915 871649073 1
942679770 942680166 8
304120516 304120990 3
861234241 861234729 10
912982664 912983569 9
239863934 239864225 8
877849998 877850348 5
585948644 585949288 3
266063609 266063904 6
620957150 620957773 4
328267714 328267992 2
584018951 584018958 9
737834200 737835167 9
976799678 976800274 6
128005606 128005911 2
980178532 980178944 9
409403726 409403830 6
840523101 840523217 6
336421499 336421576 7
667883975 667884956 1
518024305 518024702 8
541996767 541997474 1
266396682 266397502 8
567329321 567329326 1
32582537 32583280 10
993876806 993877682 10
892542897 892543626 8
814619276 814619344 6
691669207 691669350 4
903362459 903363189 1
717180550 717181363 2
762214554 762215401 6
518732210 518732558 2
306522724 306522731 9
196326969 196327576 5
428326218 428326680 7
606022352 606022815 8
33814191 33815108 5
274041195 274041936 3
521839286 521839704 8
884376209 884377013 4
467352362 467353006 9
958092684 958093650 6
949067243 949067257 8
333715669 333715816 9
461159637 461160021 2
964773417 964774105 3
898447796 898448556 6
165237190 165237511 6
328292329 328292821 8
537304066 537304479 5
233587455 233587767 6
981536865 981537704 3
761041521 761042399 1
295426131 295426619 6
887471673 887472047 8
897536022 897536922 9
537056 537153 10
574497039 574497456 1
170122448 170123180 6
565531804 565532743 2
935237176 935237256 4
789992301 789993235 4
506177993 506178711 1
502804091 502804405 5
222229806 222230254 1
478243190 478244056 9
781525292 781525820 4
260048070 260048758 2
19212295 19212746 10
648981979 648982555 10
252688529 252688720 2
10027401 10027617 8
556143690 556144256 6
623350767 623351378 6
704279143 704279723 9
925539059 925539778 3
179323610 179323972 10
287464086 287464926 7
575890978 575891300 6
905453918 905454858 3
450880207 450881039 8
652183506 652183557 5
647963982 647964657 3
209775524 209776466 2
517566445 517567012 10
666154637 666155394 1
598097165 598097275 1
900882297 900882847 9
750708201 750708693 8
824062647 824063285 2
156359697 156359802 7
112403574 112404283 2
219914844 219915771 4
923479504 923480290 4
894659512 894660254 7
368831450 368832401 10
583723798 583723826 1
547457354 547457664 4
874887364 874888126 4
812860780 812861245 9
738984270 738984634 2
155591338 155592160 9
572334885 572335676 10
664467309 664467425 6
495892246 495893213 8
41551642 41552625 3
453045039 453045311 5
164010118 164010414 9
657480886 657480992 7
175271570 175271732 3
883261112 883261867 1
5154161 5154483 1
939596978 939597884 2
245142661 245143332 7
791919186 791919223 3
709177812 709178196 5
57465022 57465718 9
395065093 395065730 4
803649936 803649965 10
181427469 181427731 5
172870243 172870264 2
773929795 773929934 3
803898707 803899049 10
566330897 566331732 1
167231681 167232214 7
284949173 284949374 10
477878883 477879700 1
839071425 839072166 3
565721715 565721960 6
239697090 239698025 8
877068127 877068408 5
354440091 354440734 4
874081145 874081913 2
7398814 7398901 9
940356292 940356759 5
860360128 860360934 8
700673533 700673804 3
155819552 155820490 10
55147297 55147392 7
510833449 510833763 10
417623565 417624479 9
290400698 290401459 1
158231866 158232334 9
833451391 833452308 3
857617594 857617968 3
752624876 752625593 8
678210160 678210168 6
682191146 682191725 3
487170032 487170718 3
668148963 668149293 2
435498174 435498259 9
238933346 238933952 6
335713420 335713508 1
235860389 235860610 7
15907073 15908049 7
563897468 563897851 3
949793423 949793530 5
880696654 880697624 6
919966025 919966066 10
393368991 393369634 8
901987900 901988819 2
161199099 161199843 2
881180789 881181276 4
604134891 604135051 10
437796931 437797794 7
848341479 848341799 4
537859851 537860681 5
320780551 320780789 1
850936076 850936508 7
498507564 498507837 9
540774498 540775428 9
720738534 720738751 6
811985670 811986422 1
343407301 343407542 6
263321880 263321884 2
571343357 571343498 5
418732969 418733737 3
257595165 257595190 5
481969588 481970316 8
791606639 791607107 8
75882478 75882727 9
863808757 863809741 6
462678739 462679393 7
765019184 765019659 2
615656740 615657343 1
23902262 23903150 4
948011355 948012125 2
124272478 124272927 10
217293198 217293372 5
342202752 342203751 7
961242294 961242875 6
668134356 668134826 8
719899892 719899910 10
565310022 565310349 10
494823948 494824222 3
280859426 280859658 8
788223732 788223750 2
592506549 592507211 5
690632217 690632965 8
74366767 74367303 1
853981194 853981444 7
607603587 607603758 1
114732795 114732884 6
283514757 283515373 3
48780186 48780998 2
701671974 701672940 2
976883054 976883651 6
265102612 265103520 4
650912797 650913647 9
718598253 718598791 6
61269115 61269544 9
596823028 596823715 6
175300943 175301815 8
621550209 621551076 2
605015101 605015230 1
747501525 747501998 5
415216641 415216896 4
885693036 885693521 2
899450714 899450819 8
473578179 473578314 2
286163544 286164228 10
439911583 439912350 9
996854834 996855642 8
479528891 479529405 10
673208187 673208462 5
600688417 600689064 9
388305665 388305869 10
543836392 543837186 7
873546822 873547294 8
242828397 242829018 10
368559623 368559955 6
273971896 273972507 10
564591912 564592022 3
673026297 673027135 2
499359664 499360199 6
199528770 199529343 3
271976892 271977148 2
806786901 806787112 6
102976721 102977232 8
649580803 649581626 1
716891383 716891674 9
865380606 865380939 8
96697015 96697774 9
708337627 708338350 6
444286888 444287808 3
444216903 444216934 3
63307980 63308657 5
837000836 837000900 7
876151367 876152012 7
527338178 527338540 7
307946598 307947188 3
881181631 881181906 2
995387410 995388017 1
96274875 96275853 2
811784774 811785457 1
116710701 116710725 10
233322497 233323158 2
803117893 803118576 3
53535643 53536021 2
950398612 950399438 1
546769697 546769746 1
525620002 525620214 4
723657067 723657842 5
222897139 222897891 7
5297048 5297247 1
522081149 522081645 8
291154809 291155488 8
351203068 351203984 10
895528090 895528646 7
575866013 575866394 6
414192855 414193503 10
969779977 969780093 2
566975493 566975651 10
798289043 798289811 5
80255807 80255900 8
665414821 665415591 3
422537174 422537885 9
76143650 76143897 3
823816358 823817015 6
34424280 34425056 9
930641981 930642008 1
77117556 77118506 4
535072008 535072280 7
515843792 515844123 6
497782123 497782896 1
622959839 622960754 8
485679090 485679157 1
175905 175920 1
183044971 183045900 9
726111787 726111840 9
126317695 126318331 2
273519439 273519891 7
107570665 107570876 4
575065900 575066626 10
989189657 989190608 8
7775579 7776565 3
870451241 870452098 6
493968579 493969305 5
283264547 283264561 6
258939068 258939156 2
397191691 397192260 5
889463146 889463255 3
29632793 29633144 1
848222405 848222789 3
662143926 662144751 7
303280565 303280708 5
511980574 511980692 9
20503570 20504139 6
258469374 258470164 9
521662188 521662606 6
232832364 232832379 4
692835471 692835798 2
139630084 139630570 8
172547374 172547480 9
48997042 48997241 7
46880989 46881391 4
466732789 466733401 8
961363573 961363622 1
17016753 17017079 5
5890602 5890995 3
123836072 123836736 5
693421429 693422249 6
427216950 427217122 8
820667468 820668454 3
342113983 342114575 9
424548872 424549771 9
842460003 842460030 10
330219776 330220742 1
867755825 867756630 5
223833462 223833978 9
771063809 771064346 7
730880144 730880919 4
505810510 505810955 4
664640219 664640742 2
959342710 959343238 9
377683608 377684496 3
806219241 806219397 7
22554681 22555526 4
426923751 426924109 4
723490638 723490872 10
562295068 562295913 2
323416304 323417101 1
401240650 401241154 2
435626198 435626790 9
648598999 648599230 7
686593895 686594520 8
833365472 833365962 3
22708488 22708841 8
977789101 977789854 8
752525103 752525937 7
572101373 572101949 1
957080875 957081264 10
904758403 904758871 2
199631067 199631651 7
280946437 280946601 8
530444395 530444730 2
160446793 160447137 4
211527317 211527709 4
145343511 145344293 5
223203102 223203604 3
795303753 795304146 3
458674111 458674236 3
776773028 776773877 1
803543628 803544063 4
870583819 870584295 5
963752097 963752937 9
282810381 282810972 9
308993356 308994178 6
776202092 776202676 6
781484698 781484732 7
359737106 359737194 1
27996164 27996335 8
795521952 795522605 1
580499290 580499759 10
697498166 697498185 5
421387450 421387880 7
100540444 100540966 4
464916086 464916290 7
