666 1027
58944 65879 2
22808 24327 6
81308 97044 1
96419 99215 7
73638 74453 10
32347 67792 9
33810 58800 2
76822 77875 2
32911 54779 10
74058 74487 9
903 16188 3
77189 88621 8
49928 77445 7
49491 53420 7
90660 94235 9
4227 94493 6
1694 73855 2
44013 44415 10
29043 94478 7
48791 58941 10
59034 94913 5
47742 64909 3
73890 75724 8
86423 93776 2
46717 66307 4
55781 91868 8
11220 66679 9
18665 82199 6
85439 96097 3
55783 67631 6
20645 32203 4
95653 97664 5
90708 91914 8
35605 45195 2
3404 43866 1
75287 75831 10
71387 87620 7
87329 94843 7
77510 78045 7
44630 84019 9
64029 76511 4
21245 80628 9
37772 53162 6
87063 92985 4
67004 99134 9
42324 70543 10
44465 76662 1
44784 92825 8
27222 75439 1
33914 66703 5
43210 43991 10
41854 54178 10
669 58307 5
20233 58430 10
67395 76355 3
12180 80972 7
47659 95237 10
57911 62648 1
94003 98068 4
53988 86152 3
10585 38473 3
6430 15252 10
32100 71382 1
98701 99116 8
70 20799 7
86324 93546 5
25997 30168 9
76869 90354 7
92299 98025 3
28827 36125 3
75574 83083 7
4787 94517 1
29558 77152 10
68246 73643 2
4803 22043 10
9082 67827 7
68776 93222 10
91025 98194 3
70842 97879 3
20029 52426 8
27624 31553 3
84013 95482 6
20210 97146 3
65907 98826 5
61843 86688 8
3303 36525 9
96758 97848 8
50492 93462 5
23197 47432 1
72325 96368 9
99084 99414 10
10194 21401 2
59485 87679 4
41086 64654 2
79343 90079 8
69888 88426 8
44914 90193 3
12896 92787 7
80735 97079 9
99813 99898 6
23571 57064 1
40670 59148 2
2920 74184 6
59284 81182 6
47693 66238 2
85744 87816 5
73934 94672 4
30125 35109 2
15566 87540 4
69307 73483 5
10814 24243 4
8032 98519 10
3097 51920 3
71254 73974 10
95314 99853 4
18801 68877 3
59431 81947 2
7256 12080 7
39506 59769 2
24156 41863 6
29471 74276 4
50153 79083 8
32361 78300 4
19848 70957 4
18616 78820 2
85197 87722 9
20418 94449 1
58158 85779 2
71001 74055 9
40125 90181 9
2668 29036 2
98087 99779 7
19563 22573 5
71371 87039 1
49756 76136 8
98407 98965 5
59734 87637 4
42736 80440 10
1870 64283 6
32178 56408 9
42579 93621 7
76252 92598 8
98212 99423 1
67728 86802 2
77277 82018 3
59527 66237 3
96986 97639 5
24072 66822 1
5731 88414 5
7654 48583 6
65381 76064 5
42224 96893 9
18852 99769 8
69203 78425 2
77247 82140 10
35357 57590 7
20206 86891 5
50225 75351 10
37842 49736 6
16521 74929 1
19600 55668 4
27071 85435 3
30802 68215 9
64654 73380 2
55855 73288 5
4156 51720 4
9357 78398 2
69363 71587 10
9344 21780 6
7452 76239 7
12257 82116 10
36469 81792 2
34692 46079 1
70055 83374 1
7258 34520 10
68220 97320 3
1250 17279 10
56907 74038 2
89787 99741 5
47071 93465 5
97675 99120 4
52222 84326 5
31555 41878 7
86343 92528 10
87633 91279 8
76596 89516 6
90009 94796 4
51237 81141 7
58761 74432 4
72007 72597 1
84561 85025 6
86837 88938 10
15954 63450 9
86694 91678 7
12433 82255 8
38920 79999 2
66971 72006 8
28928 36285 9
86397 92258 1
27533 58181 1
950 15281 7
16756 93006 5
21156 51027 2
72055 97934 4
8835 79407 8
59034 86913 5
81566 82112 7
75348 89829 2
56708 59555 5
81315 83973 9
38094 43433 1
74273 89047 4
88577 96203 4
59435 90142 5
61412 85783 4
14643 17078 4
71353 83180 2
16622 52652 4
12234 47861 5
2385 74527 8
85184 98233 4
46549 77662 3
63038 76897 8
81335 97837 4
12075 21634 7
54406 60946 5
96467 99335 3
80867 98267 8
23311 94598 9
67970 96098 2
25629 97163 2
49644 71831 2
60570 68794 2
74067 75770 3
25969 94764 3
65950 70326 4
83434 89678 1
99219 99799 9
78333 83775 2
70221 92429 9
8943 19745 10
63599 81449 4
81095 81153 3
28607 81096 1
31955 80205 9
30820 99850 8
22300 33406 3
77815 81805 1
35454 70659 4
3929 88751 4
38975 96996 7
23871 49979 1
49164 69620 8
87787 96384 2
46662 88150 7
26121 89116 7
30425 51604 7
72349 74902 6
31731 93236 4
87072 99889 4
57455 84808 9
34861 95635 9
79883 88635 9
32290 63248 8
35308 39864 2
83349 97667 9
99615 99623 8
71498 73139 9
50160 83032 4
86645 95933 7
44158 84680 6
33775 45487 1
45665 64659 10
71109 92920 2
93590 99551 3
64983 83095 7
67423 71091 9
15822 58796 1
78686 87344 2
18483 28441 10
89574 90632 8
94176 94236 6
74345 75499 8
23392 69923 5
21981 97014 10
59642 64276 3
9529 11220 7
59305 98160 9
59083 77335 4
50233 56989 4
95415 98858 9
93831 95831 2
13546 84456 7
28532 64541 6
68421 80269 1
51669 72210 6
52906 85731 3
72306 74355 1
13750 40993 4
77383 87196 10
22309 62048 5
53904 79284 4
32599 76859 2
64892 72764 6
29669 97718 2
45286 50880 4
34236 50685 4
34088 96024 3
93801 96778 1
32885 90503 7
53660 66368 9
81170 84452 3
23803 86384 6
61376 73737 10
54888 73353 7
69757 88788 9
68288 92203 3
78124 88252 2
22782 84507 10
69860 83044 8
6897 54430 8
47047 70289 5
39183 95140 1
30873 51182 6
10850 52323 2
67174 70663 7
86082 98218 9
89110 93115 9
45773 90180 1
93511 96636 4
76969 99600 8
1982 8086 5
50358 78510 4
91011 93413 10
56226 69404 2
22454 51320 10
12689 73487 6
41515 86975 6
2071 23633 7
69602 87865 8
42235 77906 10
26502 56367 6
77059 97831 8
14132 64716 3
22321 39390 5
67828 80416 7
65232 71752 8
4489 51374 2
83766 98250 8
53477 63536 3
1165 40987 2
55608 89306 2
34001 39369 2
10411 64662 1
11575 19917 7
22581 76670 10
23700 81285 7
2271 43246 6
76622 93808 4
77668 94787 8
56818 83515 8
77473 83242 5
5718 54943 2
33684 57504 7
67282 98999 7
88137 91390 7
88469 97599 9
48171 85233 2
18493 23159 9
75238 84562 9
46680 68723 9
42865 63213 1
8361 75420 10
38038 96147 8
81075 85097 4
63817 98032 10
8091 49165 3
19408 31603 4
3302 36727 10
32959 68275 9
50855 91393 7
87629 97896 4
