785 1000
677 855 7
626 664 3
878 946 9
309 587 2
632 864 1
547 926 2
183 183 4
946 962 9
315 351 8
825 897 5
186 843 3
471 935 7
662 944 7
181 904 9
637 813 3
309 729 9
964 966 3
519 829 6
132 574 7
474 674 6
637 875 9
122 966 2
952 999 5
975 995 4
59 436 5
709 920 6
968 977 5
104 556 9
704 723 5
32 413 4
423 905 7
600 693 8
149 516 6
75 902 1
737 916 7
963 971 10
429 645 7
24 496 4
761 934 5
658 915 3
680 885 8
989 991 8
618 843 7
670 834 3
989 989 7
804 831 6
943 952 1
59 587 4
682 812 1
24 415 3
123 563 4
27 142 2
169 997 1
957 961 3
958 972 3
28 777 3
390 629 1
157 854 4
932 942 6
14 865 7
961 988 2
572 679 10
172 738 9
788 919 4
915 964 6
869 966 8
898 957 4
178 901 2
355 563 1
64 322 8
272 754 4
911 976 10
830 959 10
930 978 9
354 793 1
216 602 2
816 992 7
258 326 7
399 720 3
905 948 7
811 892 1
503 548 3
774 926 3
456 701 6
254 379 3
785 950 2
574 659 3
482 927 4
271 798 10
723 949 6
87 920 4
121 381 4
229 532 2
454 532 10
231 681 6
440 549 10
771 876 2
2 546 7
944 944 1
505 917 4
891 951 2
348 349 9
655 666 8
255 268 3
29 65 6
295 941 4
874 878 2
344 635 3
547 756 10
142 427 3
40 273 1
349 505 10
444 948 7
998 1000 6
523 776 6
838 841 7
96 583 8
259 294 10
672 784 7
433 819 4
116 246 2
534 663 7
782 997 2
220 881 4
593 650 3
860 911 8
691 704 7
517 814 9
674 729 8
884 966 7
877 979 10
425 436 4
610 675 7
298 911 3
374 548 10
943 963 10
688 746 7
834 885 8
989 998 3
740 883 6
757 931 1
877 901 10
335 766 10
572 816 5
734 787 5
348 776 9
309 552 3
498 807 5
901 969 6
133 722 8
32 50 7
485 798 7
828 944 8
104 934 4
394 490 3
366 424 5
622 958 1
938 988 3
242 564 1
662 722 7
506 859 10
397 421 3
157 975 6
14 118 1
765 865 4
302 967 4
525 526 9
956 977 2
710 754 2
605 639 6
120 776 2
785 863 1
721 749 7
245 822 5
241 329 10
932 935 4
346 415 6
246 959 6
156 648 5
651 784 1
80 483 3
304 663 8
477 593 9
574 811 9
128 474 7
219 582 8
348 379 10
323 444 4
845 954 5
8 441 9
424 696 3
397 513 10
274 432 3
189 336 5
834 926 4
335 360 8
95 561 3
421 459 7
995 995 5
78 236 5
409 919 2
228 690 10
749 757 7
437 585 9
340 956 8
948 971 5
555 708 4
112 264 2
942 956 4
420 951 7
708 806 1
306 370 7
650 775 2
758 957 3
929 933 10
632 824 2
401 548 2
809 962 3
418 624 2
981 984 8
852 951 9
735 817 1
80 499 4
750 861 1
372 893 7
346 592 8
281 825 5
738 803 10
914 945 4
114 437 4
490 554 10
699 886 9
155 553 10
92 189 8
188 435 3
245 760 10
328 779 8
825 865 9
640 676 10
217 266 4
619 986 7
58 473 7
186 582 9
199 549 10
569 999 10
683 923 9
929 950 5
93 359 6
882 925 4
146 988 7
184 246 5
230 635 2
975 989 9
946 996 9
879 954 5
152 225 6
486 990 8
814 985 5
904 906 7
378 664 5
957 967 6
15 615 1
336 509 10
494 725 5
797 903 3
22 847 10
15 436 4
787 858 1
283 651 10
239 714 5
692 800 10
18 708 2
476 584 5
637 862 2
325 419 9
934 975 9
732 828 10
894 925 5
256 281 6
422 729 3
960 992 4
78 964 2
923 954 1
525 943 3
462 760 1
404 652 6
508 993 5
94 998 6
142 394 2
208 723 3
868 913 6
633 944 2
160 307 1
534 759 1
411 661 2
952 971 4
419 911 1
609 952 10
695 748 5
855 922 1
363 555 4
927 993 4
136 215 6
743 837 1
43 838 4
739 819 3
544 723 8
369 952 8
62 877 3
937 949 3
829 838 8
466 666 10
55 337 10
438 744 3
810 975 6
996 996 8
542 722 9
909 915 9
918 970 10
816 864 10
817 826 8
297 970 4
432 564 8
319 662 1
521 843 7
716 933 3
13 600 7
117 556 4
121 540 1
453 753 6
853 979 10
563 887 1
494 571 5
750 996 2
295 640 6
39 350 9
477 609 1
562 945 8
693 902 7
541 870 6
897 910 7
64 609 10
818 849 4
340 960 1
637 833 6
962 999 2
988 995 7
950 984 1
791 808 1
729 978 7
411 945 5
905 977 5
830 945 3
416 438 2
804 917 1
978 989 6
911 970 10
279 840 10
316 989 1
891 927 5
794 952 5
323 564 10
896 922 7
701 900 5
573 913 2
234 839 6
46 802 6
235 463 10
286 825 1
140 844 4
283 379 4
566 945 2
382 450 6
424 859 4
257 281 3
485 772 8
282 557 3
314 351 4
418 465 3
856 965 3
781 834 10
438 465 8
233 869 4
902 963 9
270 954 7
361 460 6
695 816 4
914 969 5
932 999 3
157 370 5
168 738 10
435 488 5
565 653 1
253 659 6
544 867 8
34 658 1
548 697 2
518 932 5
147 173 4
533 943 4
534 976 4
643 771 8
826 969 8
920 935 7
483 799 5
62 368 1
157 397 8
578 949 9
656 979 4
88 719 8
165 515 8
457 465 8
795 845 2
90 965 10
391 549 7
460 733 1
726 869 1
887 989 10
164 584 8
441 594 5
80 309 6
848 993 1
966 989 1
25 447 2
131 242 8
123 702 5
882 930 2
424 441 10
737 893 9
819 901 2
667 802 7
449 856 9
320 569 2
626 710 6
419 961 4
487 790 8
626 641 5
930 986 6
580 946 6
729 842 1
289 739 8
353 362 7
495 582 7
792 934 3
245 910 4
941 945 8
238 339 9
117 499 4
535 732 6
995 997 5
746 940 8
55 544 8
277 985 9
221 534 3
84 160 4
670 671 1
153 724 4
197 216 6
39 172 2
850 951 9
913 933 5
730 829 7
441 465 9
396 662 1
182 680 1
29 226 10
150 409 1
346 930 5
764 957 2
266 329 2
662 802 9
673 822 10
527 983 6
947 987 2
14 143 2
404 761 9
829 876 4
469 839 8
469 805 3
385 545 6
277 427 9
43 234 1
268 843 5
273 437 4
626 931 1
966 987 8
88 503 5
695 774 1
117 273 10
75 979 3
528 813 6
118 575 4
146 596 2
389 783 9
501 991 1
161 465 9
269 765 4
725 819 9
143 798 9
96 436 6
985 997 2
180 894 6
910 976 3
53 725 10
455 682 3
858 858 5
326 885 2
796 876 5
5 927 5
758 776 9
859 892 7
526 687 4
782 974 3
314 475 4
998 1000 3
115 348 6
547 827 3
852 967 9
89 427 3
113 288 9
33 62 7
203 283 4
219 227 6
875 916 8
543 611 4
576 576 9
228 296 3
379 869 5
848 966 6
273 547 3
383 872 4
130 318 8
363 752 5
74 320 8
799 932 10
539 708 9
220 677 7
173 293 4
975 1000 4
16 45 3
500 767 4
132 928 9
506 579 2
84 328 8
559 637 5
163 650 1
677 778 5
737 959 7
505 778 4
686 896 2
729 787 3
795 880 2
434 748 5
696 800 1
853 874 8
891 926 1
967 970 7
73 130 8
574 951 4
408 927 7
191 241 7
591 939 10
982 987 3
977 998 10
725 950 10
918 988 5
487 929 2
934 985 1
690 783 9
408 863 4
432 785 5
726 827 2
243 243 10
234 793 1
606 730 9
120 190 2
285 448 8
87 783 2
317 695 5
482 927 7
704 768 10
610 780 2
121 791 2
779 851 3
591 772 1
599 946 9
892 928 5
134 517 6
900 905 6
545 677 5
926 960 10
807 898 3
646 817 1
165 636 4
852 926 5
778 890 2
479 639 5
585 588 1
853 953 10
45 715 5
341 970 8
636 783 4
283 613 4
67 771 9
111 435 10
958 967 6
364 650 9
384 997 3
160 796 1
555 854 6
971 976 2
766 801 6
422 720 5
51 931 7
419 652 7
870 999 4
512 759 7
479 877 5
136 799 10
2 309 8
206 292 2
989 992 3
12 630 6
582 599 2
663 875 2
784 790 1
594 723 9
640 997 1
801 885 8
582 582 6
864 869 6
642 686 6
961 964 5
60 132 10
849 865 2
22 70 8
991 996 4
56 111 7
40 257 9
713 791 3
735 930 9
145 438 8
57 602 2
386 496 6
269 675 8
599 762 6
347 557 8
365 720 6
871 1000 7
312 748 8
211 451 8
743 832 5
802 835 8
69 174 4
105 349 4
996 999 4
924 983 1
679 722 9
149 730 10
613 675 6
691 773 8
131 954 6
117 781 2
936 964 9
158 456 8
61 64 10
631 725 6
95 504 5
710 771 7
500 613 6
335 964 5
807 995 8
218 622 4
647 789 3
175 768 1
13 265 5
897 914 6
747 912 1
591 835 8
821 964 9
582 934 3
185 520 8
161 907 1
104 679 5
894 984 8
362 652 7
421 621 3
870 872 7
253 597 9
937 993 6
882 882 2
621 853 4
663 941 7
87 359 4
562 722 8
120 543 1
917 984 6
348 999 6
70 78 2
749 765 10
96 370 1
467 763 5
376 752 1
670 946 8
244 361 1
192 263 5
479 651 4
840 917 2
722 796 7
399 999 7
52 613 6
517 743 8
318 542 3
467 683 3
935 950 2
478 851 6
976 999 6
257 964 3
738 817 2
922 967 3
859 893 2
412 912 6
415 996 7
651 820 4
782 914 3
536 665 5
438 787 3
932 998 6
89 825 10
397 764 4
191 429 9
922 932 7
429 704 2
779 890 3
483 871 10
194 783 3
648 895 3
527 866 6
773 980 3
94 204 4
357 754 8
999 999 2
734 831 6
365 916 9
315 946 2
834 838 3
480 846 7
143 528 10
194 915 3
753 983 8
300 301 6
437 912 10
620 691 3
173 948 7
423 679 10
751 824 3
937 961 8
338 360 6
440 616 2
610 662 5
525 561 3
508 595 10
235 889 9
698 738 10
201 267 5
843 919 9
248 371 1
564 884 5
165 978 8
715 743 1
549 946 2
165 779 1
266 819 7
596 736 10
798 896 8
178 337 7
137 285 2
575 803 2
985 992 9
603 646 10
390 567 7
801 949 3
616 977 7
212 261 1
840 895 6
