1000000000 200000
A 430000001 1500000000
A 891700000 1935000000
A 365500000 1499999999
A 317984999 1479999998
B 93953260 93953259
A 44517901 1048000001
A 88272637 1048000002
A 278933897 1449759997
A 979423000 1988300000
B 1500000000 1499999999
A 1148440001 120685052
A 873231999 1934999999
A 766856319 1800149999
A 739907813 1728113999
B 1140101065 1140101066
A 1235822800 171324683
A 1022080001 25375203
A 1489599999 343167949
A 1832514000 778557645
B 1934999999 1934999998
A 161703152 1211355616
A 842936205 1898105039
A 203607448 1289307100
A 1974974999 973282389
B 1235822800 1235822801
A 1010377601 14971370
A 959413382 1968578998
A 1417669417 275920838
A 191339997 1252937776
B 246156124 246156123
A 1252424326 191339996
A 1874492265 824910208
A 3742843 1004151041
A 285182074 1454598398
B 120685052 120685053
A 430000002 1500000001
A 1386862460 273751435
A 791072837 1848465741
A 1895743761 838429705
B 430000001 430000002
A 1289307101 203607449
A 1156619032 129709035
A 959413383 1968578999
A 1869026694 823895086
B 44517900 44517901
A 1006641665 7448257
A 131628683 1164282154
A 1598089020 578755751
A 907274078 1939701060
B 1138241038 1138241037
Q 1048840748 1271184302
Q 590628813 1652598876
Q 549928984 340440845
Q 51442346 1000000000
Q 854396460 1934999998
Q 1198303237 1061001117
Q 1066338264 1061387152
Q 93953259 369889986
Q 1530125622 1839131245
Q 1000000000 752442390
Q 437017258 1425738468
Q 13041327 853202984
Q 1235822801 1500000000
Q 1235822801 1429724165
Q 451213849 1000000001
Q 1000000000 430000002
Q 1135501324 1118961865
Q 92847102 46705856
Q 1763990485 1282662015
Q 1655263329 485336377
Q 1115632612 93953259
Q 473800652 1000000000
Q 73476153 982226735
Q 1802797721 1763374706
Q 93953259 599432296
Q 198492037 236046628
Q 430000002 1569999999
Q 93953260 241018971
Q 136424374 1459374760
Q 1499999999 747577640
Q 1507000439 1138241037
Q 887798124 1235822801
Q 836348934 130617603
Q 1477088111 1250531241
Q 1271225753 1499999999
Q 861866877 48746822
Q 430000002 246156124
Q 1000000000 937103923
Q 1230938211 1162882427
Q 35041178 738606496
Q 1707828711 1000000000
Q 1140101066 1235822800
Q 905782136 1100672158
Q 120685053 1120810602
Q 566413126 931539201
Q 1975837495 2000000000
Q 1372351565 430000002
Q 1324911894 1812132053
Q 1607998954 1934999998
Q 661587517 819278979
Q 1683843151 1500000000
Q 1488159969 1235822801
Q 421846326 1
Q 500532106 246156124
Q 1140101066 1635681437
Q 1500000000 1757943840
Q 466898715 1000000000
Q 1000000000 1072519133
Q 513677099 1500000000
