1000000000 1000
A 430000001 1500000000
B 430000001 430000002
Q 430000001 303799165
A 378400000 1404999999
B 378399999 378400000
Q 280187945 1310674366
A 1845000000 686500001
B 400202474 400202475
Q 2000000000 48951158
A 858925001 1917850001
B 858925001 858925000
Q 1866694574 858925000
A 1872683001 750297251
B 1500000000 1500000001
Q 1500000001 1636505422
A 1957282001 919587251
B 285376002 285376001
Q 1000000001 1912701181
A 1800149999 678805000
B 378400001 378400000
Q 198122647 1625598431
A 1190350000 223256000
B 921723854 921723855
Q 1500000001 858925000
A 111628000 1066622500
B 1917850001 1917850000
Q 1000000001 453322938
A 1811811000 681729101
B 607440029 607440030
Q 1500000000 1066252393
A 241873281 1190350001
B 965172353 965172352
Q 607440030 1917850000
A 950144096 1974369201
B 1957282001 1957282000
Q 946811748 942529357
A 348364121 1316993500
B 1969640966 1969640967
Q 210671370 1642839115
A 472296851 1584042000
B 1584042000 1584041999
Q 589998961 1432922902
A 1897073181 818732733
B 185341109 185341108
Q 1584042000 521456134
A 256781999 1190350002
B 1152598878 1152598877
Q 1802614448 1984676304
A 308067987 1251138881
B 686500001 686500002
Q 423392319 411280541
A 295246489 1242020548
B 348364121 348364120
Q 1500000000 1352227066
A 1767733798 678804999
B 818732733 818732734
Q 1917850000 1823955100
A 1179214524 222139719
B 1659037591 1659037590
Q 1534998983 297616356
A 825163497 1900397473
B 222139719 222139718
Q 1132824842 1584041999
A 658154183 1756712289
B 1800149999 1800149998
Q 1141906612 1152598877
A 27907000 1021985425
B 199929392 199929391
Q 1839040455 1394896794
A 455801079 1547903940
B 1404999998 1404999999
Q 881565801 1152598877
A 992521615 1994617532
B 919587251 919587250
Q 125068855 1152598877
A 1807496429 680442496
B 907613266 907613267
Q 408615784 1
A 994092077 1994617533
B 897525750 897525751
Q 664788467 1102910511
A 1908076585 849471779
B 1844999999 1845000000
Q 243529553 285376002
A 880156789 1924159122
B 1157325043 1157325042
Q 150664445 607440029
A 111628001 1066622501
B 1994617532 1994617531
Q 40515023 1
A 453995003 1539281230
B 1586160411 1586160410
Q 1957282000 686500002
A 1061712421 98232639
B 1142280633 1142280634
Q 185341108 1634162007
A 870390166 1920878379
B 678805000 678805001
Q 42720450 477200502
A 404716000 1444900000
B 1515395268 1515395269
Q 185341108 1000000001
A 472296852 1584042001
B 1807496430 1807496429
Q 1142280633 364112982
A 1637569791 552215504
B 1950576137 1950576136
Q 1762218342 1682989010
A 729882131 1866592740
B 256781999 256781998
Q 607440029 257163559
A 398926479 1436919999
B 858925002 858925001
Q 1787143933 1844999999
A 1028739015 47598179
B 1021985426 1021985425
Q 1000000001 1524610464
A 1274846544 320559789
B 606898713 606898714
Q 858925000 1012891345
A 472296850 1584041999
B 1772090712 1772090711
Q 1245951805 1218113115
A 1907155091 849471778
B 45831115 45831116
Q 979880327 1545893636
A 761246929 1874878118
B 370181021 370181022
Q 1147395255 1950576136
A 845825535 1905465686
B 1066622501 1066622500
Q 1659037591 1066622501
A 127099642 1080133545
B 1883439138 1883439137
Q 1883439138 816815822
A 1827741720 683208080
B 1775369697 1775369696
Q 1109948811 1123964389
A 615778711 1697141040
B 129229635 129229636
Q 1028253398 374400788
A 1965825601 932115558
B 1066622500 1066622499
Q 202787333 199929392
A 1073378023 121529851
B 472296851 472296852
Q 1462438065 967722675
A 1021985424 22325599
B 1242020547 1242020548
Q 1950576136 285376001
A 1933764757 884888445
B 1316993501 1316993500
Q 1951171835 179136144
A 177470883 1116793507
B 1767733798 1767733799
Q 965172353 1251670420
A 1985708266 965400003
B 1404999999 1405000000
Q 583944472 978353187
A 197571859 1130526131
B 87941111 87941110
Q 1035143869 1142280633
A 1745393751 641627749
B 701479365 701479364
Q 1063647110 1215248095
A 896686039 1937527517
B 1116793507 1116793508
Q 1099033760 1255485788
A 1753995839 655509953
B 434754112 434754113
Q 146251827 1551071473
A 1112027711 177470882
B 223255999 223256000
Q 800280962 671324099
A 1547903941 458935276
B 681931854 681931855
Q 1970835687 1994617531
A 571920099 1647101192
B 1845000001 1845000000
Q 1578192727 87941110
A 502665940 1601170894
B 552215504 552215503
Q 1275235380 1451623824
A 878789461 1923667010
B 197571860 197571859
Q 143068108 1157325043
A 256782000 1191900119
B 994092077 994092078
Q 1500000000 1647972443
A 787115541 1887307353
B 1295150716 1295150715
Q 615729406 789300228
A 1360116685 366986366
B 552215505 552215504
Q 572550414 197571859
A 1112027710 164374359
B 683208079 683208080
Q 1242020547 472296851
A 1069932707 119054388
B 472296853 472296852
Q 1203626727 261801575
A 1584727158 477763288
B 1444899999 1444900000
Q 1082989172 91448164
A 631805114 1714512016
B 1974321663 1974321662
Q 1915930470 1912462444
A 980316889 1989271973
B 69957807 69957808
Q 1183333791 1157325043
A 710793994 1853421169
B 1250679399 1250679398
Q 1996765984 2000000000
A 385584268 1413299199
B 1201417870 1201417871
Q 1307162910 162112411
A 1076958450 124593236
B 1236553290 1236553291
Q 1599844582 1614197060
A 1836888608 685808697
B 477763288 477763287
Q 1303919562 1617368957
A 1886685890 784787365
B 1753995838 1753995839
Q 87941111 818732734
A 1584727159 477763289
B 1274846545 1274846544
Q 1264052634 1664197350
A 364565473 1360116684
B 1880176981 1880176980
Q 924377485 1994617531
A 1058085346 89118436
B 430603011 430603010
Q 1404999998 165870474
A 307170481 1249041664
B 941933727 941933726
Q 1994617531 340421329
A 804821168 1890823051
B 123443240 123443241
Q 552215503 1447784498
A 423931840 1486224999
B 430000000 430000001
Q 906191349 334668002
A 138282057 1086512379
B 1486224999 1486224998
Q 223256000 225257125
A 300970005 1246233217
B 455801078 455801079
Q 1917850000 538382571
A 1108200410 164374358
B 1668414036 1668414035
Q 818732733 1362621827
A 127099643 1081154159
B 376789548 376789549
Q 348364120 1930738619
A 1847863198 694759959
B 989981176 989981175
Q 1079166230 1114532075
A 1676124304 603498299
B 213435172 213435171
Q 1425574281 1648228332
A 1546955441 455259256
B 164374357 164374358
Q 1021985425 733535350
A 1597717709 498930542
B 197571859 197571858
Q 1476999757 1486224998
A 636323526 1725938258
B 1147373814 1147373815
Q 1388867830 72643502
A 621708480 1705826528
B 825163496 825163497
Q 989302835 1838851196
A 22325598 1021985423
B 804821168 804821169
Q 1286688673 1285808179
A 560294388 1640810468
B 277095759 277095760
Q 825163497 827478397
A 1518462178 439598002
B 180146744 180146743
Q 1258926462 197571858
A 113930181 1067781073
B 725193283 725193284
Q 1615260773 1066622501
A 195762770 1128466237
B 1957282001 1957282002
Q 1346894067 381609455
A 1153409676 205924932
B 878789460 878789461
Q 1201417870 941933726
A 1202425410 268321347
B 1009853039 1009853040
Q 927051006 921723855
A 1525957037 445212833
B 1251138880 1251138881
Q 164374358 757962016
A 375318318 1396023336
B 128409585 128409584
Q 1356832945 164374357
A 1240832693 293361728
B 1245010157 1245010156
Q 1512478102 927562281
A 689225787 1845171793
B 457884940 457884939
Q 1753995838 1713537521
A 502665941 1601170895
B 1472739194 1472739193
Q 345784625 1201417870
A 686140523 1840863190
B 1233116712 1233116713
Q 858925002 862442695
A 1087379901 142456826
B 308067987 308067988
Q 1114271279 1076545268
A 1853948033 710984876
B 571920099 571920098
Q 109243602 494137692
A 1160376985 212735143
B 1853421170 1853421169
Q 1888127768 1975784092
A 735802516 1867445377
B 763382896 763382895
Q 683030389 804821168
A 314938478 1265600555
B 1257021028 1257021027
Q 380597097 454860357
A 1243831996 297249720
B 1196889634 1196889633
Q 1316993500 1955303000
A 200746027 1137162359
B 1021985424 1021985423
Q 1680638656 1629532374
A 1686212337 608778876
B 1348104967 1348104968
Q 123443240 91241429
A 1810991231 681574708
B 164374359 164374358
Q 241650239 1341568442
A 1069394798 118644451
B 1590974844 1590974845
Q 560479882 519208280
A 1354941901 361649229
B 1985903918 1985903919
Q 1888931350 164374357
A 1154663792 208785221
B 404715999 404716000
Q 222139718 1919366534
A 483478448 1587325270
B 1069932708 1069932707
Q 552215503 837754243
A 1303506474 340300864
B 876791842 876791841
Q 1214216102 1231299683
A 759385483 1874000071
B 1493843742 1493843741
Q 1753995838 383624060
A 380124225 1408485663
B 1917850001 1917850002
Q 474376299 1917850002
A 1240832692 293361727
B 177470882 177470881
Q 1040614972 505907932
A 340300865 1304990048
B 1867445376 1867445377
Q 1752483111 678805000
A 1908076586 850606166
B 717251894 717251893
Q 1867445376 1862662349
A 979571044 1988559231
B 727288831 727288830
Q 69957808 890549732
A 1923667009 878705467
B 477763289 477763288
Q 1845593549 1736117115
A 1978337874 955483664
B 1872683001 1872683002
Q 1120755090 1140081126
A 1616094443 525458740
B 380124225 380124224
Q 1092413882 1083964498
A 63375877 1039010231
B 27907001 27907000
Q 301836978 940228065
A 1258225101 311159708
B 686500001 686500000
Q 79987785 212799523
A 880819222 1928097433
B 1133549344 1133549345
Q 227566498 1104888676
A 1041871499 69039241
B 200746027 200746028
Q 462691018 465448126
A 465482447 1564166067
B 266863657 266863658
Q 1950576136 1969640966
A 549004692 1631556693
B 58150384 58150385
Q 607440030 1128466979
A 840453405 1905465685
B 1031622970 1031622971
Q 1482299166 158631464
A 1074523760 122050627
B 1842493500 1842493501
Q 692162967 1867445377
A 614448742 1695501734
B 308067987 308067986
Q 4872359 21590738
A 1719996612 633883584
B 4730846 4730847
Q 1543822095 1515395269
A 1083940433 132355378
B 1800030054 1800030053
Q 962608077 1021985426
A 1489668750 424902746
B 1182930584 1182930583
Q 1311837629 49006566
A 218189797 1171679508
B 965400003 965400004
Q 262381207 27907000
A 315050905 1267727133
B 804821167 804821168
Q 585349784 78646661
A 51858158 1030279698
B 1791139403 1791139402
Q 1021985423 1827948845
A 371152342 1375915612
B 1889018548 1889018547
Q 710767379 1840758320
A 1465149250 415861187
B 646786693 646786692
Q 858925000 825163497
A 1173713963 219848764
B 1612743949 1612743950
Q 678805000 1500000000
A 62569636 1038311788
B 1866592740 1866592739
Q 1658340234 1632965438
A 1264641745 313767059
B 935666366 935666365
Q 1656557425 1242020548
A 1148373007 204992728
B 1183447665 1183447664
Q 422061386 247219582
A 372360475 1380138235
B 395934416 395934415
Q 1810291368 1400423092
A 1639157723 555689424
B 1584042001 1584042000
Q 552215503 4730846
A 1574700311 468208208
B 1312115964 1312115963
Q 1985903918 1586774
A 1339003572 356069483
B 268321348 268321347
Q 524336050 491183183
A 1723561599 635737939
B 880156790 880156789
Q 858925002 472296851
A 145744456 1087379902
B 1082084919 1082084918
Q 911074499 1232400722
A 331812202 1290322906
B 1584041998 1584041999
Q 477763289 516015105
A 303326186 1246991498
B 1717958844 1717958845
Q 1370808168 1360883935
A 7144192 1009233878
B 1360116685 1360116684
Q 76997418 81607967
A 680985958 1809523414
B 1719996611 1719996612
Q 94576945 825163497
A 1952343379 915923056
B 1012915215 1012915216
Q 1257021028 1031622971
A 64451917 1039181908
B 412434340 412434341
Q 1962931362 771972474
A 4143631 1007571779
B 195762771 195762770
Q 1713001811 1883439137
A 1542964851 454589202
B 4949685 4949684
Q 394006716 1405000000
A 621708481 1705826529
B 98232639 98232640
Q 1634584053 159019490
A 1023336144 33223619
B 1800149999 1800150000
Q 104359447 1021985426
A 991301142 1994403709
B 214175617 214175616
Q 804821167 695600983
A 821369346 1898535870
B 1141406008 1141406009
Q 1889841618 1889413957
A 114071610 1067813348
B 1174190143 1174190142
Q 786886589 1590974845
A 1300210581 337160059
B 275512623 275512624
Q 1736535316 1444900000
A 513378557 1605349489
B 1240832692 1240832691
Q 1577126696 186045064
A 1958221798 921341215
B 361649229 361649228
Q 173805049 348364120
A 1097165541 153755314
B 121529850 121529851
Q 485536694 1844999999
A 1011784188 7144193
B 1339003571 1339003572
Q 25580220 1069932708
A 945096105 1972233300
B 661532902 661532903
Q 941933727 1
A 856179785 1913354230
B 142865741 142865740
Q 1454755629 1444900000
A 1030033188 50963562
B 697307383 697307382
Q 1089008906 1100423281
A 445212832 1525432396
B 1236340134 1236340135
Q 578848712 804821167
A 338290749 1300672007
B 980316888 980316889
Q 308067988 177140892
A 1138395531 200746028
B 870390166 870390165
Q 649218781 693459135
A 465782281 1565219492
B 1084869051 1084869050
Q 1317349662 907810153
A 969793026 1986734614
B 35594443 35594444
Q 1174190142 266863657
A 1603552693 509200637
B 1567375782 1567375781
Q 1256771750 1120839326
A 431247742 1504430923
B 1302271672 1302271671
Q 350993931 825163496
A 1286918106 328323954
B 1753995839 1753995840
