1000000000 200000
A 430000001 1500000000
Q 34921861 683521645
A 1290000000 249400000
Q 1841768702 1128099060
A 59856001 1089900000
Q 1607846341 204563095
A 1371900000 318028001
Q 141387415 2000000000
A 1915000000 908800000
Q 1651756988 726246496
A 1197954000 177373280
Q 2000000000 1996329546
A 1393677001 342661842
Q 1713201102 80021630
A 822616000 1753150000
Q 1 1097864097
A 1583539500 496744721
Q 1650121404 1000000001
A 240036526 1274352179
Q 2000000000 1019239647
A 1715835689 760700456
Q 2000000000 1
A 1609998738 554814983
Q 1000000001 1919231580
A 1109349721 59856002
Q 947774530 1154823123
A 346155369 1410688682
Q 1580020643 1000000001
A 1753150001 831234401
Q 536556870 924869738
A 832010058 1753150002
Q 699949266 1145869516
A 1958350000 965344000
Q 1 848612218
A 402331272 1483923962
Q 10904954 742899322
A 850439645 1766098003
Q 1967232257 1514879016
A 800945559 1748299139
Q 1048840748 273721063
A 1006293001 13168321
Q 1582036703 1812577026
A 247527305 1284836219
Q 649584113 1000000000
A 900045946 1894153720
Q 154220835 1087772001
A 579521241 1618465695
Q 1000000000 1199628189
A 1874945362 900045945
Q 770125619 209131244
A 1958350001 965344001
Q 1771433432 1982447265
A 1928005000 926328640
Q 1248908932 902650430
A 560003298 1611607460
Q 1000000001 1986432962
A 1109349722 91585668
Q 1000000001 2000000000
A 1029702961 28108379
Q 686004620 1000000001
A 1269004306 231890303
Q 1568990483 1912147761
A 1833583365 883179803
Q 1912766093 1000000000
A 995494720 1993336000
Q 1375005766 1
A 912831588 1918641400
Q 659406275 1000000000
A 1665203292 684605186
Q 1999313841 737334875
A 1419476916 347840647
Q 1000000001 1127871055
A 1474901375 401786365
Q 217678974 1000000001
A 1397759805 343500289
Q 1007000440 1000000001
A 1195295871 155068500
Q 1146706846 406348933
A 988560054 1984589500
Q 1000000001 2000000000
A 778005850 1729470338
Q 1051053171 1586160410
A 1715835688 747003307
Q 1316792493 1507103922
A 354853591 1420585406
Q 204389963 1507010632
A 1295733001 261753041
Q 1000000000 1088356546
A 496744722 1584333278
Q 45782134 1515395269
A 1157479565 132214680
Q 2000000000 1846413122
A 918365379 1923604108
Q 795837551 20327302
A 1861295903 894311456
Q 1312132054 1457643621
A 904335432 1904993786
Q 847998951 1000000000
A 421976069 1496463271
Q 1053843150 1
A 1420430217 352679578
Q 1727221837 1030883154
A 1799840684 869101535
Q 929962032 1
A 496744723 1584846588
Q 1000000001 127943839
A 805496352 1748881243
Q 833163390 1000000000
A 1861295902 893532239
Q 1569864554 1653677097
A 687725093 1665203293
Q 652259165 1
A 334779013 1386708360
Q 1233421942 351933617
A 1838294497 883179804
Q 370181021 1000000000
A 1956529299 965343999
Q 805861099 2000000000
A 177918451 1204348528
Q 1000000001 1000000000
A 97273730 1115125304
Q 1516855868 1000000001
A 1443941273 374565356
Q 254896439 1
A 35727809 1057393599
Q 2000000000 1717843181
A 1196013566 157968122
Q 940463028 1000000001
A 896261183 1865254247
Q 369227713 1000000000
A 1806589221 870931711
Q 1500339259 1678455537
A 872401483 1806589222
Q 1 1000000001
A 1589373976 496744724
Q 1 182741692
A 547846551 1609998737
Q 954074337 1000000000
A 1945404822 948177241
Q 1 2000000000
A 166894495 1197119613
Q 2000000000 1
A 183315637 1204348529
Q 1000000000 874806904
A 1481397637 402233188
Q 1000000000 87941110
A 1047701875 32070483
Q 1325458734 240162091
A 1675329773 708472468
Q 1000000001 1000000000
A 450690865 1527568035
Q 1090042583 46114874
A 633114053 1644638749
Q 1118087054 1000000000
A 1523708509 450690864
Q 582630853 220995935
A 1011209093 17500938
Q 1608460319 2000000000
A 1735495555 783740778
Q 2000000000 1000000001
A 1443941272 374565355
Q 957231477 195028361
A 1272373466 236207801
Q 1 1916259196
A 608997287 1631028761
Q 1247596700 1000000001
A 1295733002 277510030
Q 1447697979 912072449
A 224604102 1258659381
Q 1162623552 1
A 1847725073 887734876
Q 1000000001 1000000000
A 887734875 1846782015
Q 241411889 1083339208
A 427271864 1497913330
Q 399915418 417858365
A 4608913 1001887901
Q 748201493 1726141489
A 130467632 1146890999
Q 420890286 938105816
A 188270254 1216840025
Q 1 1000000000
A 1221021961 196263701
Q 1563203086 1000000001
A 1349049900 303846711
Q 1112525771 1000000000
A 329921219 1381969684
Q 796550421 974321662
A 1260935265 225624171
Q 1733769331 1173418279
A 1590405215 499810834
Q 1846118056 1090426091
A 1656360538 675336781
Q 855551523 1000000000
A 804813732 1748881242
Q 1000000000 1759976043
A 934412623 1933224947
Q 1067266560 1
A 763469320 1719517045
Q 1817269130 2000000000
A 640291917 1644873186
Q 1077169124 1128541385
A 233660477 1269981363
Q 1196303231 1093299981
A 131987563 1156103051
Q 1568492945 8346212
A 230261108 1267390497
Q 1080287000 1906923352
A 970219373 1962285927
Q 260395428 52348940
A 1517781381 442000701
Q 395721080 1271093245
A 585711211 1621857723
Q 1000000001 320957277
A 1985639081 989808295
Q 1000000001 123443240
A 1087949615 59132154
Q 1140383561 447630452
A 54685328 1081838411
Q 935381155 749971214
A 124160790 1145302713
Q 1478726833 1208937090
A 1693152376 718490487
Q 282319730 938748104
A 800945558 1748299138
Q 1 1705624297
A 625879023 1638105955
Q 132034802 2000000000
A 1316526592 290151637
Q 1329485100 140087459
A 1075238311 47481471
Q 1000000001 109973479
A 147298201 1182438327
Q 1190617815 1213435171
A 1633151920 612204817
Q 1374271543 1550297804
A 468191331 1546598333
Q 1308942298 1000000000
A 102651143 1115728853
Q 436752953 1
A 878868475 1815497290
