1000000000 200000
A 1680000000 770000000
A 231000000 1190400000
A 27720001 1003808001
A 473550000 1386240000
B 27720001 27720002
A 58212002 1024333122
A 811400001 1820800001
A 1761664000 798152000
A 1491993600 618810500
B 1491993601 1491993600
A 1001942080 16632000
A 449294999 1370572799
A 1706949120 785202080
A 170524200 1125633917
B 1125633917 1125633916
A 1451807232 583947979
A 1141825438 191690730
A 390355349 1365167614
A 667191140 1531474945
B 1365167613 1365167614
A 1502653564 619294307
A 1689701683 774104562
A 1326718738 344142297
A 1806607360 811135040
B 619294306 619294307
A 169401077 1113477821
A 1367870206 409805434
A 1685432942 772709011
A 790770546 1726099328
B 1051590867 1051590868
A 707286596 1573061961
A 920788001 1928320001
A 1950540801 950888561
A 303411070 1295365428
B 1365167615 1365167614
A 1071579812 124925447
A 811400002 1820800002
A 1323269873 337625300
A 1290117156 288928855
B 790770545 790770546
A 58212003 1028112858
A 696059868 1554347804
A 1338637890 370945867
A 1378249728 456328950
B 731465307 731465306
A 1992581120 987722140
A 1824025603 822338803
A 797192410 1748149424
A 784647203 1702464786
B 1326718738 1326718737
Q 619294306 1125633917
Q 1158063096 1698923117
Q 796464519 2000000000
Q 1427640360 654839886
Q 619294306 504458185
Q 790770545 749175905
Q 1560664292 320918939
Q 1125633917 301705991
Q 1697863540 1730343453
Q 27720002 252010479
Q 1125633917 1091732461
Q 1692818664 749181078
Q 1054269336 1491993601
Q 2000000000 1000000000
Q 27720002 749674298
Q 350396524 224920978
Q 850996892 871494271
Q 306389605 233315294
Q 319423937 1845656226
Q 2000000000 1654431694
Q 309553206 58940933
Q 19363003 1448374888
Q 685258073 1215001559
Q 619294306 1380705695
Q 1767173529 1520060541
Q 667144358 619294307
Q 1434279437 134113936
Q 1491993600 1479517238
Q 1246201015 956840917
Q 1125633917 1744962187
Q 790770545 1092382623
Q 837361290 1115410556
Q 581187690 123457266
Q 1326718737 2000000000
Q 1000000000 731465306
Q 93521406 1873846210
Q 1990199571 1365167615
Q 1386343340 1435293639
Q 27720002 1894557378
Q 327158875 2000000000
Q 26020735 926421062
Q 281272241 1050803803
Q 102758550 1491993601
Q 149969632 1519919727
Q 1150483441 1329959805
Q 1696755848 1136869131
