1000000000 200000
B 869923439 869923438
Q 230769609 813598207
B 353267832 353267833
Q 1936105571 353267832
B 1868081573 1868081574
Q 305320112 1310674366
B 1779029650 1779029649
Q 991991723 891025307
B 1114190702 1114190703
Q 1501258261 1907911366
B 1627010728 1627010727
Q 1253127665 511973016
B 866694573 866694574
Q 1627010727 1082803930
B 408837735 408837736
Q 1114190703 1288931729
B 1971950544 1971950545
Q 1743893005 1715484844
B 1887957064 1887957065
Q 1830885892 415382003
B 175996507 175996506
Q 1 1694494838
B 723978227 723978226
Q 759027823 751472075
B 1050565033 1050565032
Q 1710417985 1114190702
B 843055369 843055370
Q 1971791742 465426984
B 62979689 62979690
Q 838212755 759724206
B 363017437 363017438
Q 224203171 723978227
B 840109597 840109596
Q 1439740592 1315825299
B 1496583996 1496583997
Q 1868081574 1885971384
B 1319436423 1319436424
Q 1114190702 1925854811
B 532704720 532704721
Q 1868081574 1839639904
B 104455583 104455582
Q 836474886 27232689
B 1309094965 1309094966
Q 532704720 1770015920
B 1860679306 1860679307
Q 1827870397 615152277
B 43296442 43296441
Q 1306418879 1956562461
B 1983068450 1983068449
Q 1260608348 874607150
B 533849289 533849288
Q 789323724 1971950544
B 1198086303 1198086302
Q 518460491 408837736
B 1612315701 1612315702
Q 840109596 723978227
B 872287577 872287578
Q 871673085 321499794
B 975139949 975139948
Q 351988004 533849289
B 365232737 365232736
Q 28920294 998800902
B 1594006255 1594006254
Q 1618286211 1650819916
B 1091024365 1091024366
Q 554676321 1114190703
B 806459291 806459290
Q 1533445779 1174052241
B 666110809 666110808
Q 1183450130 175996507
B 1257776038 1257776037
Q 104455583 1946340323
B 1967651134 1967651133
Q 1041859909 104455582
B 987468611 987468610
Q 226327319 323949980
B 1652028864 1652028863
Q 1901873403 97740107
B 57361593 57361594
Q 941990801 938867501
B 57263075 57263074
Q 806459291 1983068450
B 100755044 100755045
Q 719397424 1118013290
B 849702398 849702397
Q 1319436424 353267832
B 1992202011 1992202010
Q 1326436863 1114190703
B 1157325044 1157325043
Q 1466954225 1918946944
B 648883680 648883681
Q 1374289198 1411909527
B 1387011995 1387011996
Q 790403595 723978227
B 1282376419 1282376418
Q 1887957065 1917584246
B 1049470163 1049470162
Q 62979690 532704720
B 696591242 696591241
Q 12509540 420375334
B 1795376231 1795376232
Q 1157325043 1132098880
B 540303255 540303254
Q 381675111 402578232
B 1007102390 1007102391
Q 175996507 1096003282
B 522956431 522956430
Q 447196161 1943504589
B 360284015 360284014
Q 1271302897 408837736
B 1596216572 1596216571
Q 1652028864 182495916
B 306176237 306176236
Q 540865270 540303255
B 686183503 686183504
Q 1576204566 1496583997
B 1420123832 1420123833
Q 133765800 408837736
B 279405167 279405168
Q 809690783 175996507
B 1149784396 1149784395
Q 1002154209 714863542
B 1656736740 1656736741
Q 807652495 975139948
B 1013084688 1013084689
Q 1395878390 1732683545
B 577169826 577169825
Q 733515037 1172339791
B 628332280 628332279
Q 806459290 408837735
B 331722474 331722473
Q 837979396 833875010
B 1830496493 1830496494
Q 830628071 840109596
B 1937970981 1937970980
Q 824410254 840109596
B 469173219 469173220
Q 1419185543 1257776038
B 1004755715 1004755714
Q 1158912638 1466068086
B 505068094 505068095
Q 1167895565 1598692096
B 418621609 418621610
Q 269758883 241275936
B 1478617538 1478617537
Q 1779029649 1662479195
B 177001107 177001108
Q 892821967 1868081574
B 1822977225 1822977226
Q 1303412207 1902055039
B 973295242 973295243
Q 1830496493 1823817945
B 816021666 816021667
Q 806459290 1499776182
B 1122111934 1122111933
Q 1198086303 1569910603
B 134707745 134707746
Q 180184471 984207062
B 1657338609 1657338608
Q 1795376231 1967651133
B 1228247443 1228247442
Q 62979690 1937020311
B 176896813 176896814
Q 756515392 1387011995
B 635211353 635211352
Q 1942574031 1967651133
B 1785542207 1785542208
Q 1183783525 540303254
B 713456823 713456824
Q 1127158349 1122111934
B 703460020 703460021
Q 910434338 325087266
B 336669024 336669023
Q 1122111934 1114190703
B 1518283030 1518283029
Q 1202327845 1833076886
B 1244608145 1244608146
Q 1085746199 635211353
B 957921722 957921721
Q 1260168742 446161820
B 820491212 820491211
Q 177001108 1030006868
B 1045725312 1045725313
Q 28637540 820491211
B 1892242077 1892242076
Q 324572537 339638149
B 212479102 212479103
Q 279405167 257246985
B 1415969332 1415969333
Q 306176237 1036187692
B 604031057 604031058
Q 608615537 1822977226
B 1272052996 1272052995
Q 1998726424 1594006254
B 985607936 985607935
Q 1168201262 1253159876
B 726336795 726336796
Q 648883681 1230159758
B 663478478 663478479
Q 543774125 1779029649
B 1455889579 1455889578
Q 1309094965 1282376419
B 739488146 739488147
Q 726336796 732209007
B 455750610 455750609
Q 579391238 1775024892
B 1138467530 1138467529
Q 280523568 306176236
B 1884505669 1884505668
Q 1563024520 1594006254
B 43645884 43645883
Q 1050565032 214499852
B 1985673486 1985673485
Q 1287587023 703460021
B 991247846 991247845
Q 1015829243 1025227874
B 324739853 324739854
Q 1126732096 1494595168
B 555349025 555349026
Q 212479103 866694573
B 431201889 431201888
Q 1173565557 185491059
B 225981326 225981325
Q 79021483 1254628551
B 137375705 137375706
Q 1378341753 604031057
B 160254807 160254808
Q 1502510999 1155695638
B 993274104 993274103
Q 1232068307 469173220
B 768477683 768477682
Q 1518283030 431201888
B 1479225066 1479225065
Q 1312551282 1617468172
B 785298867 785298866
Q 1122039055 261748267
B 264713819 264713820
Q 1099160711 1593059536
B 1787451327 1787451326
Q 676089862 785298867
B 1572124362 1572124361
Q 62979690 1058417096
B 1120959403 1120959404
Q 1272990817 1281736212
B 1518775692 1518775693
Q 1837808175 1329880830
B 588265372 588265371
Q 299862782 287912053
B 429131763 429131764
Q 267937379 537629157
B 1077508439 1077508438
Q 262989994 1545579471
B 505749742 505749741
Q 1496583996 158397217
B 1745494022 1745494021
Q 570499780 755983890
B 118761693 118761692
Q 922843690 1949533840
B 1335205313 1335205312
Q 918171659 1254253964
B 1452580623 1452580622
Q 1727999619 1577412199
B 1104672367 1104672366
Q 1795376232 1717715678
B 1425881075 1425881076
Q 43296441 1228247442
B 1813517338 1813517339
Q 147877096 635211352
B 343992118 343992117
Q 990126234 878473842
B 1668186960 1668186961
Q 1535722789 1452419417
B 1637455541 1637455540
Q 1139282494 62979690
B 1305035941 1305035942
Q 1745494022 768477682
B 846079134 846079133
Q 1149784395 44299166
B 702825375 702825374
Q 552921421 1466950407
B 401935535 401935534
Q 1149653197 1722412810
B 1335507193 1335507194
Q 648883681 1828347085
B 442030193 442030194
Q 1871964116 224231668
B 1034336269 1034336268
Q 1496583997 406681013
B 1288686088 1288686087
Q 739488147 1647573809
B 277095759 277095760
Q 112219021 712738457
B 824268407 824268408
Q 177001108 248715758
B 319945927 319945928
Q 81451058 1807673073
B 789790132 789790131
Q 824268408 1365551566
B 521011301 521011302
Q 1401019317 1387011995
B 378710584 378710585
Q 1963692468 1967651133
B 391025386 391025387
Q 968653646 1031564575
B 1813638410 1813638411
Q 62979690 1554727979
B 1978657259 1978657260
Q 408837736 1028506140
B 1372225514 1372225515
Q 563809804 1011396656
B 1045901332 1045901333
Q 1372225514 1335507194
B 488171954 488171955
Q 591323187 407106525
B 690972384 690972383
Q 1668186961 417504793
B 1345510651 1345510650
Q 441146740 1300441966
B 405122193 405122192
Q 1518775693 859900303
B 1860939258 1860939257
Q 1296993707 468532917
B 436810005 436810004
Q 1830496494 1297252202
B 83759761 83759762
Q 1479128827 301482729
B 499352452 499352451
Q 872287578 893604969
B 1210606796 1210606797
Q 1372225515 264713819
B 1370383949 1370383948
Q 768477682 106120492
B 15174865 15174864
Q 27709966 628332280
B 931696958 931696959
Q 825716621 828806665
B 1229113607 1229113606
Q 674803093 806459290
B 314506116 314506115
Q 1297235262 593035423
B 1106163311 1106163310
Q 657570669 653466087
B 1244174365 1244174364
Q 510075917 292043627
B 1952316145 1952316146
Q 1888186785 1889853050
B 1882549422 1882549421
Q 1656034557 1435392634
B 66187893 66187892
Q 100755044 91959069
B 1320872988 1320872987
Q 663478478 657118662
B 257323163 257323164
Q 996942643 704747207
B 57102572 57102573
Q 257180173 353267833
B 34081026 34081027
Q 1134874868 1136564633
B 1053539980 1053539979
Q 15174865 1987478206
B 1339501585 1339501584
Q 1723440340 1730077520
B 847907283 847907282
Q 95319776 1045725312
B 1413445919 1413445918
Q 1607455281 44906902
B 338164143 338164142
Q 1706268414 1157325044
B 127436546 127436547
Q 872287578 906197120
B 61580656 61580655
Q 1572124362 1992202011
B 1174054784 1174054785
Q 1813517338 1803749123
B 1409077264 1409077265
Q 4301299 225981325
B 1551894148 1551894149
Q 1745494022 693383159
B 107431751 107431752
Q 1038974415 1044524261
B 577744780 577744779
Q 1284978073 1309094966
B 1033948072 1033948071
Q 283740573 1545429095
B 1288647322 1288647321
Q 713740966 533849289
