289 368
6 163 44865885400066
17 89 470266902088540
18 179 361158480591199
20 117 364822095666417
111 62 175905405196663
44 156 397237490482346
133 156 442324506125055
229 160 719096398646977
119 206 632405870579980
45 98 140156238794040
13 181 422127918029596
121 51 349416597320373
218 251 617831059596817
270 6 806381448314277
82 48 599381281980331
203 154 701901294508018
223 74 135227045792110
57 74 355215089514559
41 75 773258089869100
285 251 503324824823315
29 205 614085448064712
83 55 643091988935985
78 51 257865629918887
62 280 940722465885352
67 168 438433585998602
86 241 77146538189312
71 94 509347688098947
141 29 665770300189768
162 246 631228214024885
65 250 36436150193710
43 67 201144350069321
207 5 600414524373104
234 260 418493701899283
74 269 928499231849045
56 243 809446830911331
190 63 60798872461217
164 195 89177487075880
189 242 778280381148401
159 43 696187392369503
30 39 117733537811183
165 66 878513405237424
179 93 7019815241787
285 144 476551343809606
227 37 484738511025192
57 115 408052868064027
60 177 148121797465183
50 179 702631382442331
275 1 741615461729024
132 257 282946425558253
92 253 48692493752843
38 161 308833290337172
31 92 508179795143264
166 125 727813256684164
174 11 454408235186315
122 97 284668949231456
282 287 354927906322039
57 156 820943525433639
54 65 726500449111202
133 279 166984813056928
277 140 562174110880098
102 24 659943886356412
163 132 985215849390292
184 186 727620451227399
255 55 829321173868138
235 241 611188051235526
208 85 708378733058510
195 240 638555209819457
206 203 55226184530601
268 132 753477906074090
214 247 485251560506217
70 138 159355421194847
137 224 797974010210540
135 0 985324258670045
220 287 764623736679247
210 253 653631331496044
102 67 19628014852831
33 52 356336771260549
223 185 83261568110655
7 129 26844057538700
243 174 72348961880562
27 11 450906802847311
203 15 369022099475867
6 137 656754996701032
139 246 956742224107323
264 105 937863883546209
209 107 166651709439787
280 128 622981089230115
99 3 715440676194124
116 86 549202930617701
242 146 405756876884291
240 224 101027498989129
255 271 444419912114470
237 127 715794351854562
286 141 993157231496384
11 287 133174187147766
118 1 652602887343109
278 237 505919308640083
243 6 92668634377612
133 238 463327909767369
126 281 768605379837895
113 107 205455456086552
101 190 282797929417283
142 42 217355801914997
282 78 266610108908812
148 227 307081713013429
255 143 621909845217483
41 107 525891196547408
104 168 490414082517890
115 279 919285507085723
14 274 733620274017104
116 224 697070755075784
112 86 907673427619329
94 257 980378099761310
102 86 918459764761113
280 105 115135523507567
164 167 130726311048067
95 223 646540003940284
80 205 30938891133414
156 76 407469052388084
75 215 799741779108025
55 156 558224424139169
104 64 406933374775079
61 92 685436808925602
189 262 672269755652867
58 113 556196303961335
239 20 608262436743111
182 36 393880291233083
65 258 829352736358673
58 197 55635364631962
283 32 162293655115027
254 79 387070043329679
120 130 391121128185943
247 262 673829889921121
124 170 114863205326878
76 179 347150936576188
176 31 602432937808872
96 208 168573294652406
209 132 158123399268416
3 195 966217127007472
42 66 829018309124334
36 46 364989594542736
175 276 934973985641255
152 165 31386456311566
94 179 989288930173098
236 73 130332131399496
34 134 765147160953510
41 97 757248098320848
158 122 684245717047509
92 25 670534749104765
206 194 641147101713568
6 178 541984186749018
182 61 958243678101840
150 181 110780120290585
109 31 994333436564348
243 241 499984495922524
124 170 648176990919198
5 211 285565147924263
52 115 589563919953039
11 3 722387645171799
144 135 442318579881491
80 135 218089901909270
6 179 776164692103434
179 112 746055457008080
209 194 576806046611127
57 108 913491372722398
104 235 595131412680348
94 208 474264378608422
33 213 260252235694378
12 21 241230683162640
132 208 522361293815386
138 62 560036748202582
205 130 119889373352602
254 255 86203519721243
241 217 762319842196584
229 98 355693469112554
39 223 934288524203195
26 23 160363263882752
178 92 344313015557406
136 280 111929843088792
148 230 700558924027239
93 97 824097154007628
202 95 918182577214826
2 280 331918657101171
183 57 205293704169588
81 10 632654398820305
17 108 203573958301403
176 53 266460092741368
196 87 588236173164903
110 75 561046438861166
54 35 830722829501306
5 183 75429008664878
285 242 216533930117785
78 178 36866236804939
248 52 170035460613030
53 28 927716946327120
177 47 679117691123328
68 193 295007909992035
58 203 977852430315849
46 123 668738166073437
82 104 364893430823594
154 242 968104498185144
34 182 525605900016230
287 21 90797778461933
105 222 930592059756690
100 20 513500464999783
249 177 24821261725278
268 147 305433358845082
195 83 254481818758376
139 172 963052135342552
17 33 213288977438855
2 164 339992859590458
99 197 689058808247523
214 270 679321275550057
65 40 958514724648482
245 267 136571900024868
144 153 964091767960629
198 121 269651587703876
119 124 958639537277544
