687 716
604 0 50
29 0 37
445 0 58
681 0 72
35 0 96
265 0 64
483 0 50
325 0 77
45 0 82
186 0 52
487 0 16
552 0 84
160 0 13
19 0 62
590 0 57
183 0 38
244 0 3
120 0 6
619 0 62
619 0 3
190 0 38
192 0 56
545 0 19
431 0 84
51 0 10
271 0 87
621 0 39
451 0 25
554 0 31
168 0 14
560 0 93
142 0 19
647 0 71
678 0 37
429 0 17
593 0 58
269 0 79
48 0 36
375 0 87
490 0 34
252 0 12
428 0 55
627 0 8
675 0 87
24 0 15
12 0 59
658 0 3
581 0 4
204 0 56
144 0 100
101 0 56
189 0 75
134 0 57
131 0 78
173 0 97
361 0 51
223 0 65
6 0 51
573 0 55
464 0 77
231 0 51
303 0 8
360 0 5
97 0 62
320 0 37
29 0 39
682 0 43
641 0 85
360 0 26
608 0 38
347 0 89
512 0 81
350 0 83
307 0 13
223 0 95
378 0 88
592 0 52
226 0 8
49 0 57
428 0 68
655 0 44
506 0 48
677 0 65
610 0 54
515 0 75
555 0 43
243 0 84
150 0 87
569 0 39
601 0 29
42 0 87
40 0 11
672 0 57
570 0 17
663 0 34
587 0 44
99 0 76
339 0 30
74 0 22
447 0 49
582 0 55
172 0 28
56 0 98
472 0 3
381 0 48
606 0 60
50 0 60
244 0 43
251 0 7
529 0 34
183 0 24
380 0 25
364 0 78
594 0 42
518 0 64
534 0 16
270 0 88
588 0 22
453 0 96
194 0 14
239 0 89
465 0 41
212 0 88
627 0 76
379 0 70
146 0 48
218 0 29
404 0 56
23 0 81
217 0 66
265 0 2
615 0 62
131 0 96
655 0 81
266 0 63
401 0 62
633 0 98
664 0 3
633 0 85
578 0 84
634 0 20
174 0 83
291 0 20
83 0 15
542 0 7
73 0 55
104 0 37
556 0 60
485 0 22
673 0 23
134 0 63
534 0 2
184 0 53
264 0 23
425 0 85
64 0 49
447 0 20
40 0 62
174 0 33
394 0 100
435 0 80
468 0 62
81 0 24
352 0 16
576 0 79
203 0 34
551 0 60
107 0 20
86 0 34
462 0 98
153 0 86
48 0 10
46 0 61
490 0 27
256 0 18
122 0 6
540 0 97
411 0 12
399 0 27
30 0 3
525 0 67
85 0 53
35 0 30
529 0 77
627 0 75
520 0 47
124 0 65
180 0 16
580 0 2
159 0 85
683 0 53
347 0 27
49 0 39
279 0 18
662 0 2
131 0 21
322 0 67
276 0 69
579 0 96
51 0 53
484 0 87
323 0 94
640 0 98
146 0 59
