651 734
320 326 6
348 597 14
140 629 51
507 399 22
628 452 59
296 304 52
417 558 79
147 292 62
575 513 33
423 573 68
286 462 2
52 91 46
339 517 100
204 164 30
532 65 11
101 352 51
307 408 25
606 504 46
125 167 10
18 361 96
241 552 86
462 242 5
507 23 69
287 165 63
4 20 86
143 561 61
200 581 17
458 614 83
328 50 23
440 308 64
492 277 93
400 365 95
347 615 22
325 320 80
635 448 91
485 20 88
111 388 30
545 80 11
125 481 57
14 411 29
481 93 89
425 388 74
213 633 17
96 324 88
649 319 89
442 436 74
66 52 11
644 245 69
253 126 5
552 435 62
329 126 11
529 254 54
238 94 77
513 220 83
382 270 79
102 611 4
485 25 65
177 317 2
632 592 55
92 229 96
252 648 64
589 488 90
568 634 14
387 388 99
336 445 89
432 631 17
251 330 92
189 281 76
475 609 97
561 86 65
435 64 36
368 408 76
94 567 82
64 326 75
257 256 6
555 377 53
163 473 99
359 216 16
288 225 15
517 69 100
467 167 20
567 125 66
352 38 92
371 472 15
260 579 63
351 645 56
381 389 29
3 319 63
196 385 73
459 307 70
140 624 52
611 521 7
256 625 23
42 407 97
537 565 17
529 298 38
141 574 20
435 442 20
133 37 32
361 217 82
132 207 25
23 483 45
24 57 24
337 219 9
600 487 60
70 229 45
558 489 76
118 83 40
320 578 52
108 33 90
285 157 31
37 79 11
248 316 64
526 596 55
332 402 61
573 94 78
340 600 92
202 304 70
178 355 73
240 309 65
27 209 51
540 432 90
618 404 52
165 313 69
36 298 85
64 293 53
448 640 41
454 646 19
278 217 83
629 454 51
189 587 98
467 95 53
489 611 74
126 154 7
512 281 9
511 277 2
257 531 67
437 250 61
223 105 69
88 587 31
289 603 23
427 537 51
509 433 29
601 82 19
469 612 6
48 409 43
150 102 25
630 256 20
593 88 96
362 195 69
172 250 66
590 127 10
581 64 44
438 272 59
554 607 87
163 580 64
218 614 62
59 490 99
98 17 61
157 416 14
494 13 7
457 458 45
135 443 24
323 381 10
350 331 36
270 294 41
136 105 17
295 644 12
420 599 38
424 490 61
381 17 48
608 475 12
269 344 39
389 203 34
201 191 4
620 55 66
193 245 5
629 407 95
337 361 92
246 249 16
483 213 58
28 172 89
26 576 18
213 52 3
254 280 20
2 286 60
4 241 94
567 596 93
568 198 85
499 148 18
