395 183
357 247 39
215 284 66
250 240 34
218 42 78
334 370 61
93 217 77
99 293 62
342 58 67
144 300 65
82 62 6
66 344 2
14 107 14
250 224 71
171 122 89
245 222 86
109 232 81
100 145 94
248 134 10
227 281 89
27 244 76
195 13 24
172 204 65
314 158 83
314 245 95
196 48 70
394 191 99
371 354 28
93 339 93
370 68 6
67 0 2
341 1 3
35 4 8
73 182 56
378 53 54
221 11 61
225 201 31
149 147 99
32 296 35
34 0 85
204 293 56
214 107 74
314 122 25
211 153 19
26 182 71
287 111 2
365 352 89
38 294 18
365 12 62
172 324 32
69 365 57
116 322 11
155 269 30
31 172 76
56 337 70
288 363 35
130 19 11
345 347 43
80 241 75
46 69 45
47 275 50
136 33 17
295 98 13
358 216 89
212 208 32
356 146 18
106 338 5
277 206 19
171 87 43
112 26 23
231 201 10
326 156 60
278 230 92
52 318 93
324 374 63
221 65 83
323 117 22
261 246 46
98 359 62
281 380 58
94 381 20
35 185 18
13 258 40
56 376 16
365 303 86
222 34 96
359 175 53
271 361 33
213 316 6
284 358 19
48 285 19
181 177 68
218 16 19
108 373 80
214 391 7
90 289 12
72 82 48
210 387 72
129 321 67
75 151 12
10 183 62
4 106 49
319 278 10
67 264 74
301 58 76
1 182 80
277 343 96
233 19 100
154 275 79
392 104 43
155 233 4
150 33 15
151 289 100
145 208 2
104 279 51
249 25 32
7 31 3
252 151 49
191 265 30
222 176 52
159 348 35
345 220 56
136 151 97
333 150 67
39 316 95
368 266 44
291 218 81
60 140 93
44 288 37
305 171 21
221 86 78
162 273 2
240 254 87
320 275 68
112 62 34
82 74 35
138 253 100
170 136 52
331 218 4
390 388 13
19 24 97
145 308 36
16 21 15
338 204 15
100 337 93
25 170 23
54 255 25
280 316 60
161 383 87
62 280 36
104 54 88
388 313 18
251 148 17
248 106 24
148 318 52
282 58 5
75 330 81
177 230 21
117 268 10
35 81 9
339 212 88
312 123 51
143 359 92
332 152 26
213 258 86
314 77 58
154 166 6
98 210 96
209 140 49
61 54 92
87 360 15
152 189 75
142 143 60
91 63 26
353 320 56
315 337 62
23 254 1
201 314 36
125 52 18
117 355 26
29 284 81
319 389 42
171 136 87
182 287 27
