261 161
260 154 484311421962781
225 136 222766648291943
156 50 375638616992272
92 253 181499356816983
153 181 2648190433548
167 160 822591529709570
135 120 484908970589008
5 31 613736519342599
22 27 546724542102893
147 48 2672928011443
15 227 701482116411118
150 89 287196112974113
175 93 980041173254527
102 85 13607194662920
189 24 702348931880588
208 152 911904206754706
12 180 108281699974180
93 77 767773236515847
30 194 68871134607791
37 43 840307025331526
255 214 427810531946122
200 169 482211585657937
99 136 458781485068554
129 213 624142098966946
61 244 274812685937137
99 115 420214865697394
242 140 569893360106162
213 60 512648124118896
136 15 155112593949765
150 124 380653829434443
12 82 953016439707575
147 117 734014538453523
186 32 890334258412711
71 29 200733044951428
115 257 627039533704003
92 245 357441590917536
199 145 438409882794077
65 111 621253137311969
142 16 718590235582297
20 15 568470942745433
253 70 817270183255863
42 83 358885640426868
150 104 215545538441314
238 145 501845503661413
143 142 636784055671940
195 228 465544959521822
141 0 309021463275747
98 109 124942521690737
20 249 256569354882668
167 140 257601495678530
229 32 581746473147154
183 184 7307664362007
226 67 724849362094728
177 66 353623387679077
118 115 36817643198391
222 223 159461405685387
56 162 738323555908109
130 124 4074488765608
141 173 737272469296688
109 15 521998665521934
30 125 436356600605895
58 247 991620242806146
210 240 231742380262478
33 180 204988281442522
204 113 973261941141454
207 101 61012290671119
257 129 580265565207931
21 225 836952739993339
92 185 579909904314358
98 17 440910924211515
204 16 804653566654351
114 187 148731937815829
49 190 342263206724989
16 132 353280155406048
38 8 977242446885695
145 42 566187405995487
10 227 81013498408331
241 79 538711392101319
33 90 715096566873645
53 259 830930320880383
211 99 239525674778204
5 31 81134973109592
117 248 328054534133496
91 203 159919105809678
107 116 205919517809717
236 194 966205308970130
102 100 411394172542191
144 179 658058903159099
56 61 394135496155360
241 117 477183336492702
247 91 864427410060299
67 258 347175969847232
152 187 552382825542936
143 72 575942424208615
53 0 887984734402985
37 224 357717111473430
88 7 452700627438976
77 35 945589380311566
52 3 883761617811026
221 177 554886052820346
176 221 742063944099643
32 139 243891489961792
10 204 216662931838907
91 249 925116187101525
246 84 323626815082593
245 197 296942078325213
149 135 532526487458465
128 63 676214226835123
17 23 951779638152881
101 71 425201602180653
19 229 581114090914732
124 137 734003851244771
193 81 320557873286988
151 232 836831002708880
201 32 459737479073196
148 38 556722292079531
176 139 932176722842052
179 233 173685385416569
124 106 329035621816059
24 51 713806996665494
177 133 472683576406467
75 243 176756356639117
226 51 224997755860935
32 201 360828733546605
76 18 60654683383981
32 231 536049085406506
90 101 358478382593658
206 225 424640910845003
89 202 504131851749441
256 7 777421814472171
221 188 66005023373960
209 24 925908158770285
212 223 97102192188941
136 228 142787395750414
112 140 310917334916172
170 66 755034082146197
212 104 31082399357437
37 58 734898789582051
254 75 4434050009616
212 235 138869187370914
47 259 262437836719243
143 131 90417236610432
43 223 319209216036976
227 146 983182452579954
25 24 322233686724020
225 231 300636584236771
130 19 344035412274270
121 223 955615927538589
92 256 358527674184324
120 231 170816230576844
68 189 635757305914516
118 105 627427733407417
98 27 138650465284275
28 256 797498068084783
19 30 10158358694943
85 96 415694292592925
145 44 123880002476542
146 31 67031676886250
86 252 624181667633311
54 75 497742906806684
254 28 651975690184518
