722 549
441 710 59
447 22 74
32 149 13
162 353 18
54 436 40
548 478 97
219 56 58
150 498 49
414 62 93
335 263 6
518 473 54
178 55 57
543 540 83
386 222 10
483 292 15
707 365 98
530 117 34
299 329 27
612 595 30
468 245 6
568 0 64
646 392 43
445 211 9
444 499 83
55 652 86
0 348 34
490 213 94
199 365 54
6 175 17
644 190 19
369 53 3
187 298 39
468 116 9
12 59 38
311 616 91
619 518 78
137 392 78
370 30 71
387 99 65
462 432 12
202 396 70
517 295 18
157 184 31
514 564 88
147 130 8
346 358 47
253 203 3
539 170 44
562 149 36
206 274 89
607 525 94
275 531 47
53 41 30
662 702 97
295 265 84
287 447 50
152 224 86
184 258 9
671 16 28
90 555 34
53 456 45
666 162 5
371 285 91
467 378 4
560 27 71
529 76 74
348 606 38
627 645 33
252 553 35
121 673 83
505 105 23
511 443 2
319 628 45
383 575 91
265 647 97
328 110 9
289 525 29
229 6 4
60 580 47
192 450 55
178 212 10
332 484 14
85 661 27
113 49 34
499 103 66
358 395 91
452 49 94
507 525 41
211 559 79
549 424 8
580 402 20
630 108 88
147 152 43
160 450 30
237 640 74
507 633 33
532 21 60
346 713 20
275 493 36
179 435 32
305 711 72
679 608 89
77 481 94
218 223 38
523 513 48
348 665 48
38 139 26
272 134 17
245 621 18
307 64 2
467 643 47
45 279 64
219 697 1
421 529 42
270 320 49
60 274 92
128 63 53
247 113 49
717 293 37
224 252 100
201 556 78
155 554 61
684 462 73
627 204 48
77 8 83
452 350 66
62 667 77
345 595 58
651 442 88
180 29 47
42 603 54
521 661 50
430 421 9
473 680 25
563 69 94
113 400 81
701 265 46
417 138 67
164 604 84
262 391 51
44 126 94
703 668 19
611 192 72
429 675 99
124 654 86
289 272 50
707 714 86
436 569 76
142 392 1
395 126 95
403 396 13
622 548 57
432 54 65
496 190 37
513 189 63
416 203 54
478 516 34
369 702 10
400 452 25
111 135 65
75 340 61
652 316 83
655 25 25
417 620 49
199 47 72
377 590 84
307 597 70
42 305 93
432 211 48
670 680 3
541 579 30
702 300 70
160 408 96
718 529 88
552 574 69
388 507 22
26 504 22
532 522 33
155 592 46
599 324 9
701 289 63
125 178 42
130 269 68
544 190 96
59 541 43
443 660 45
443 596 25
188 370 90
390 63 19
443 629 14
462 113 53
63 451 54
579 556 42
472 408 69
651 388 60
609 205 94
682 704 14
114 226 41
607 122 8
12 427 74
544 72 50
270 426 43
92 113 67
703 486 88
521 140 83
355 570 93
318 22 23
426 90 14
693 542 25
185 384 1
307 275 11
284 702 55
253 60 66
345 268 16
432 132 48
9 105 69
393 318 8
156 48 14
233 11 2
234 138 90
401 680 58
448 508 65
68 377 68
517 428 88
37 486 60
490 76 45
68 703 98
124 248 51
352 131 68
611 439 38
640 158 43
700 712 11
621 9 78
602 157 6
606 669 73
543 696 69
330 28 49
68 190 91
69 131 50
63 145 46
69 33 21
239 378 14
239 385 34
287 150 61
676 282 33
22 223 36
226 664 51
484 204 74
652 606 38
313 67 13
167 147 86
335 212 60
551 290 43
590 191 72
333 136 44
179 118 38
406 300 14
156 234 28
510 235 90
320 348 40
278 479 8
94 354 69
189 536 35
44 663 26
719 390 26
610 716 79
719 151 92
322 615 57
311 689 6
394 494 24
447 64 82
25 426 98
36 201 97
580 306 97
463 426 86
379 448 66
158 455 36
209 640 35
232 646 21
704 490 16
698 396 16
111 166 76
625 532 91
375 391 45
192 445 4
543 243 82
247 435 45
691 34 49
293 466 96
698 592 2
120 709 68
621 599 6
316 202 81
75 534 43
326 646 89
127 493 89
79 355 12
44 602 77
604 511 39
634 684 98
594 606 67
384 527 24
270 38 49
572 29 91
453 272 20
597 516 38
585 501 48
584 154 3
467 128 54
381 188 75
704 58 74
407 658 63
700 504 27
106 169 57
45 433 43
262 619 78
282 219 63
113 394 79
532 189 80
406 568 79
307 687 76
613 126 18
422 318 76
411 633 55
326 380 36
626 525 16
140 141 59
239 651 95
358 548 71
165 104 28
486 150 89
580 677 41
689 476 1
710 17 36
545 683 66
480 344 26
12 674 70
663 696 47
460 83 81
251 613 38
169 276 36
320 119 16
208 652 99
679 434 54
512 69 54
115 52 94
528 291 53
390 109 60
244 83 87
313 386 7
408 47 26
276 543 89
686 430 91
619 179 68
535 11 27
231 277 19
61 58 93
718 598 57
466 179 26
329 672 55
203 571 48
709 568 42
591 606 83
563 497 71
184 708 83
586 449 96
158 76 52
656 686 66
455 611 9
430 49 96
186 221 76
130 561 96
276 284 22
591 188 29
313 720 43
457 227 66
109 416 58
244 139 59
312 719 4
366 530 23
555 679 48
353 78 42
191 709 82
315 709 90
58 208 17
20 301 73
372 700 8
692 653 18
386 546 60
572 578 86
205 127 49
369 368 6
391 230 87
244 666 51
592 535 71
131 407 30
609 85 8
214 219 42
463 447 40
476 11 24
102 7 50
171 461 59
134 346 37
101 699 1
617 442 23
521 623 3
443 344 45
562 397 17
386 464 33
150 504 6
143 25 83
23 680 57
174 362 58
460 193 80
609 670 19
319 491 1
61 216 39
523 707 10
419 522 41
409 397 41
262 3 53
66 238 8
576 658 82
553 466 11
453 404 90
144 13 96
85 528 91
425 262 67
197 532 100
262 630 75
39 116 56
21 611 79
560 311 90
409 230 23
545 708 32
620 159 75
332 73 7
250 192 70
311 224 5
40 238 55
493 597 47
157 531 71
7 651 25
544 641 46
255 259 85
377 505 1
13 173 9
615 400 11
69 356 53
311 669 50
675 143 83
461 192 60
531 429 23
659 340 18
372 231 45
404 204 50
519 287 27
351 620 80
550 93 48
685 367 62
536 456 68
358 140 54
103 674 1
266 242 51
571 527 32
122 354 84
153 368 51
400 125 54
285 442 96
290 719 27
483 474 98
612 422 56
560 266 92
483 96 1
147 652 89
660 23 62
549 277 14
64 287 76
197 66 36
478 370 91
12 335 44
169 61 48
609 582 91
66 685 44
271 92 79
426 68 35
684 530 86
672 221 71
509 396 48
81 366 95
327 248 31
698 529 70
100 530 51
598 455 8
600 410 23
174 433 50
226 136 22
612 355 89
661 550 40
343 635 77
716 427 78
609 211 96
19 486 37
178 124 15
513 190 2
9 38 7
494 448 27
419 137 91
229 449 69
601 715 62
407 511 72
