10
6385 7260
1002 5467 -1153742
3526 265 1599494
4247 3428 -123314
5380 300 -394173
2123 5522 -385790
5757 997 -666540
227 5734 -813281
4590 3504 -788373
753 4872 891646
1493 1141 535425
1612 1915 -783439
560 3189 -735031
653 1921 -34850
2126 2886 -667281
6267 176 -1347839
5590 6276 -61830
1446 4490 -403677
2412 5803 -530865
797 3333 -625318
2526 3424 -346449
126 2147 -879281
5135 4035 228411
630 5138 130637
5586 4751 1469899
3756 2177 473166
446 1639 -347830
3253 557 1130699
4503 3857 770629
3435 909 -556764
5973 2865 -1493352
2074 1291 817652
538 6140 -55814
813 2745 1306871
2435 5478 516804
2279 3345 -211633
2939 2010 -866018
6169 4728 -601758
2835 5728 -1119426
1450 1276 -66113
5353 4408 36821
5595 1164 507561
6055 3688 743886
1883 4392 -886530
2663 1299 792400
6247 2176 1300343
1313 3627 626338
3455 732 384253
1075 5371 -1417458
2249 3679 1186203
4976 2194 -920054
4866 656 -888728
3076 1423 1061330
2156 2440 -185541
3232 2758 544115
2458 2728 -518965
100 3536 -1030205
2741 5469 -724055
4313 3701 303665
6109 930 -358808
6071 3424 -97986
5741 3033 62777
3549 2298 -610872
2167 6031 1090163
5685 4931 1569383
131 4151 349477
2483 1940 722283
1723 211 805200
6008 6269 379641
4438 2010 -557418
2017 1690 1749036
5536 2992 -578337
977 2319 -164530
3783 4965 198114
3837 4761 -329241
4483 1205 -1513357
5743 3962 -414630
2332 3642 -814947
87 5239 950472
3193 5021 217619
2729 1473 135615
3659 2533 124443
1627 4015 310481
589 2904 -248748
3943 36 -540391
5535 2190 -219387
2893 412 937688
1142 4305 616799
513 3204 243435
1163 4501 -413904
1307 3599 -640474
6009 710 -1672031
1153 634 290719
5291 794 471434
2232 1034 488379
5223 448 589988
2030 2992 -563196
3425 5842 562380
20 2609 -1242056
2136 5583 -586460
5402 4703 791822
4486 4971 -333722
3529 5037 1377207
5843 4531 -764047
6363 4684 545916
4835 5943 -1448221
4469 5301 -1063725
3763 1942 -570992
143 6249 1125046
2401 4726 -501166
3734 3486 995257
4078 5420 -82481
2937 3134 -861175
2501 568 49911
4646 827 -95733
4344 204 -1008740
5527 2388 -192108
2817 770 180303
5030 2675 947069
4093 1146 -67823
1991 37 -1809316
1565 4602 23389
1245 3672 1440649
5689 882 -73304
2718 2177 -185695
1057 5790 -770825
2034 1442 -128980
5065 995 -171151
3349 4301 -1115457
6340 839 -1316
4062 3411 440791
5629 3559 1545614
1954 2514 -955083
535 2054 -636379
467 5077 -650702
2329 3432 454997
3548 4 1732183
2178 4764 -616469
1616 2785 377952
1622 16 -209394
910 6075 648604
2479 4371 1453406
712 3837 746709
1893 2772 964875
3180 2714 1062571
5010 2823 -60064
5131 3393 779917
28 2641 883719
5908 1785 -1064587
4580 5612 -390595
2258 4549 -84810
5842 3934 519013
1770 1292 -78961
3481 3004 -226115
4064 60 207283
6252 6106 -321777
2512 4473 -533883
236 566 -257913
309 6367 956333
1311 1413 -623909
3866 1404 -351133
4051 3494 -1087841
1086 1916 189038
989 4136 -209693
2554 5465 -205305
5971 96 121423
1302 3818 1177563
4138 3859 -166525
4494 3610 294182
5930 2755 1004249
258 5729 92465
2810 3351 -1702343
128 905 -478963
135 4622 130298
2045 5250 510555
4522 3682 1521390
4264 6255 -69681
1547 4598 566560
4579 5849 659471
4736 2910 -265561
4225 3347 -941587
1431 744 -217560
1752 5049 1359535
758 88 -396755
2627 3879 585058
2129 3438 118082
3246 5190 538419
4801 2240 459645
1638 5122 -202019
547 2070 374001
206 4711 -969899
1222 1888 492253
2428 5152 520818
1717 4923 -898932
1808 5378 1797717
2425 2340 -676121
6286 4800 -1145353
6188 3283 392556
5153 3412 219434
2920 947 -406029
3105 2748 -1412992
5001 1829 1557637
4442 5354 -1179056
2954 530 -1051371
545 3058 -136617
4561 2578 -1374255
1262 5169 161477
5669 4779 -222740
1576 6114 1541659
646 5753 -94428
2527 4778 359091
3078 6312 -21702
4364 6065 1107807
6249 295 271133
1871 44 619781
4463 5327 -777675
3595 155 -18343
2567 5966 -240792
1211 625 -1597539
1076 615 -223801
2901 4356 -692186
4580 4727 -1504202
2773 4250 -247862
6269 2499 -655103
581 5004 -184277
3736 5612 973913
5198 1846 1062811
4933 185 -498997
3559 3855 -1580085
6146 6311 291191
4055 5854 -584191
1140 4045 -862045
306 4889 821274
352 6265 -579384
1220 5071 70604
5484 495 -276167
2206 3749 717801
5410 4756 193003
4479 4917 1311123
6127 5113 733309
3778 5436 -309256
3513 869 -55615
3981 507 -814394
2 712 274761
3688 855 -1478363
2882 2685 -731084
813 3703 1341521
3749 5792 -1055870
3980 3798 -1410290
5113 663 -209697
274 3778 774931
5817 3128 236248
2522 3657 456555
5200 5282 -1780533
147 1063 -177782
154 4141 -1588396
1869 124 -1509488
1664 100 148964
3736 751 1020912
2189 3136 -1591275
1106 3835 746595
5368 5699 1100978
782 3095 -359635
5792 5388 1331648
1580 4992 1644556
3518 1914 -319737
1669 4556 308435
947 2977 -546668
2987 181 -231388
2720 5803 132165
