4
21202 21201
4273 7119 -281686
898 9800 -918369
10561 17465 -870647
16647 20771 -1247906
11098 12084 1007822
3644 6538 -1714416
5176 12605 692991
13214 20620 -14903
694 2186 521806
3558 5313 146756
1248 1970 706986
9214 9363 -1217972
9693 20245 -1350260
16861 21009 1668083
3467 13632 19718
817 15182 105631
623 4977 -692253
5658 6069 -66367
54 201 901844
222 17226 -512381
472 1157 -966130
14579 16308 1437404
5525 15474 -1380489
883 1704 -358310
6987 14842 1021300
14963 16194 1453914
10269 15332 356142
1397 5794 -750702
4109 8209 263077
2778 7395 933284
10776 20697 899994
17940 20576 -739222
13019 18256 1057019
375 15320 1126129
532 2080 349661
11584 11693 1066017
9667 19457 386110
5213 5765 473845
1028 2282 262705
10347 12113 374209
2289 4009 -1071991
6559 19837 -330201
700 3125 1100571
2078 7064 1468857
16040 20805 799274
1560 1930 -886729
13617 14223 -521117
15909 20455 5979
10855 13970 -187502
1274 3403 809140
316 4312 -72733
14349 14524 621716
1202 10653 -230251
10017 16686 1841700
48 59 1277783
3590 6103 385266
3505 3710 -149507
8788 19743 143247
13884 17657 -569857
580 14464 -675739
7737 19602 -799583
8536 13356 -858535
13499 18616 -1013493
1208 12239 -1057638
8963 20494 57640
385 668 -936957
18142 18879 -368276
479 4863 -122615
5273 20650 -1008221
3080 12057 359524
13259 19786 308229
1411 9557 607948
1908 2383 -636440
339 481 626425
3170 3297 -1390765
289 13111 172628
514 6304 379995
41 15399 537053
588 3483 269383
5021 5130 -601917
1574 7080 -410966
1878 4557 -211132
12978 18394 -334507
1688 2200 -982901
2826 13221 -424973
6110 19916 -852963
2537 13902 253091
5341 13556 1686476
7486 17429 -459580
14036 18556 320469
1241 2218 -1854141
3754 10181 1306511
2413 16533 67225
5421 18778 -206216
1441 4943 -49669
97 230 41442
14117 15943 -457326
73 9047 1236172
18240 19284 -1121699
619 1768 -227641
6772 19511 792533
594 9181 -240097
1685 5664 -1899045
7063 14200 -39477
2293 3015 420412
10519 16387 912128
1064 1717 -734284
9592 10455 1278115
11368 16198 441954
3466 10418 1148634
5651 20347 -45188
175 7977 -1386189
1713 4643 -1411431
5388 12437 -545835
6013 6648 1183947
4884 8584 288927
8580 15194 -426674
1009 2785 -1140560
10 2098 -1047186
19897 20162 697395
8283 19039 977968
9441 11843 -1535955
68 2214 -1058378
1236 5867 -1215025
13779 15029 -63679
9139 15838 889128
541 615 1109135
1715 15511 541208
1053 4299 -297606
2561 4615 -816667
8787 17515 796570
2769 7844 41238
184 9506 61247
166 3987 -1181277
930 7303 -363302
2748 7233 1842506
3416 9447 1715949
760 6986 162853
6721 10116 -1174124
10033 18227 643561
3946 11061 304792
4684 5856 1499758
3176 14856 -19927
761 1090 1692699
566 669 738304
1108 12857 1445561
1609 17142 987554
681 15017 1332680
8344 10872 1247070
12348 16333 -476440
7210 19266 -1108899
1773 7123 980877
6991 9445 -498402
17076 18321 919806
29 1968 634833
559 2722 441494
4068 10601 344977
3124 8736 168848
14237 18201 564362
978 19798 -128241
12645 15037 -976063
2902 5247 597764
1638 17396 1770792
1314 4383 -89148
9799 12011 351064
4501 13728 1285544
7250 10220 -604050
3367 21169 -240032
225 2528 -887572
5307 6227 -93683
103 322 -617104
6203 9199 169246
6424 8210 96528
15861 17203 -425754
600 12594 -397868
1278 1296 388848
11286 13805 62805
6634 7263 -496038
2781 15205 -1547148
11920 14629 -796317
3625 4020 -135902
202 354 -562360
9799 10309 -111556
2707 6618 -447561
8538 10074 -763697
4188 6101 883562
1645 3439 203222
9898 10716 -595717
1858 2618 -992150
1229 3615 -815575
1053 1720 -597004
6477 14410 584435
700 2384 -304801
9654 12589 -679108
1471 3999 -1675389
8103 20469 -67165
4669 15993 -145570
836 10858 -29413
1096 4559 -1057502
8442 9646 -390108
13299 16238 316057
13367 17351 434523
351 1756 -1102121
11815 16468 1804456
12878 16239 -688915
2097 6242 1266314
1597 2085 1204776
8653 11406 1178968
9426 11404 -543394
3687 7439 -319405
5996 14501 -1304573
3953 17888 -893264
6683 10511 1058046
90 742 -464783
5950 9500 -575683
893 4531 22845
16274 19001 -1329801
4651 13135 -361987
5923 6555 -1449242
1242 8230 428907
772 8934 1250865
788 7812 207660
2672 16673 -1154477
9601 16984 1196796
16304 17043 285827
3419 7974 -819715
12839 16920 -308627
2763 7496 -131024
2840 4049 -681512
4626 12333 672949
3945 5733 1250701
10344 16179 -748378
372 1664 -254874
48 3356 259280
2318 11823 -293083
386 1376 310702
2099 18858 -912237
16918 17906 -49370
7535 10909 -1624948
9214 12055 -588369
1506 5773 1081735
1661 9373 -926203
8309 11543 253371
5247 5346 -58798
11917 18469 1378483
9529 13660 134788
713 8282 -310532
10963 16706 1048248
18428 19600 648102
15393 17447 -121564
8755 11673 1343885
9867 11424 -268150
3349 10008 -919818
6977 11935 -1511167
7073 17586 -472545
480 14759 305855
12026 18204 1208982
1893 4567 1225816
13437 15796 -563829
1505 8751 -684873
7556 11587 -1578554
2404 20061 -1197253
8994 12357 -700720
9865 10397 1263214
3354 4309 -543781
4092 7699 452452
8896 16861 -267194
345 10331 1223475
16927 18253 53571
15396 21078 782655
689 6415 -1107502
11768 14965 -195178
5748 6516 975901
15110 21106 -697353
8312 19582 1601589
34 245 -1188347
5332 10988 1538861
6205 18178 545842
3526 13889 -1070773
455 7684 -559077
8304 12981 757269
