9
6505 11641
5675 5604 -256548
743 4574 22216
663 356 349755
2239 6359 1079470
2020 1187 33457
3202 1220 -954456
2119 195 1051020
2292 884 -510465
5170 3998 104163
688 3478 -64167
3606 5865 345747
2948 5943 404978
5607 2769 -1434223
2258 2577 -143446
1662 6043 -1045984
204 3731 -89986
4344 2225 1237554
1667 5142 -519139
367 1682 651691
5100 2472 -523547
1605 2521 58634
4955 679 1121856
3215 5888 -280607
2789 5455 -333366
3156 1149 1273658
3608 1811 -274456
6023 2172 -1009920
2643 355 480639
5073 2949 -596000
2588 5540 804052
3860 4442 -1654059
3641 5495 143127
5818 2603 200671
567 4352 425869
2514 3141 -773849
1119 4843 143649
5863 664 -294396
5601 3622 -109194
456 3853 -964318
4667 2276 799271
4670 3414 -352814
487 4835 -568580
4832 4349 1011852
4528 261 394102
1834 2446 -452372
4199 567 268421
3930 3182 1451543
188 185 194698
853 3207 -375042
133 3432 47744
2605 5867 156980
1904 3483 1605374
4567 2428 1428791
2095 5855 -417154
1209 5552 -121737
386 5726 577623
2046 5928 910303
5248 947 -247170
4042 1826 646709
4886 1699 569302
5515 2315 1391503
5339 3304 -559409
866 3200 -733219
1985 2921 1822488
1934 3282 -503818
1785 6048 -91687
764 4334 326300
3228 2850 -1205146
3645 4142 231084
5799 3431 1187589
1578 1442 -1594522
706 2326 -367266
2895 3837 -520030
655 734 1388392
2259 226 -1572466
689 5997 4691
3949 3761 359533
3434 1100 1059480
5298 2848 1489945
3998 4126 193772
59 920 165881
2885 3778 -1683300
3771 6402 1471300
6337 5718 437489
5598 6280 -330606
4880 3317 144375
6343 4390 -1073838
5071 1904 -194474
1380 732 -267091
6122 1183 -798631
6071 483 154387
1319 3089 -372864
73 2488 -1589732
1807 5304 -228346
5505 3062 -490758
3464 2446 871079
5650 3626 -1341672
2760 5935 101517
4740 411 1026386
4162 1701 -863207
2953 1073 1146339
5540 6336 -1063543
1972 2808 -231861
4709 6039 513600
1039 6278 -481131
5296 2027 975134
490 2472 -1370131
5528 4082 394227
726 5011 1517939
2460 4734 -61390
6281 1428 1398330
6048 4933 -759157
3649 6442 1541325
3335 6360 842219
380 1820 -1229705
4981 1234 -316904
2233 6283 956839
6411 2809 -818883
3959 4158 448838
5855 3746 225637
3999 1366 968374
4419 4867 -1661497
4437 4226 191263
816 4518 12370
1413 2629 -353201
3325 2905 -1836263
3050 6434 1704058
1954 6166 -352622
6142 904 1352023
908 313 392781
4543 1238 939497
5842 3716 674138
5588 3393 613523
2084 1686 -1853707
5371 1484 -352091
1411 5935 -1035530
1550 1872 -851619
2830 5671 1074032
5063 2938 120406
1462 955 41901
2943 3237 1269759
622 4369 134432
3764 4587 1363211
2133 684 -173613
439 791 228479
2057 4108 868035
3258 1130 -265442
846 3866 678479
1012 4658 713959
3978 6188 -1081170
4137 1022 -392483
2575 4760 -54206
2622 2739 -195139
3990 3401 86468
2607 5263 236014
6443 3991 -27788
4781 5043 -84846
5054 5988 877999
2830 3905 -195495
2406 509 683315
3871 2011 -866199
3558 5502 -997775
2123 4481 -1140283
6219 1765 -571103
4665 2078 -432363
4000 5904 1611721
2691 3512 27378
4710 220 413491
593 2606 439179
3886 74 1870506
1476 994 652893
3510 5382 -70647
422 1014 1430758
924 6173 -80100
1227 5028 -443047
4403 580 687010
4731 3383 -312724
137 5834 755041
1435 3600 -1394458
2345 6467 942542
3942 3485 218742
1797 3189 1166212
1224 2264 -1206548
6314 3895 -1790637
1271 2826 -322428
2389 2209 695784
3096 2493 -331520
5350 1531 -495555
2858 4963 -1453198
1272 1217 51242
3292 289 -716041
1261 3148 -526986
2665 453 -1248638
