5
2 1
1 1 5
50 49
31 39 -1392628
1 4 649005
38 47 -483018
15 50 1300753
17 26 821027
1 7 -516277
2 29 1109766
14 17 -268798
2 3 1863566
15 16 1777535
1 2 -1146794
6 34 377769
13 15 -593839
4 18 -1732848
23 36 665651
30 31 878551
4 10 -1158526
2 32 1289980
12 33 208994
5 43 1426455
3 6 -310136
1 41 34236
5 27 667407
35 38 -160326
29 45 826490
4 5 -1325799
38 49 -600400
10 24 298749
4 14 -1130721
30 40 -885447
21 37 20669
3 13 -1273790
10 11 52244
3 12 -1453358
20 42 831553
28 35 71143
15 22 1880998
16 19 -347662
3 48 -1136566
15 28 926001
3 30 -799453
7 8 340841
13 21 75064
10 44 842467
17 20 363977
3 9 -323327
13 46 1315435
7 25 621845
22 23 -1089679
50 49
16 40 -841737
36 44 424520
35 41 -58508
25 39 274960
24 30 42560
16 49 -494286
22 34 -796128
19 33 1483468
5 35 436985
32 37 294800
13 19 -593936
21 32 113191
1 18 796792
18 48 125877
3 8 -479697
6 28 -219929
4 6 -1057002
9 13 -798532
28 42 899473
16 25 -647950
2 12 -663540
14 21 331757
4 10 -92122
3 7 -721852
9 38 -1135852
25 36 -71976
3 23 842895
1 2 1306444
2 5 -1060770
5 9 862251
12 31 315165
10 46 -439101
12 27 427291
1 3 714824
8 43 1370315
2 16 -89323
8 11 19726
12 47 -46868
34 45 558918
19 26 1468086
5 29 1091987
45 50 -1070267
4 24 -230291
11 20 193051
3 4 507138
11 22 800465
10 15 258212
7 14 235591
7 17 1065802
50 49
45 46 -1057891
3 6 371992
1 3 720933
6 18 425016
5 16 837544
14 34 -1376552
6 13 -688722
31 41 -180982
26 27 -1320450
11 12 1331550
11 15 640824
12 17 -570343
12 21 -1619943
13 38 1187447
35 45 176963
2 5 29746
28 39 -1575816
20 42 590097
16 19 -833155
4 10 1001134
1 4 -49056
21 31 1188431
6 23 233667
1 37 1656323
4 11 332955
15 35 173729
6 7 -905180
21 24 1502734
27 30 -148323
9 20 -39634
3 8 -905757
35 50 -611553
8 32 781459
20 22 -137471
12 33 -1137320
6 47 -113121
17 36 -613692
8 14 1662114
7 26 1098002
22 40 -484810
21 28 1546581
1 2 624166
38 43 -159685
3 25 -20533
23 44 69589
43 48 -910737
1 9 1105478
3 29 -971090
21 49 1158546
50 60
17 28 1303305
16 29 322011
29 6 1019591
12 33 -1395290
15 15 0
27 49 -1791913
48 6 191824
37 44 1149701
43 35 51618
50 7 548981
5 23 -341800
33 48 1386803
20 4 528572
25 29 -713202
34 5 983080
16 37 437034
37 23 262446
48 12 8487
44 44 0
23 24 -32236
18 19 57840
46 13 -1321422
40 2 94733
6 34 -1283402
35 46 415729
23 15 699154
33 42 1033124
38 28 1008633
46 9 -140994
8 34 -1025656
33 7 841439
11 31 -925822
11 16 -835661
22 32 -1204537
6 46 -170847
10 16 -1648715
13 4 890950
30 9 -278901
19 49 -1067737
32 19 1178552
41 40 579934
20 36 -86451
23 29 -377469
21 13 -669143
30 31 -1398823
1 23 624413
36 43 578148
38 43 389330
47 46 -4410
27 16 -1646873
49 10 1793755
29 26 -341266
29 33 -559036
23 40 -19835
28 49 -1467751
30 32 -1564517
25 47 139952
31 41 189872
21 25 516737
48 8 -65922
