10
23 8
21 14 -1065375
8 1 -564273
13 4 -1699127
9 22 -382102
23 22 -402656
9 10 -1444399
2 23 382709
22 21 928206
14 39
13 12 -1241259
10 11 -1816841
10 3 -404945
9 9 0
11 6 -48202
12 3 834605
13 8 -1116985
9 5 1537400
3 5 848920
5 6 -1910017
8 2 70417
3 9 -1087481
5 5 0
13 9 -1494135
3 4 -952467
1 5 447003
1 3 -2916
2 9 -447567
9 13 1494135
7 5 1205388
11 1 1414812
14 12 -158376
1 7 -758385
13 10 -1709
13 4 -1359121
11 8 701565
13 7 -1162123
6 7 704629
1 11 -1414812
13 14 -1082883
5 3 -449919
14 11 -735667
8 9 -377150
8 4 -242136
6 9 372617
8 14 34102
12 10 1239550
4 2 312553
10 9 -1492426
46 48
43 5 -690261
2 35 598404
20 5 -790729
14 34 -1052780
20 12 -1464893
12 20 1464893
17 33 -1877247
28 35 1126835
32 3 -599891
2 44 389336
11 9 -243634
11 41 309396
45 32 1443683
16 28 -1181028
5 26 200201
36 43 1102692
3 17 1086167
34 6 884429
12 29 274427
14 36 -410179
8 11 -610295
25 7 -1032751
33 33 0
28 32 1341170
43 25 -347221
7 2 175366
35 2 -598404
1 35 1185445
39 11 -584988
1 24 174060
9 8 853929
5 21 77305
42 2 -1145742
39 10 -129811
30 11 817082
11 41 309396
14 30 -788433
39 36 -1023816
8 45 -1781981
4 41 28088
18 33 -1768105
43 38 -1305370
11 17 758273
46 23 1501961
10 33 -1574151
32 30 -1089079
37 12 238675
39 10 -129811
12 9
9 5 -1017000
5 4 593822
8 11 1471379
5 4 1023382
8 12 1177953
9 9 0
9 5 -1017000
2 7 -1118097
5 8 -588579
49 14
32 12 -447839
30 14 532754
22 33 1052
25 41 519179
2 48 -1094894
29 19 -319866
32 41 15629
44 39 -872781
49 26 444735
12 40 153083
34 26 1282964
17 20 -631455
39 2 452603
20 31 1259719
4 27
1 2 333569
2 3 -503145
1 3 -169576
1 1 0
2 3 -503145
3 1 169576
2 1 -333569
3 1 169576
3 1 169576
3 4 -48851
2 3 -503145
1 2 333569
4 1 218427
3 2 503145
4 1 218427
4 2 551996
2 4 -551996
4 4 0
3 4 -48851
1 4 -218427
2 4 -551996
4 2 551996
3 3 0
1 4 -218427
3 1 169576
1 4 -218427
1 4 -218427
25 10
14 23 -34234
24 8 -1383902
3 14 488951
7 10 147038
21 25 119089
23 21 148974
19 21 -521426
4 15 750271
3 22 7142
14 24 88631
25 50
10 12 414871
16 5 -267780
21 11 -256478
11 13 -371285
19 5 13477
22 23 188962
22 24 1320741
16 11 -81833
5 7 -1129540
7 20 988254
16 17 -1186188
23 2 1601114
22 21 1814588
22 17 453755
3 4 296685
7 20 1569554
4 2 262070
24 21 493847
1 15 -360168
25 1 1424520
13 4 341181
18 5 -293980
12 15 22689
19 2 431390
10 4 1016438
17 17 0
3 8 -410969
15 14 -470192
12 24 394302
13 1 122471
8 23 -631390
1 11 248814
5 9 -414922
12 4 601567
23 15 760166
3 5 140842
2 15 -840948
23 23 0
13 21 627763
4 5 -155843
2 24 -469335
11 16 81833
15 4 578878
11 8 -737758
5 13 -185338
18 20 -435266
17 23 -264793
12 11 631671
2 9 -832835
12 8 -106087
11 7
7 7 0
4 5 -510922
6 5 34564
9 3 483630
9 5 -530729
11 4 289630
9 1 -628623
28 29
10 12 577805
24 27 -740928
18 4 1552789
25 22 1498291
9 13 -192249
23 3 -574514
9 5 434714
22 6 -1200580
10 14 -170730
15 27 -310771
18 6 583852
5 4 547093
18 28 1472408
17 19 -165731
22 5 -778736
24 1 -698309
6 4 968937
21 5 -220545
23 21 -492553
19 2 -441131
20 5 -931526
28 1 116257
3 18 -1144280
19 9 166285
13 16 -232477
8 21 918988
1 8 -1281412
25 3 858139
27 5 135354
