4
250 249
44 127 -64753
68 73 1082044
66 156 -414413
71 101 1513437
38 119 -866623
41 87 -933102
19 43 -13109
9 147 -796106
5 15 -955870
90 91 1850930
42 59 -1494262
7 35 275866
15 208 1372816
35 67 -23025
129 229 117038
10 117 -1615343
27 80 -701892
187 193 -879362
14 242 -25312
184 190 -1067495
15 74 -460188
47 250 -1648004
106 240 -508134
130 207 180647
51 176 943914
15 16 281046
64 158 1388861
3 8 1419763
34 70 325400
26 211 -830681
4 13 1077918
4 18 1231624
108 172 1527654
32 248 -1328291
2 167 751919
64 115 78279
51 53 -857849
13 62 261513
83 195 403270
118 169 138778
17 32 1495049
70 90 -1488035
6 154 1295900
8 14 414458
158 249 -1252491
12 138 122588
12 50 -16631
82 118 -468166
63 110 -446264
51 122 712725
98 226 369363
17 33 -75992
112 222 342606
145 220 -956257
74 82 1004957
10 11 -1274797
7 29 68222
9 182 599184
1 9 -422520
51 204 -440864
17 61 966633
28 51 122068
38 47 -31740
52 218 68560
242 243 -1702525
5 6 -851308
22 26 -140794
9 157 -919352
115 124 1355943
34 107 -589394
12 231 50704
183 233 -838013
93 111 -658013
25 76 -64922
74 129 602405
1 49 -552190
94 130 179079
63 170 -576562
6 19 1219110
12 150 -391999
72 133 417145
60 161 125924
13 121 290376
4 5 945485
26 28 -565182
83 134 -615462
18 79 -170949
4 10 1191293
1 40 -178047
148 209 -166697
20 23 646185
126 128 -285063
74 165 1683691
13 25 -1244998
9 247 204403
11 95 1366515
174 179 121340
180 201 -630781
42 69 -1100543
35 37 98635
103 153 -3189
7 39 699052
169 178 634097
55 84 -133107
26 58 4803
105 106 337723
71 152 100276
19 41 -235134
2 7 13594
40 46 586997
84 144 -1216541
120 203 696276
88 114 -247611
8 238 323191
243 245 905572
63 146 -221448
73 166 -29883
40 234 -896126
68 85 -330515
130 212 430135
29 71 -783874
160 162 -943346
167 174 -1398716
74 83 1382394
1 48 101926
153 186 -553109
114 197 -66022
15 54 1061814
30 77 -959577
54 135 290499
64 168 605694
4 31 803967
89 99 -1640491
5 57 496683
91 125 -372030
66 237 -468056
13 198 154375
1 17 -1378743
67 235 -262540
70 136 270992
42 100 -940546
73 81 -1782332
21 102 208995
39 145 -42440
1 126 -488171
104 246 1334475
33 206 1189969
57 60 -1468755
2 56 584564
139 181 250637
113 192 1697890
38 65 -897686
2 4 -495070
14 96 -1518743
5 38 404738
111 214 1187034
2 3 -916913
143 180 117540
19 227 -612191
66 171 -590600
190 205 824015
41 42 73871
16 34 425787
9 63 784807
108 228 1274203
22 24 -559222
116 164 368273
1 183 -498691
201 210 -483706
82 105 329618
74 123 1127305
14 21 -1197126
169 185 -218395
23 88 -35825
123 131 -1184393
52 89 1642297
4 191 488760
13 137 -1138207
35 113 -1265259
2 64 -514288
22 36 -662620
120 159 1137652
50 142 1610726
27 66 -405111
102 104 -322967
26 78 -90381
134 187 424569
159 223 -706459
57 109 -1280418
36 230 268386
84 155 -1039680
43 116 -1099553
86 108 -105189
10 75 -1168849
142 200 -15613
15 27 530490
63 139 -261041
43 213 -181849
3 98 1449587
16 151 730997
19 103 -1309135
186 239 620916
134 232 -562046
146 241 -447211
2 184 243674
8 20 -473265
1 2 -470377
19 149 -368747
62 140 -1268469
60 244 618611
25 112 -288632
65 163 810557
163 219 -1784322
21 188 -712924
10 30 -7313
39 120 -962261
121 224 -990336
120 215 926695
64 132 1273593
74 160 1687620
18 55 -337105
27 72 -165859
10 22 -277316
67 196 455391
91 199 -102963
12 45 1072346
12 93 300571
140 141 385613
21 216 905154
43 44 -454266
60 189 231118
33 143 1460648
48 86 -1104009
23 217 36130
90 92 1588513
36 97 -550685
12 221 1402111
9 173 -1042089
67 202 -402518
68 175 286547
125 194 -186410
26 52 -1240675
66 94 102296
10 68 -953361
30 225 -635181
3 12 261388
39 148 -839509
127 177 -764340
81 236 1174623
250 249
33 227 -1162292
41 119 48127
90 102 147275
14 95 1185128
169 177 279647
60 198 300864
25 146 -616541
36 62 1043099
96 147 96755
4 5 -1172553
152 157 -367241
71 115 -532256
51 83 -80284
224 225 1235492
6 8 1275142
26 117 -257355
66 127 -766903
39 68 698990
55 175 -1164623
32 144 -552112
9 18 -1118951
51 206 -624271
60 104 190574
117 162 -338932
1 30 -1646409
54 130 612932
27 59 1743445
12 19 448732
4 241 -246896
52 56 -4546
67 96 -998874
120 181 -312077
49 51 82708
12 82 -455782
113 180 526760
1 154 -1137296
28 191 252483
1 3 -745047
83 131 -513339
83 140 -721291
105 174 -288782
37 40 -741858
115 235 874928
8 33 -181151
48 73 550883
175 209 373931
15 61 17124
47 105 -890510
129 195 -830800
67 200 -764147
5 6 -207522
69 153 -9516
24 42 -407716
47 107 -610394
31 41 1162744
67 77 -1154981
2 49 31594
56 97 972553
162 188 958588
93 98 -591081
139 182 326775
158 214 -285757
159 171 472715
4 28 -647615
57 67 -225452
14 46 645576
108 118 572888
173 185 -609813
39 186 192080
116 122 1821594
163 165 793108
58 197 -46642
18 123 410261
14 64 462219
58 99 344530
204 242 563797
11 236 -165692
16 43 6326
17 65 348318
90 91 41844
10 16 -108205
55 183 -754703
114 136 1202049
39 109 1061980
29 238 1577328
27 38 683426
65 87 1182280
52 158 1095583
6 12 564620
10 132 -317011
26 35 -707927
7 145 77209
80 163 94549
40 69 1337509
118 161 -451036
114 193 -459858
196 207 597390
3 13 278032
30 47 1404851
108 231 -753177
16 21 471939
86 103 199880
16 243 107967
4 7 -1088368
33 184 -1604715
151 245 -324370
66 244 -1236841
8 213 -1678009
212 228 -201805
120 135 -207591
169 210 -1095226
28 29 -1155718
4 17 -1609090
58 226 -306534
69 75 -1306960
22 120 62743
14 74 177778
32 52 -416603
54 141 184581
11 101 -1449937
10 34 53890
26 151 -287554
13 24 282918
201 234 -1528231
53 133 -303132
69 126 -781239
30 37 884135
87 164 -1257706
36 57 1348500
121 205 -898181
126 217 -618863
20 125 194563
81 94 -331545
3 45 -296752
89 143 279226
44 250 566501
56 152 -183084
62 240 404699
71 92 15838
37 44 -716504
85 166 2883
24 121 -41802
36 79 353999
138 218 1133233
222 249 -536948
18 224 73129
64 232 -878736
63 160 782462
24 31 -1363241
43 128 210290
77 187 1236827
7 15 132431
41 208 -157424
58 156 3839
101 247 1594834
96 134 -81098
43 219 1761662
23 194 254267
23 239 -1641558
58 89 525847
4 192 -1948361
48 86 16154
59 66 53452
99 173 779071
123 142 36652
3 14 -450121
9 10 -1012469
11 32 -197882
63 71 306858
8 106 -273074
163 190 819899
50 81 962931
128 216 -48408
112 199 321346
14 25 592816
19 48 -1378917
30 36 192714
48 212 248403
50 54 -967564
19 27 -1595082
146 178 758719
38 129 215575
15 63 -698077
98 113 -1026204
66 114 -1123839
34 58 301552
71 112 253413
3 60 -226361
93 108 -1121052
108 149 -671353
82 155 -412586
14 23 899618
73 76 -116849
18 159 971123
18 116 -62230
1 2 -218421
38 137 -65971
7 39 -106801
160 201 773947
154 248 295747
8 11 -378409
48 237 1373553
10 150 122821
3 4 780016
199 223 148358
13 70 -181012
77 221 516508
14 172 -360204
29 176 585477
25 110 -952874
76 85 1205719
43 53 143143
26 50 260451
21 229 180422
40 78 686463
111 124 581029
10 22 -55648
55 88 -173376
107 179 -511838
69 84 -152268
84 211 -1336028
2 169 -107801
3 139 -869243
166 202 -816330
52 55 354587
80 148 -82200
159 230 -143316
172 222 1024960
67 80 -1393437
121 196 -953486
61 93 898299
123 168 1078498
72 138 -223557
34 233 1259537
125 167 419087
1 9 -620481
8 20 -1633403
15 204 -932783
59 220 -1123369
