6
2 1
1 1 5
14463 28234
7302 5430 1064536
4049 916 -690236
5084 4094 -1218992
3169 3550 -1183167
8963 9470 1207945
897 1429 1172000
7621 6141 -1145143
7277 8497 -224732
9111 13174 357379
7212 12338 709469
2566 13331 -1943270
6023 12165 -181412
3550 7562 143226
13763 6827 883568
3831 11064 720972
1477 6980 -1537518
1976 2153 -662117
523 3676 -647088
2250 2720 1776058
3983 10123 294639
5225 3446 -720239
13976 6143 -861356
8367 4631 -978345
3729 11802 -137411
2801 1584 -1043186
12131 14030 1586140
7807 8520 -634586
2131 5105 476239
8434 12873 -40565
10195 11589 -1238852
12299 445 1649408
5139 4411 -991301
7498 11248 218325
13398 11575 1286480
7913 3393 -946713
14000 7867 76168
5972 5323 -349789
6316 4045 -106688
4798 3248 -1311476
14438 1856 -289551
11469 4009 -1081366
2756 8612 1500208
13449 11481 173250
12297 7709 1182027
5028 1616 -811378
12431 13224 703437
3604 6713 619407
1083 4543 -865254
12235 5579 -881915
9740 13793 1148725
5428 10495 151626
400 9234 379080
7802 9399 464419
6426 5025 1341475
5073 4196 1046287
7859 4430 -1599098
1855 2645 -139227
7209 3121 -204134
13300 12490 -890786
13757 4374 601435
8755 5567 951947
2752 8409 413533
5577 8638 1597989
1266 3609 -60916
12913 3430 767213
12251 4420 1583431
4931 13867 -161615
1912 12102 -249370
2520 7430 -551383
12621 2155 1344344
5269 6253 749298
2212 3989 411808
934 1078 -542688
1135 11180 1658485
3322 5430 -67896
9991 8359 258669
8037 10721 -1095755
7816 4965 -319852
7815 5870 -854326
10328 3523 -397701
3983 2592 859534
9908 6602 -440192
7798 10186 766280
11615 1779 182689
7763 7417 1059462
3304 11282 1116616
1724 12471 -1125639
10301 5238 -96002
3067 11378 455575
2081 12651 -273087
4373 13905 -570618
1224 865 -596732
12927 4241 169024
12895 541 -1001860
13839 13206 331334
10318 9875 -498477
13065 2294 -110519
2447 6110 -1159508
7181 11554 781789
13111 12119 -793024
2010 6652 -1810756
1761 14228 1128219
10336 12091 -1027086
4812 5929 618204
8259 10756 -591231
8994 6024 -874793
12473 8574 -1471938
1375 1147 -656191
11833 2454 -191131
6596 6510 449990
8103 11095 665380
10799 1835 -1274850
5590 12441 -251005
1800 9806 -117645
1600 10100 -1491745
2974 2451 -1127269
2824 3746 -275885
12396 10729 -101577
12709 7668 -1108644
3094 3240 -1015832
14369 9463 -458851
4455 13719 99401
10171 805 1701244
4201 9256 -1022675
3485 729 -1741196
12007 3730 204936
11585 9749 -382910
8874 11386 -1173454
589 2392 440854
5532 5581 -935254
4420 2673 -1359114
2193 11325 279900
9932 2778 539235
7333 14304 344785
7916 4523 403519
13944 12165 -944886
6435 6816 -860061
8536 5251 -1610816
4419 6801 1088989
9855 12613 1275596
2198 617 -361772
8762 12901 1291100
8380 6442 702589
13171 3025 126422
6308 14236 843036
1649 11209 -493695
13591 9657 49776
7285 7189 196770
9658 2111 -1634746
8719 10648 12469
14249 5059 -131933
7359 3433 470223
4269 10199 -1327731
11165 12092 -1037540
11613 9501 683492
3954 11695 1251729
9620 3953 31586
3201 7915 -153308
1328 4067 651061
4795 11875 995182
4370 13336 -437327
5614 152 -944750
5753 9268 959095
13762 14309 -317149
13477 780 505008
12878 2885 1390358
8171 9736 -780412
4993 2192 -649428
6093 10184 402023
9581 13474 -79347
3919 865 28323
8086 1567 577998
11921 6084 1197781
5586 13850 1482703
8672 4468 -454124
10070 8030 772269
1426 1860 -894383
1916 12253 -986378
12118 7231 -934639
11808 6631 -1679259
3501 11038 -378932
1106 1193 487607
10803 9290 261615
13387 4854 295400
6067 5442 -102491
5491 8573 -267272
765 10464 858667
9272 9499 -498168
4748 366 -570662
3192 8578 -522293
2923 10645 1000413
7260 1700 28716
14298 6865 1148929
9587 9228 321779
1661 1933 977042
5669 3130 -483723
4983 827 -1265187
12251 1744 909421
7140 8408 1161600
4807 5914 6184
1524 10834 -1562092
7415 5304 -156862
7931 14337 -1212651
13387 10768 -791834
5670 13324 -808827
13523 13895 962465
3969 3245 -130573
664 3466 -642454
8274 7379 263373
1147 11272 376363
6140 12361 -258046
279 7280 101659
5162 6667 1599386
