10
6352 12115
5301 1720 -366261
5595 1541 1265689
3516 2619 -174695
1106 4417 -775760
849 2117 843049
4914 5777 1005115
5907 5600 1025163
5213 2035 51674
93 5801 -677907
2195 845 579761
5526 3808 1042410
5 86 551809
506 40 579260
6076 4268 -1728907
4363 317 332788
1544 4691 -1246727
431 1030 276568
4906 522 -1564237
862 5514 -120284
1735 1051 -1528161
3667 1407 -250162
3774 4062 806326
1680 3840 815699
3147 3525 -68571
697 2191 301201
5629 670 -269189
300 3394 350550
4355 6347 -141736
6262 80 -195488
4935 4278 490390
5369 6136 87107
1597 87 -1841799
5271 2107 57052
1987 2102 982924
1819 288 -273019
3689 3173 -493178
1193 3954 -1292430
1363 3277 -794435
5348 3190 1576648
1198 2950 145779
6178 5407 -195855
1883 579 1331937
2456 556 375556
2607 137 226760
371 2386 1335419
2065 1628 -470520
3913 6244 329679
3221 2952 -486645
1636 2881 -775895
1675 2390 -936822
1767 4912 -56753
2314 2898 440676
2905 4583 42991
1537 3569 -499944
2610 6103 -725958
4007 4076 575370
1909 909 767070
4293 1619 -623833
4304 1862 -1447158
2737 5799 -930996
6041 116 -422678
1509 3148 1762090
70 3327 308562
2440 666 553210
4991 3793 455137
2732 2865 174618
5169 5319 1239259
5156 4810 662112
3545 1434 -338611
2009 5306 9578
4023 758 545116
2383 4259 323125
748 570 -1055171
4860 3608 85725
4433 6045 869321
2337 2574 881974
227 4806 -1821565
1774 3512 -112838
5797 112 52948
6105 4044 -1384593
662 159 219839
1536 1079 741419
952 4219 1414968
3556 642 176053
5004 4846 -316831
2006 576 359094
1512 1300 285849
3423 6184 -410160
2954 3715 -40740
4236 5852 -613589
6239 5189 -189122
726 903 -686058
2863 4186 1693143
4174 1651 1062920
5544 3243 -666926
5250 2920 -56802
3592 6316 348040
5276 3897 282553
3061 5951 -492783
529 1251 -1436785
5016 1088 -1210134
2413 3065 1102100
341 5535 -1235208
5075 318 176711
3518 1098 703039
2717 1906 103138
3281 5437 -872769
2021 3928 553675
4860 3483 1290958
1064 5973 -1702690
4752 6336 -1252378
660 3699 -311824
5892 4985 859316
2805 3993 -124028
2052 1621 -585069
5257 4648 1441790
703 5161 -938065
5682 457 -311288
6338 1569 -826692
5778 3781 -1030859
1554 2958 -1232588
4978 2775 480486
172 4036 303795
4048 1385 -1541694
6121 1568 881275
6116 794 -870559
641 3959 -423833
4104 1008 1097826
4676 423 31124
4130 49 -307838
4732 4279 -289612
3293 3592 -158754
6285 1878 1396704
4977 4873 -341846
5486 5945 198373
1573 1668 1576298
3874 5522 848127
397 5615 -726987
3051 3274 299645
1072 1560 -818851
4672 855 -868595
2473 2431 -213402
1966 4835 952916
5622 3297 -39798
352 5006 -1000903
3005 3576 786045
1813 4721 -654547
5730 6070 -658212
5147 3948 -231429
4426 6156 425961
2272 1337 -1071970
424 3677 -257014
2722 559 -1642029
4041 74 219599
349 6156 -1031850
1668 1174 -8363
6180 3537 842853
3956 6039 -91754
661 405 -21288
937 2779 -299680
3497 2748 491043
5503 5644 616532
681 5802 173181
3644 4836 701739
5667 2179 -22958
2518 3178 96456
3366 184 410699
3399 4220 -744553
2520 4247 -81360
848 5199 946561
2141 6041 -792314
2245 276 1167608
3214 2921 971814
577 4246 -212702
4935 336 26992
562 2502 -467056
3354 5888 -58001
2639 5840 352571
3355 695 473473
1089 960 -348143
5681 3613 1595275
3230 5246 58260
2863 1126 321387
5345 1108 720342
5931 2300 -394939
1951 394 1395404
3439 2822 1417982
5660 2153 -622928
416 441 247860
3513 294 985962
5311 1674 -1399437
