1
100000 200000
86572 41187 -149270
71930 85868 945815
78841 48790 -335415
46112 97324 363014
59809 16692 -1517654
68160 88360 -1431217
71086 92016 1125896
65210 59707 42370
1589 53468 -1209229
93547 50554 -1579048
49018 3285 1185835
94896 28901 1015537
12371 96408 690293
31176 98616 1112162
14900 91496 -784176
23865 72888 -1148406
38343 21028 -632805
44303 9268 -284143
94901 40767 529467
62042 33799 408023
84340 62163 1149933
4147 10766 1105388
51785 36541 1111864
81817 87341 418507
47461 84348 -890552
26323 5164 -717803
35659 98135 955633
50952 89829 -141113
66608 96313 1160742
92206 95118 -231730
30352 86674 -542950
72419 93295 835290
800 92986 670032
86756 6582 -2126
27466 64498 1358293
8379 34696 18821
90452 2168 176966
47006 21033 -325759
63350 3941 833450
93907 38315 202081
12681 83443 -864476
6983 70647 698593
96334 23731 -973888
56978 48562 239202
7270 89873 -1444920
67544 5706 -1203953
76888 16687 -843235
63090 80675 -1422470
16352 44214 -2100
45876 17136 838227
57647 46947 -278433
32358 48139 -741013
95865 1681 -172194
48145 16959 -91937
83100 85764 -969848
94854 96409 1334183
64998 91135 -24053
66824 45741 -1146623
90519 50858 847899
60417 37400 -749071
9296 7907 -315478
18666 28767 -197925
52287 52973 -934451
73154 75015 1321129
87733 14475 -1759162
30217 53241 -1049530
79790 55293 609719
33686 88835 -157681
22737 43695 513433
8809 31680 -29807
1321 69947 -870871
86418 48599 -482692
64354 26652 -752208
19388 42960 1084409
31745 81923 564653
98185 55913 -1091578
13054 66131 860056
26469 65630 797535
4671 25990 -346283
19327 75871 777678
66478 32916 556333
37214 81510 349656
4061 53107 -139307
81992 1328 -191378
87040 70131 -631015
53169 12588 709900
1592 67308 -615666
68387 45577 37372
26005 24527 -798315
43787 74078 -90223
64104 94414 181890
23944 83931 -1081998
91032 70762 886896
42338 82669 -372865
47232 88922 -736691
31601 86037 250325
66615 26355 -1311761
95600 80741 1448766
36145 83029 322700
89303 30405 163322
68855 96565 818139
8914 18597 -25194
85155 32262 -1101603
84969 39862 -254712
9202 29150 396493
55708 7259 -1836215
46313 20928 -505228
10411 68403 121230
4430 70397 622003
49359 27983 56875
20516 62554 -311988
6637 10912 -749496
43260 61817 -472572
32023 26578 -192927
86449 31645 508514
47550 59719 1483817
42426 17451 -1765238
63147 27354 -197563
23906 60218 -1035060
46314 27004 688320
52526 34971 -868000
78627 18311 843906
38506 27015 1317423
35028 62165 -15065
59059 38422 566686
9780 58026 -1043912
57428 16042 1368204
83827 50236 -172502
43664 4959 585675
86323 88096 -1553514
48576 85383 -1357404
98803 95362 -762658
86858 19147 -119224
9680 31736 -648464
60145 27356 -746299
93881 88927 344184
19086 11438 1205644
59095 58752 -1303460
95667 21088 1863726
91843 21331 1375043
38138 83406 -323570
81671 63206 -174031
90851 74208 -1069141
75774 93338 1656532
61993 92690 82592
28897 71559 158076
85461 42415 860759
80258 11267 431920
63628 90219 -107657
48989 51250 -71517
75318 89130 196149
71265 91501 -137111
48003 57789 -256616
43344 37671 -60822
27950 35499 -292853
25885 95684 529314
77553 17049 294379
50181 87210 1282299
15323 68202 -100075
49456 27086 -1450366
64194 1928 -162881
64977 13071 -1322436
88044 11124 -702836
67574 18805 -104570
66824 62730 -208576
52492 19215 -280268
44282 82544 -102928
82274 71482 -815732
17514 30443 1486395
59779 90136 -1080839
13782 38523 -1135495
40049 78892 80679
95885 34582 -506535
84476 77791 607531
11543 36132 371385
46779 38419 1053605
30503 20854 96366
13449 12144 1002319
64618 15642 250048
8693 46145 860016
24825 32367 -1930837
67476 17249 149337
39524 94548 858515
45546 94536 65274
33562 68600 -44411
46714 35710 242995
80514 56051 -349106
86535 54131 1442620
41745 55014 -59598
15385 84995 -7316
1688 13142 47458
79184 68392 -618189
84104 22613 672911
80302 46361 248645
501 79822 11709
83496 23871 -412532
28815 46192 377853
46588 21990 -507989
13211 2201 614520
27330 54389 624944
97999 60915 -351349
46131 31038 -64223
10562 96000 -336053
52192 84173 1151127
3840 65525 -950821
90639 82756 606636
66884 41104 -11258
69655 17613 -718751
14312 40429 -599562
93719 71156 -861257
87084 6138 -1328997
75027 47965 -1321800
39748 91477 -757244
59728 18303 -1204985
35934 10149 -1469315
8131 81657 -198039
25533 95202 1245531
50447 7902 -408189
34786 4795 -276574
80703 23980 421597
70604 42570 517382
40211 96461 -361803
83230 41671 -938445
36142 67520 177588
68113 78282 1691490
49675 44523 1395956
48831 12493 1407109
39048 81575 -828213
10617 53732 -957023
46796 36649 -1203339
11405 11065 121630
23929 9403 610009
30032 61273 -42121
60065 695 1422187
9143 73697 406554
81304 17057 -927830
74297 24299 1148619
45684 94215 -1142578
3400 72898 97802
9204 76045 -199524
72333 37369 -447836
39848 8390 781887
23929 25084 690109
32467 4437 -831319
71230 19729 138426
89913 29169 1826327
83939 79427 901195
49552 76402 35952
80778 48040 603581
43015 15274 -597178
93228 2825 -1225928
41415 424 -510801
11552 70020 280065
65709 8527 -735516
21847 26786 -1359662
69214 42312 36128
11811 29328 -841844
7479 4305 793033
76789 60735 969315
59261 85968 -770909
6611 19172 -579399
52897 94650 -522526
2004 64239 134033
13949 96732 948226
83515 19893 81076
16677 62421 1098494
70601 22361 -255444
31367 56097 -959097
9619 41516 -230850
45173 52270 -1035637
39034 38738 -778166
99797 5713 -1286002
85571 77721 1419036
17011 21599 -359511
68214 43664 -255125
68951 45805 748487
41953 23393 1255286
38895 57796 507415
78714 33230 -413070
74515 5875 685195
37913 49178 -52935
32041 32767 -915156
88610 49752 -530280
90170 10472 -1217072
79918 37629 -417585
86814 42297 -466752
25541 74875 809755
67655 55840 -758881
18261 62957 -1571826
93424 30378 592561
15609 70431 525684
13940 98013 314101
68348 89946 1064346
17970 59424 -764104
88602 58250 852283
65913 96250 -161605
73609 29926 1409880
44866 70650 -419415
86076 61875 -473522
56157 58748 -395751
83324 7239 57514
39957 34448 174445
40557 3968 -714231
62908 75312 410533
94462 93022 -1038196
65048 90786 -1318850
94259 16696 -102331
25931 84886 -289680
31190 57507 756865
48099 6910 -1410314
13932 48508 127052
78913 36879 18858
22785 96498 20036
93583 64700 -1147445
86620 88605 235495
44439 49524 1412596
8578 51453 -1072945
13340 40997 -330670
60031 94332 199276
99575 79652 -772007
72243 51942 1045467
33193 62040 -210958
91846 86249 -861616
639 39463 754583
93378 53074 -1749250
31713 86816 -1390599
74686 2413 -983557
71514 24967 -959567
81247 96858 -883999
22898 48208 -567141
48166 97112 120837
51826 72501 -6085
18885 77671 100162
24703 24974 -92834
71174 433 -608074
5896 12350 -570944
49072 12851 1235306
9935 80292 118571
56236 22437 1002800
11046 29457 473514
29280 84690 256852
64480 71587 1191253
65630 82139 513163
7467 10026 46353
23067 16465 724608
53841 27359 1108472
13722 97173 415155
48810 93556 209446
48246 89137 -1629971
43092 50383 -137060
85505 28444 -432434
12309 69726 -438700
39171 65301 -268278
30233 50626 613304
10177 29421 1248759
59792 47876 -1451954
83707 35930 891835
3416 99856 940920
19834 41630 -1361187
78210 59015 -730023
35632 60763 1530885
60177 25828 636493
39705 99734 1613826
47277 39973 -9062
91196 30684 -910957
91732 94151 -1570214
3353 12923 590375
83769 11848 -400024
31461 95388 -59779
48723 28326 -99013
30293 73680 1476206
58578 93568 -887248
25583 76441 710344
59590 72506 272613
88912 49665 1054910
45696 72849 -31866
55106 99774 648251
14835 89030 -982653
47127 48384 -704524
35229 91989 -52179
95572 81367 -900794
6548 94910 -135667
66934 84921 -487908
15580 67096 -1307246
57810 70184 -109227
34671 40452 184390
25469 38327 -707440
87462 22056 -594419
23776 60885 -957352
30500 44738 688252
98103 25202 231589
26064 91051 901974
99897 59523 1029223
75331 31922 116845
69446 88080 836405
52625 72700 377997
89751 65022 520828
73835 60011 -291109
52259 71298 615879
95796 15352 351763
15356 63972 1799768
21834 92143 -1062124
26231 68550 69572
65906 95387 -1193453
58188 25740 -293057
16922 79235 729330
18489 84168 224635
37919 68906 -677871
87444 34803 -1021459
74308 13267 -440096
40115 7031 -948782
20999 54068 -239575
47770 35666 -1573124
41472 55035 -524005
53450 2567 -341066
78957 55143 -1288119
69538 23074 1099988
84682 16892 -486913
97165 312 50361
6846 30294 -38846
44505 54371 532697
61526 94815 1898993
22543 22548 127974
59976 95492 38789
41027 73256 -1063978
15204 25864 508316
93071 53764 492973
79154 75223 1184397
53376 56810 -715831
57641 327 -381545
76578 91258 191983
16292 60586 -1473812
99465 46976 695036
36308 8661 424225
26010 67978 -853683
