10
6839 10385
5691 3187 709320
79 5983 -277501
5513 3876 -592465
2532 4224 -492212
624 3233 847495
5521 3558 169331
5967 6272 666876
2200 1222 -219790
685 6141 165024
1257 973 1030828
2018 4687 268133
570 6501 1412519
1908 3811 52365
4624 4839 -397354
884 6189 -39368
488 2001 -300071
2007 877 84995
1810 2611 97939
1295 3006 -360473
3307 1027 1029768
1137 355 -1565240
2870 2955 294959
5183 4188 -1308299
1843 6068 -534721
3086 3405 -1626022
3607 4280 -327062
2164 1337 -1640864
4464 3624 -697048
5178 6715 -318326
6148 6143 -1326037
1208 5500 -1828927
33 2992 63866
1759 2416 771609
1981 4961 1634861
720 514 12054
72 6270 -391512
2154 4404 161332
4723 3253 -961401
1219 2151 -164339
6748 2247 -1475597
6546 5716 -993227
799 5927 -1244093
4546 5434 153041
3720 6567 385164
3777 4489 821907
890 615 21553
1868 1700 -474270
5544 5070 407754
3740 5798 1552398
3766 1226 -1617670
6686 1503 376694
4531 6489 -1400046
3074 4076 -147054
1045 3292 38718
3912 707 -827543
5991 2629 -760298
2068 933 -1359349
1750 1253 -404449
2796 1489 616272
1673 1093 997903
3253 4832 899459
366 3596 -88516
2005 541 -11446
6735 5731 700667
6159 5063 1088980
3863 2910 455684
6019 690 1316532
2990 3454 891018
6435 930 -316123
500 2682 -825829
5690 3065 928594
5518 3822 -148347
1455 4700 -582732
776 5319 1084800
3137 2608 1206971
4596 1175 -232698
3319 151 -126274
6019 969 130958
2517 2290 102373
5037 1146 1250304
5487 3343 675654
3226 3811 1415363
766 6770 -1416803
1554 49 776315
4749 6804 -143662
2349 1936 -146692
1653 3331 -43307
5524 5553 -16477
3880 6425 1174491
5301 2018 358284
4534 3887 246325
6221 3958 166715
444 1534 1389532
5358 1971 517070
5789 3707 -701790
6515 6174 -670412
1568 628 -594469
2658 474 384362
6047 5387 1712326
5678 2830 878968
520 451 883284
2268 1127 -549538
1654 2820 818999
4859 1869 1603578
3513 2082 -248375
2548 3084 28765
2947 582 -338373
5009 5941 -1535088
3771 1857 -189596
3196 574 -612922
2032 6571 -1025598
3631 3173 -702908
3861 978 -619001
4285 3738 -562165
4742 2519 261363
5370 2850 -1022985
5245 6074 799057
5077 4338 -1049084
2300 2833 -408579
4755 3234 193226
5451 5630 551115
4650 4150 577219
3335 5369 -160454
2810 4998 -624589
3741 3995 -772660
4452 6232 840755
1112 906 1855999
6248 6726 -678330
292 5489 -1069373
5075 1118 410702
6124 2188 -586702
6178 6561 -307598
6262 277 -1104286
2599 102 -832987
5283 5663 302976
5068 5106 -888094
1545 6694 -320360
345 6457 -1090784
2492 3568 528908
3791 6445 263251
5909 2728 -394152
61 1773 1411443
4542 5917 -1560925
2098 2166 303190
1109 3816 949212
3227 6806 -766636
1199 4423 452305
4567 2601 277869
654 5041 155565
1643 4404 -1471047
5990 4436 1044567
61 2385 1567092
4864 6580 -155724
1506 3139 -1108505
5202 5247 -444583
1984 1882 -591711
4719 5672 -913875
3954 699 179764
6456 6284 316482
1950 5572 -128953
549 4181 816166
6819 4433 727208
3751 4107 -1386435
6128 183 -1295339
6822 4585 453193
4703 5529 57883
2310 6782 1515988
5090 779 -500338
5922 134 -712178
3567 4810 -1457097
4233 2039 80594
5735 6027 1153217
4899 2909 1195832
731 4726 580692
2100 4489 896320
6803 2924 -405441
2648 504 151955
986 5795 211145
66 126 -670134
3795 5780 -1213026
3659 4860 256615
5107 1349 542382
2999 4426 867650
1953 1936 -920512
1802 5095 -677152
2621 6400 -1501800
3636 475 189008
4555 3374 655569
2071 3015 282391
763 795 197607
3200 1136 -382295
6742 4348 -841439
6132 6195 -1646363
989 4316 590442
891 5115 1360563
3467 6400 -1241337
2921 3158 -945354
2266 1510 -1706660
6649 3468 302837
6403 163 -1384591
2698 2897 198287
5522 2 255031
5525 43 -1034819
3851 5862 -384430
3403 1812 600580
2271 1521 -184244
6129 1259 -642667
4217 334 489210
376 5475 -1099564
5525 5632 -740327
3168 3994 -863112
2685 6351 -1165484
6415 1880 -157607
659 628 572280
6439 768 1129150
1930 5446 934131
2664 4039 437763
6338 6426 923727
1853 3647 211347
160 619 212256
2090 4009 1303110
132 5633 -161519
5354 4753 346626
5573 1149 -1273076
2489 302 275282
4019 5094 -901652
495 3528 157322
5306 40 -52793
3972 919 -737912
591 2659 998317
5952 5436 1173731
2034 29 -1232797
848 968 -563814
6520 4688 568949
1311 5722 -915777
2684 2540 922008
3882 4280 -247061
5706 825 -1567462
4707 186 -1208131
2483 170 858368
4808 4080 -1094267
2539 4827 688624
4728 142 440655
5749 1133 728511
706 3849 264879
2773 6344 -142090
2154 697 1499420
1152 882 -1032625
3148 2476 -369063
4643 4066 -41766
2134 3107 -1168804
5741 6287 6520
4725 2188 326560
2361 1050 -769186
2667 1332 1215372
2569 385 1036590
5796 3492 1177800
2550 5884 110349
4775 317 731001
1626 4328 -1213915
6106 4339 362674
5524 4901 190060
78 3940 578101
5575 3081 -1098644
5644 2004 -1264432
2586 837 850375
1752 194 27251
621 986 -1261666
6134 3992 1307929
1368 2632 -366040
4 4092 807654
285 617 -365975
60 1392 -1374133
2220 5772 830459
2191 6016 -434423
2331 3223 -1205330
3716 2509 -1170
5974 2337 1464
5042 2241 -565781
1015 5961 1419097
3356 4439 1342026
3088 5012 -1099227
5433 6116 557306
2261 1545 -709697
6411 1902 -365177
4611 6316 -1306910
6547 2944 -1399008
3361 6566 -496237
1085 5705 398897
4738 6353 111256
3383 3443 1111742
5611 2182 974088
1274 4917 -187141
6332 6476 -656943
4869 1691 -938439
353 2151 -542360
5063 3267 -29767
1216 6374 -672368
5281 1730 -1502475
3951 1731 -657778
5194 3162 199587
5668 3402 -423381
244 2418 761387
1918 1645 176197
6772 4429 575029
6290 4182 -9097
3262 5778 -545764
6187 5865 351459
6321 4904 873757
2486 4299 1212594
6218 1758 652413
3657 432 706301
1052 3794 35855
3144 31 685841
328 6775 -652177
5121 6684 499020
2458 3789 -128858
6484 5724 -981794
2831 2929 -950543
2456 4849 683243
273 5683 -1181501
5203 4567 112422
3437 2997 -1568656
4371 272 -393685
38 2580 1618416
4793 6203 135847
3443 2248 -1365290
6682 3775 1270139
6835 5499 796239
2832 5839 -195981
3879 2484 -334490
6594 3078 -1052409
1816 3207 -3522
6076 4133 -1129170
1993 3738 -925398
3400 5358 -25339
5852 5 171357
6171 6342 1314049
4498 3722 -1614689
4189 3203 476230
740 2221 -1130164
6531 5709 958648
6033 1740 321137
1924 6533 -56405
1839 952 1135674
5353 912 472902
2204 4883 -381518
4691 6784 -1523170
74 4685 -103018
2896 2829 -329312
2572 5930 333401
6592 2084 599157
2341 666 -359607
959 1851 -246377
4434 2464 -169801
1003 4841 150810
5414 5299 -66856
5303 1751 -1294952
3124 6418 579634
1826 5578 -1194911
4849 4766 -978874
1915 6462 45078
98 4308 -393053
1021 1388 1062206
6260 6263 196529
3153 6817 -964711
2033 3739 -1364208
4391 832 -981934
6572 5678 85494
1422 3949 -97178
1360 1085 -1101319
698 5524 99177
2401 4201 -208348
1416 819 -317444
5915 3879 288458
2252 4491 418080
3906 3382 1644174
2865 4741 100
3 6455 -1052743
932 4785 1239690
1102 2536 -126143
6137 3084 -336934
182 1754 -1044978
4828 956 354096
5849 2613 74089
6274 3267 1522780
742 4756 -923077
3615 2805 -1225073
792 730 -370867
5812 4678 140712
5188 1981 -1855662
3079 6164 98347
5568 4743 -1477987
4818 4718 -1735641
836 3781 -930982
3246 6634 -1257520
3494 6375 1387332
6566 1529 1079985
2058 1082 1258511
4378 5204 -148260
832 6436 733441
4598 6741 -723051
6535 395 -1708515
2560 5479 -512303
157 6605 1371750
2370 5036 530498
6374 3206 -183826
1803 4208 -61522
3432 2705 -223870
7 1782 1216855
5457 689 1143807
2360 3301 -85903
2159 247 831865
836 6134 -1188911
4214 5673 424088
6286 4033 -661818
3735 795 -666542
6780 5609 -1219305
2496 2745 189024
2146 2598 -1231479
4559 1770 -532217
4290 5921 1854284
1008 6403 552625
1676 601 -138740
1322 2041 -538252
578 3989 -966552
2531 1175 1010827
6034 2837 1087691
398 4489 43851
3496 3254 -1065268
1151 5096 467609
2345 4920 -796501
4590 5678 -188196
2183 6372 690433
2638 4870 98585
5071 2156 27376
5380 5515 -529457
3754 4212 1253970
1098 6086 -455873
6663 1379 -1531068
4256 2704 -460952
5296 4961 1376844
5239 2492 46519
6019 2877 451800
409 1829 394427
3489 4189 460355
3262 6494 -1056981
1122 3409 1330750
627 2860 1527458
5372 2074 1573353
1697 3561 1450015
3324 5283 -644773
2835 6068 -963000
4695 6348 -260838
6799 6166 -320856
2070 1275 1078645
4935 162 1138106
4040 872 -74717
5718 3053 -922040
2317 6284 736296
5364 3219 212049
1443 3817 781527
4520 1670 -694259
4004 5174 -1319023
5865 4217 -424624
5052 5235 275790
3200 1116 -1254146
3345 1017 142433
261 2921 -364765
3792 5091 314837
2134 2701 -31639
3281 2186 -1246770
1398 112 1128249
6556 3466 -661669
1884 6559 269531
1511 5756 -69082
2427 816 1179087
219 5109 222129
2059 2235 1570175
5583 3937 -884585
5749 3809 1007043
3835 5749 -1169547
1474 459 -1083022
3814 2698 274631
1704 2977 -1169452
5599 3242 230633
906 6538 -1242674
824 6433 507143
1618 4904 750060
6331 2691 498610
2004 2116 1572714
5657 2535 -537894
562 6491 176883
6301 1490 780939
373 286 951795
4192 1568 621086
1103 2698 -851647
1710 3665 844326
916 2493 621147
4323 3195 465047
6542 4982 771669
3260 3389 1588492
6544 5567 -109883
5997 507 -7854
3558 876 245706
6109 5705 -406807
1468 6034 129067
4829 6629 -73757
3750 4229 618306
4680 6601 -504522
2193 817 1320724
3135 2810 -490058
6302 4859 -534595
3791 1825 -191489
6730 2546 -46973
3087 3707 71855
1813 406 -1081607
30 1529 355148
3698 3072 -216238
3160 4208 -1456258
6141 6088 -1261834
100 2634 279990
4743 2840 152449
6064 474 13061
5394 2684 -677992
5795 1250 1360799
1239 2398 -1845572
4777 6411 1124004
6497 4996 469893
5674 3437 1292138
4048 1788 197935
6146 2139 -708932
836 3076 -1157186
6206 1631 -87139
821 3955 -579862
4141 4825 -1035508
3011 6628 -63875
1662 3135 396840
6686 6076 703365
6237 6082 -1193760
1352 3718 -406747
2635 3741 191044
5862 2439 177840
545 6319 50736
3466 215 -275281
6416 3776 38258
1166 4906 170320
3412 6702 1407131
1828 5991 1663925
4290 6194 1717278
3771 4065 -887514
6200 1816 -453352
2520 5262 794079
2410 1900 -213304
1677 806 -744710
4160 4452 -695468
896 2167 -967615
3942 2826 114015
6606 3860 1489401
69 6325 -570598
2482 4153 -1368093
4480 5605 -46048
4133 6776 760386
2476 6089 -954166
1674 2221 -1167560
2699 1490 1547020
5902 3644 -76292
635 2743 -170764
4512 439 60978
6501 1109 -673425
436 5007 -74267
6108 6770 -1393390
5354 3147 -227416
4966 4796 -1672346
3213 2091 1257651
4690 675 -797581
3936 3497 971263
6403 5576 -1163835
6292 1493 1648585
6439 1380 1560345
3585 5187 -897230
5113 3271 348018
2979 5624 -792286
6005 2578 181176
3723 102 -1149741
1630 869 1646501
6721 2011 -160492
1379 5220 146551
5924 3666 829404
3327 2321 -33134
4933 1726 -1722714
5674 2234 173863
3366 1725 714407
2243 6134 -1363656
475 5318 -883538
3924 1912 -972033
6829 5065 -969335
2601 3218 125159
3117 2046 943038
4406 5829 -256001
3381 2519 108611
741 930 348507
5513 414 -1193427
763 6253 334266
3612 2125 -422696
3412 1350 258912
6253 2382 -148238
5382 2363 -248055
3472 832 -847724
4115 5038 783512
2537 2122 340554
1569 5758 474420
4026 2250 661727
6714 1300 -35910
5770 300 -811585
5104 3743 -1297516
3859 5483 -783770
6405 2793 -161380
1166 4489 214674
6768 6626 468672
3958 2312 118598
2032 3303 -581409
3509 4693 95131
6526 3388 1014226
3409 1773 -254054
3980 5724 -884237
4185 5164 101700
5279 2944 -503727
5184 1579 -200456
6285 6183 -889897
1875 3583 -1501012
1240 6288 503601
2938 6718 -1095293
3810 3776 -134403
866 3935 1219195
5320 4038 -844012
659 493 827366
3163 1970 1295491
1787 1128 -449974
1286 6638 -210577
3183 4362 -153864
470 6281 781357
4618 4387 -648467
341 2095 -860096
4564 3622 1487907
3618 6131 -380605
4026 3509 530476
5218 2773 -927660
615 2430 95458
3916 203 -276270
4197 5777 -1027862
1777 3587 -155183
3023 2743 -700730
627 2418 719018
5553 3695 1127238
4615 4511 897923
5188 2958 -1695110
499 2977 138152
4853 774 243980
1249 5052 1001916
516 1058 -980305
1210 5722 -1327761
6489 2179 1408203
3769 1484 127783
2301 982 -85005
6523 2525 316307
3729 6299 479844
592 2078 -211656
5202 4747 -331986
960 1042 -563944
5062 2011 1383139
265 1066 441241
792 2994 -230769
413 387 -24428
4605 5971 1435830
149 1714 103545
1 1549 -123732
6179 5078 -652337
511 6042 -399237
6638 2063 64536
6101 569 1260482
1151 481 134983
3086 647 -782121
1613 723 -723436
2581 114 -1224274
4246 1236 549964
1902 4643 -1234868
6622 741 114205
2746 6185 680327
5931 895 286871
6264 1359 1011519
588 1225 -230118
4470 788 768140
4813 2345 162176
3728 3781 -761603
1285 2319 -532851
3190 6402 -62295
4413 2687 107828
1733 1178 -1435943
99 6424 -595162
1209 5418 -382123
2244 3000 -1592492
4059 2129 -728085
402 6584 578480
5093 287 -1137713
575 428 333903
1935 4954 591090
4119 4928 47149
3858 2712 971760
6512 5364 -421987
539 2258 887512
6678 609 -328041
2724 3802 -321922
3510 3312 971772
907 649 -702118
5400 1043 -861200
2497 4356 92507
6448 5992 193783
5751 2687 539976
4544 3194 1456225
5981 6801 1652034
787 2855 1057913
5203 4406 432883
4470 6155 991241
6604 4310 -112278
5649 989 -483696
2276 25 -570853
830 3395 1094747
5809 3051 -1344821
5332 1976 526489
3902 449 -380596
1515 3123 154048
373 5206 161118
6008 4849 -244001
6620 3934 186228
1617 193 -934341
4521 5901 148235
1414 4084 -1051182
1856 3140 151259
103 4070 1383293
3105 916 -745940
6098 959 -729818
5044 6065 -512030
3315 3633 412024
6329 204 -867264
1272 2621 1562588
3361 3242 666922
5621 3065 1214892
5675 6403 949856
5007 168 1516563
2401 2705 -1478037
4389 4675 -839097
2332 5831 1264327
4795 6237 839486
1777 994 -505121
6074 2680 -1076647
5896 1484 -696592
1339 1515 939730
117 4427 -158224
5109 5634 859017
5382 4490 -895088
5379 6063 -349612
965 2781 1530375
3754 4367 1587485
4629 2624 569174
1415 935 375994
713 4395 -662639
6083 5649 -524395
4109 2342 1316534
2598 2245 998473
779 1700 -722725
1086 2257 53164
863 3942 -434699
2764 5409 302641
6303 1316 251575
5304 5912 -838172
4753 624 -955638
4108 5832 -1367427
168 5156 -131571
5146 6472 544531
6631 6442 229588
5826 4854 -590699
868 4319 569386
3761 226 -198469
318 1442 -354066
6281 903 -426773
3645 1759 -1384149
3900 5095 -607588
4524 5084 1041017
4738 4012 -1146093
1041 6837 968363
5630 1096 -637045
1768 6193 -422097
6442 5753 -1235631
3369 6692 1018503
1615 902 -307686
2395 728 115840
722 6151 1428404
4263 2020 863400
3583 2821 434206
4303 4811 258529
2936 4283 39545
583 272 -566472
3968 2231 457068
2562 4440 1351400
3302 669 -1025287
516 5053 -986006
6825 6775 -231077
572 719 -1022633
3222 22 -1001730
530 1678 1349562
1866 6461 -1113816
6117 359 210419
5239 656 222134
2500 1890 177219
611 1542 809971
2508 5136 -1410708
4221 5108 1633748
5009 3695 -93162
1771 1776 -952735
860 4084 -1011676
1318 809 1126788
5036 960 -1303976
1208 86 -536346
2818 1524 1151898
3355 6427 -232946
4344 856 214045
5327 2042 421390
2896 5608 406261
5730 1711 376635
75 5518 380219
6167 664 328387
6232 6110 -471071
2834 5111 61074
4266 824 -1950738
2265 2814 -298149
2694 4778 -124017
5353 3747 1573925
6027 4514 -1028367
4696 488 559920
1427 4365 1067852
5100 5778 -787115
3537 4173 612467
4519 5875 30771
6655 4406 1688495
427 5209 -440286
4832 3314 -440296
2698 3301 722039
1473 1702 217304
4693 6807 692750
2000 4368 -164323
4359 123 510037
2096 2130 414295
1179 6747 726996
3900 5275 -1163117
1625 4346 -1290191
1151 1558 746790
6033 137 34209
5999 1253 -1392240
6209 2043 -85939
4282 285 232457
4221 4696 245207
3228 4144 750823
4611 2020 -222517
4094 3759 -1165901
5796 1901 1671537
4233 3696 -67477
2503 5123 -187297
5110 4729 -1062662
6250 4759 -969057
516 1181 -911752
729 4269 -206102
5315 535 602575
2054 868 232697
6753 6125 629535
3088 5823 9185
850 6513 -1428725
1906 1124 84949
933 1857 710070
5880 1212 62259
2116 6439 -1521716
6516 4875 618156
4429 1693 -691889
1839 4933 1070676
2227 1904 1192884
2850 710 -489271
4765 3049 -27921
692 583 1199159
6263 4441 131287
3638 528 -1082504
639 5805 -1346242
5945 5500 76339
642 6496 9837
5841 4484 -281473
5884 430 -873041
5813 3615 -485293
3283 34 -612410
1788 3723 -235620
1065 5858 347831
6626 3247 738291
1881 1953 1423598
796 1772 -1356459
6498 52 -33991
6034 557 -16750
655 1906 433581
3879 5494 -1677889
6570 2551 -1208422
4822 3390 -396876
3042 4717 -777371
2334 5543 -333446
2852 3199 -523634
12 3839 -363916
5363 1890 -1077929
1809 1242 225770
3465 5451 -1457876
4567 3490 32156
3095 6359 178284
3738 3880 -205264
1482 5460 -51335
1757 1970 266116
6751 792 -605408
947 6537 -540519
6029 5449 925523
1605 2508 1434911
3842 1685 1105200
2565 6458 1587591
2362 3479 1264495
2317 5428 -238306
4437 2683 -637672
5345 3446 605326
3802 57 1679513
2471 1677 -341224
5799 1751 -1725133
1655 4414 -820521
455 3323 188936
5402 5869 -1533101
2309 2822 1494666
4180 3008 -1357131
2553 231 540883
3917 6726 -296410
3211 6645 -456446
6670 3782 1712363
5084 1365 -1524027
653 2555 144785
6170 631 137582
2454 5120 -700809
5686 6485 -440400
138 3172 875180
6492 2550 1528011
1011 5549 1125058
6750 2073 988392
1141 2109 304685
2788 4203 107471
5782 6382 456474
1529 1538 -389543
1921 2743 669647
5365 1512 -219882
1789 3441 472261
1616 930 -729337
1796 6408 1456153
4866 3398 -35676
2422 1769 1099592
471 2562 -1516208
4081 6620 6700
5593 2289 1640587
522 6372 1206549
2511 5373 -316303
5383 3583 -1702772
3324 4905 -1361951
3124 5985 224488
5864 5184 1614021
4813 4379 794374
5569 4071 490290
4646 1538 418974
2274 293 1244920
4741 5543 1087259
2107 3698 1052484
1629 257 -763345
1316 1581 -153560
3630 6108 221348
6567 2492 -92867
6016 4280 -385289
3066 2003 315103
1247 3426 -312233
3632 32 -1089159
6073 1582 -354653
3396 3901 -108986
3151 2029 964985
1738 2864 947694
3653 3131 296251
1820 1022 885409
678 5384 -87475
5546 4930 121213
5066 2241 -38776
41 4631 404823
4246 602 -760581
2297 4352 -1342662
4103 1118 -813726
3782 5825 -442395
405 2744 -44877
4521 2471 1229027
5742 2278 343393
3880 3171 307729
1091 4925 492642
5436 5584 -1909779
4195 2536 -858102
3581 4476 -1420826
4912 4033 -301870
3938 5945 -605043
3751 3058 359191
247 808 -1192176
403 478 1016780
3495 849 965669
5575 4622 -15055
1704 700 -1183878
6796 2442 120865
6291 6380 -816760
2434 3523 1178278
6420 5245 117333
3797 5042 558622
6558 1599 -1289592
1626 3359 700397
1737 6028 -96790
491 1343 -1344131
587 4491 -1069759
2650 1635 577108
5713 3824 660144
5094 5811 40867
3580 4480 -916005
2931 29 -1545391
4069 2649 561802
429 3840 -1253351
3934 5251 61702
2768 870 362182
361 4953 -638050
2507 3917 576656
6696 4825 -1373425
1388 5285 498948
3675 2618 -1164294
3582 3331 646020
4428 200 777492
6019 1899 194527
4498 6433 -1140287
22 3204 184515
3460 494 -63055
2054 5615 122329
71 2751 -779795
1463 5640 -1079305
3738 413 986164
2075 175 129897
1987 4230 1209987
3625 1332 69327
475 1154 -1144440
4 3245 260620
353 3940 -946526
268 2924 483733
579 5728 -231188
4821 2932 593170
1347 5497 -60916
4400 1508 -655352
1717 1089 910120
4970 4176 -659566
2552 4159 -99877
3338 3315 -47369
278 1523 -594656
3696 5404 -666130
6068 3226 -146692
1060 536 1195980
2462 6775 -98013
1884 3357 104112
3176 5743 463848
406 856 1080524
3891 172 436755
615 1188 -127851
4529 1573 -1089952
4728 161 -705354
5213 6831 627768
3388 2399 -1152578
1680 6633 -1329898
6035 3521 -1049082
4313 5929 274053
1370 5101 135529
3591 6809 -359401
6173 2249 984436
2297 3882 -40646
5656 4542 1808012
5654 4656 -285085
1604 1747 -532757
