10000 17311
0 6114 0.77
0 2784 0.38
0 1703 0.69
0 5376 0.66
0 2525 0.73
0 3467 0.72
1 3834 0.68
1 6811 0.17
2 60 0.27
2 8926 0.70
3 4498 0.97
3 6606 0.79
3 4194 0.49
4 6258 0.68
4 1021 0.51
4 784 0.35
5 7559 0.16
5 8753 0.59
5 4778 0.14
5 6703 0.05
5 1992 0.89
5 1050 0.47
5 8383 0.29
5 6557 0.91
6 6300 0.94
6 7797 0.25
6 3992 0.65
6 7748 0.31
6 4624 0.64
7 6412 0.93
8 1836 0.45
8 1964 0.64
8 3733 0.61
8 2375 0.39
8 7974 0.08
9 9332 0.17
9 903 0.54
10 3951 0.41
10 3396 0.13
11 7321 0.89
11 3064 0.12
11 7767 0.97
11 9500 0.38
11 2139 0.59
12 967 0.40
14 3812 0.25
14 8223 0.18
14 5414 0.99
14 5004 0.83
14 9114 0.12
14 4638 0.49
15 6754 0.40
15 2861 0.74
15 5833 0.99
16 1911 0.61
16 6095 0.03
17 2328 0.98
17 7187 0.81
17 5940 0.62
17 6204 0.04
18 6414 0.70
18 1195 0.49
18 6857 0.13
18 1380 0.54
19 9937 0.63
19 7434 0.16
19 2935 0.01
19 1620 0.19
20 3340 0.53
20 5841 0.46
20 3769 0.05
20 9342 0.44
20 4982 0.17
21 7293 0.76
21 1661 0.47
21 808 0.99
22 9777 0.83
23 3624 0.74
23 6610 0.56
23 6972 0.16
23 962 0.15
24 407 0.32
24 7953 0.04
24 4569 0.95
24 7808 0.81
25 1959 0.15
25 8804 0.40
25 8667 0.84
25 5173 0.26
25 3857 0.37
25 8473 0.59
25 1468 1.00
26 3816 0.48
26 2066 0.94
26 4564 0.11
26 248 0.14
27 2940 0.45
27 6422 0.64
28 2578 0.32
28 7292 0.59
29 5201 0.14
29 8669 0.61
29 1332 0.15
29 2270 0.28
29 3764 0.95
30 4198 0.73
30 1269 0.66
31 5281 0.76
31 7463 0.22
31 7823 0.55
32 9639 0.52
32 1196 0.46
32 377 0.73
32 2495 0.09
32 9339 0.10
32 6326 0.12
32 2913 0.47
33 6493 0.13
33 5309 0.97
33 4799 0.71
34 1816 0.87
34 1233 0.29
34 2745 0.17
34 576 0.24
34 5264 0.65
35 7954 0.56
35 5602 0.86
35 2816 0.83
35 8572 0.07
36 5262 0.70
36 1350 0.75
36 4917 0.91
36 5859 0.88
37 8095 0.99
38 9815 0.85
38 6698 0.51
38 9767 0.09
38 3845 0.73
39 7389 0.96
39 1778 0.09
39 9044 0.68
39 7726 0.55
40 461 0.51
40 1081 0.38
40 8574 0.79
40 2302 0.05
40 8184 0.17
41 9488 0.03
41 8771 0.42
42 6551 0.23
42 3412 0.13
42 4031 0.26
43 2677 0.76
43 117 0.70
43 1183 0.14
44 348 0.90
44 3643 0.76
44 7439 0.98
45 8455 0.17
45 829 0.19
45 5142 0.63
45 8494 0.88
45 845 0.92
46 4787 0.63
46 6335 0.09
46 4012 0.38
48 5537 0.97
48 2258 0.95
48 9689 0.30
48 2375 0.35
49 998 0.69
49 6097 0.20
49 2858 0.99
49 1034 0.77
49 6546 0.67
50 4229 0.02
50 3291 0.17
50 9698 0.23
50 2232 0.51
52 9824 0.45
52 5042 0.90
53 1263 0.34
53 6591 0.21
53 4022 0.48
54 2099 0.94
54 1955 0.87
54 2583 0.70
54 8529 0.80
54 1339 0.02
54 2168 0.30
55 8690 0.13
55 8583 0.57
56 153 0.83
56 1193 0.39
56 865 0.51
56 7132 0.54
56 9800 0.38
57 501 0.25
57 2583 0.83
57 5090 0.09
58 8845 0.23
58 5815 0.88
58 3130 0.37
58 1784 0.80
58 5030 0.54
59 8902 0.03
59 888 0.59
59 8447 0.79
59 332 0.26
60 407 0.69
60 3572 0.77
61 8530 0.07
61 5953 0.08
61 1091 0.19
61 2289 0.49
62 9525 0.89
62 4761 0.11
62 6280 0.19
63 9366 0.77
63 5042 0.57
63 2139 0.99
63 4683 0.96
63 6334 0.83
64 7557 0.99
65 2416 0.05
65 7823 0.34
66 8197 0.96
66 437 0.53
67 6354 0.42
68 4037 0.04
68 420 0.78
68 4891 0.73
69 1704 0.28
69 3360 0.18
70 820 0.51
71 7095 0.71
71 4496 0.42
71 4583 0.24
72 9106 0.61
72 9833 0.94
72 5470 0.08
72 9342 0.01
72 6392 0.62
73 5759 0.55
73 4322 0.66
74 1236 0.90
74 8481 0.24
74 8611 0.25
75 658 0.12
75 4258 0.52
75 7034 0.92
75 3160 0.22
76 7022 0.01
76 7343 0.70
76 1887 0.75
76 4156 0.43
77 4266 0.74
77 7895 0.65
77 422 0.24
78 3152 0.20
78 3435 0.54
80 3252 0.03
80 517 0.76
81 7580 0.90
81 6298 0.25
81 9359 0.98
81 7851 0.77
81 413 0.25
82 7511 0.65
82 2107 0.64
82 1191 0.18
83 4488 0.50
83 2051 0.86
83 5611 0.08
84 1790 0.77
84 1023 0.10
84 3346 0.33
85 6280 0.33
85 2070 0.24
85 3832 0.52
86 9485 0.77
86 9465 0.05
86 4870 0.62
86 8856 0.71
86 9454 0.99
86 5703 0.30
86 1983 0.17
86 989 0.75
86 2328 0.36
87 4198 0.94
87 3855 0.19
87 2162 0.31
87 7880 0.45
87 4243 0.58
89 1474 0.68
89 2060 0.76
90 3411 0.75
90 8424 0.19
91 3688 0.58
91 9846 0.28
91 3282 0.60
91 2160 0.42
91 7933 0.10
91 2963 0.81
92 5540 0.17
93 9837 0.71
93 5979 0.69
93 542 0.54
94 7891 0.91
94 4044 0.81
94 1768 1.00
95 6860 0.22
95 4184 0.06
95 3536 0.92
95 194 0.88
96 8328 0.90
96 3675 0.48
96 9250 0.84
97 2777 0.32
97 4850 0.80
97 2998 0.57
98 9136 0.42
98 6949 0.89
99 7435 0.67
99 5395 0.90
99 8623 0.15
100 4445 0.56
100 5288 0.67
100 9177 0.44
100 158 0.77
101 5120 0.14
101 2523 0.51
102 8993 0.59
102 9929 0.61
102 6468 0.32
103 7902 0.38
103 2433 0.11
103 7981 0.02
104 4109 0.78
104 687 0.05
104 168 0.00
104 2952 0.84
105 391 0.99
105 846 0.23
105 9055 0.33
105 9490 0.48
105 8542 0.36
106 8201 0.35
106 3721 0.57
106 4933 0.87
106 9123 0.07
107 249 0.48
107 1540 0.74
107 5991 0.88
107 4899 0.62
108 442 0.68
108 4941 0.97
108 6476 0.87
108 3225 0.84
108 9015 0.41
108 2120 0.40
109 8555 0.76
109 5421 0.89
109 8141 0.27
109 2178 0.57
109 5475 0.69
110 4325 0.64
110 7868 0.13
110 6295 0.96
110 4866 0.69
111 9266 0.90
111 8521 0.08
111 7491 0.04
111 9427 0.77
111 5052 0.46
112 7424 0.36
113 4001 0.95
113 8692 0.17
113 1128 0.64
113 2030 0.51
113 1028 0.25
114 420 0.70
114 313 0.39
114 6691 0.03
114 9004 0.00
115 525 0.60
115 6425 0.40
116 7107 0.81
116 2573 0.13
116 540 0.34
117 2073 0.42
117 4667 0.04
117 5963 0.79
118 1206 0.07
118 7274 0.69
118 9826 0.11
119 2960 0.66
119 6798 0.81
119 4490 0.53
120 6111 0.04
121 3465 0.25
122 4384 0.53
122 8819 0.05
122 9008 0.51
122 4310 0.56
122 3020 0.58
122 5743 0.23
122 2346 0.79
122 5405 0.29
123 2007 0.95
123 8605 0.97
123 3650 0.17
123 412 0.18
123 7297 0.98
123 8367 0.77
124 6296 0.15
124 3055 0.06
124 5010 0.76
124 4385 0.91
125 288 0.86
126 2986 0.09
126 7306 0.59
126 3377 0.94
126 3240 0.46
126 5888 0.94
127 3263 0.68
127 8434 0.01
127 189 0.09
127 9381 0.78
128 4526 0.29
128 4661 0.51
129 1755 0.83
129 3074 0.62
130 3831 0.72
131 4704 0.04
131 5116 0.88
132 8946 0.33
132 5042 0.38
132 8032 0.14
132 4459 0.40
133 3033 0.39
133 8538 0.97
133 3808 0.31
133 5733 0.14
133 7564 0.22
133 5662 0.30
134 4362 0.62
135 706 0.41
135 9153 0.72
135 3566 0.80
135 5899 0.96
137 2774 0.69
137 7798 0.41
138 1207 0.04
139 960 0.73
139 7686 0.99
139 339 0.91
139 9403 0.30
140 6501 0.51
140 4446 0.91
140 428 0.20
140 4374 0.00
141 7142 0.28
141 4550 0.04
141 3861 0.77
142 7545 0.59
142 3683 0.98
142 9925 0.70
142 8887 0.53
144 6592 0.38
144 7789 0.65
144 6570 0.99
144 6686 0.14
144 7275 0.29
144 9115 0.03
144 1940 0.84
145 1580 0.99
145 9925 0.90
145 147 0.96
146 3413 0.34
146 7865 0.84
146 1071 0.27
146 2031 0.03
146 8239 0.61
147 658 0.10
147 2367 0.94
148 5134 0.62
148 846 0.72
149 5756 0.14
149 2503 0.18
149 3013 0.37
149 4668 0.77
149 5281 0.70
150 6838 0.58
151 3803 0.96
151 8057 0.66
151 6284 0.15
151 9874 0.50
151 3149 0.56
152 1322 0.34
152 8764 0.85
152 4422 0.35
152 9347 0.28
152 9340 0.19
152 5832 0.48
152 8001 0.71
153 4108 0.19
153 1782 0.53
154 1711 0.25
154 5829 0.85
155 2796 0.31
155 6455 0.22
155 186 0.69
155 1465 0.55
155 907 0.97
156 2018 0.11
157 8997 0.44
157 4969 0.96
157 6825 0.15
157 7496 0.62
157 4469 0.14
157 2830 0.17
158 7789 0.17
158 7673 0.26
158 8546 0.02
158 9244 0.72
158 2507 0.99
159 9492 0.03
159 1936 0.18
159 595 0.50
160 7438 0.12
160 3371 0.99
161 3040 0.88
161 2338 0.17
161 6360 0.81
161 3172 0.95
162 7033 0.72
162 1357 0.72
162 477 0.54
