10000 15788
0 8126 0.43
0 8501 0.86
0 4014 0.08
0 9524 0.51
1 3249 0.49
1 4755 0.36
1 8332 0.18
1 3418 0.30
1 8061 0.61
2 4574 0.41
2 8185 0.06
2 4867 0.30
2 6531 0.62
3 5674 0.62
3 8417 0.31
3 172 0.06
3 149 0.89
3 2103 0.08
3 8462 0.30
4 7709 0.36
4 5735 0.47
4 3463 0.83
4 5200 0.31
4 5953 0.74
5 2718 0.35
6 2872 0.45
7 3077 0.70
7 4102 0.19
7 7650 0.79
8 7680 0.57
8 822 0.72
8 7777 0.10
8 2196 0.91
9 9457 0.15
10 5315 0.04
10 2667 0.74
10 2098 0.34
11 7304 0.14
11 9788 0.15
12 5312 0.96
12 1276 0.19
13 7042 0.76
14 7721 0.03
14 1339 0.06
14 9282 0.58
15 5602 0.72
15 6195 0.70
15 2687 0.45
16 559 0.41
16 4089 0.50
16 9861 0.25
17 1342 0.91
17 7752 0.38
17 2747 0.72
18 5764 0.38
18 6975 0.10
18 3602 0.09
18 6915 0.09
18 996 0.96
18 9885 0.10
18 58 0.36
19 2888 0.71
20 3372 0.81
20 2161 0.01
20 2316 0.12
21 4884 0.14
21 3502 0.18
22 7388 0.92
22 7291 0.77
22 2567 0.99
23 1244 0.39
23 2514 0.62
23 6108 0.08
23 8018 0.65
23 8142 0.56
23 7959 0.89
23 3897 0.88
24 6682 0.31
24 666 0.18
25 539 0.55
26 9192 0.60
26 2173 0.45
27 9062 0.50
27 3150 0.29
27 8757 0.62
27 4571 0.80
28 4652 0.33
29 3220 0.94
30 2795 0.52
30 6039 0.35
30 4252 0.66
31 417 0.58
31 1753 0.41
31 728 0.74
32 2382 0.07
32 692 0.23
32 8228 0.69
32 1178 0.79
32 2119 0.54
33 1511 0.77
33 9870 0.99
34 3384 0.63
34 2200 0.49
34 331 0.43
35 8704 0.96
36 2648 0.28
36 6854 0.41
36 5128 0.79
36 5714 0.01
37 6661 0.71
37 6390 0.63
37 9494 0.89
38 1981 0.34
38 9531 0.03
39 7914 0.99
39 869 0.44
39 9407 0.95
39 9261 0.22
39 416 0.60
40 4374 0.10
40 3643 0.67
40 6556 0.40
40 2433 0.98
40 9473 0.73
40 3830 0.35
40 125 0.28
41 7868 0.61
41 4325 0.23
41 8751 0.24
41 301 0.06
41 4902 0.27
42 2807 0.96
42 5182 0.16
42 5411 0.49
42 1411 0.66
42 4169 0.24
42 8713 0.89
42 6147 0.47
43 9942 0.68
43 7201 0.33
43 270 0.33
43 334 0.36
43 1230 0.88
44 4897 0.60
44 8468 0.90
44 9295 0.90
45 2657 0.44
45 4134 0.88
45 4220 0.34
45 6659 0.92
46 5213 0.25
46 5351 0.85
46 7798 0.46
46 3151 0.27
47 5567 0.39
47 4110 0.29
49 340 0.12
49 3929 0.73
49 7308 0.63
49 9594 0.72
49 6363 0.17
51 960 0.96
51 4387 0.91
51 177 0.40
51 5055 0.02
51 9485 0.11
51 8565 0.31
52 4529 0.83
52 5614 0.38
52 7409 0.87
52 7751 0.58
52 3532 0.81
52 4677 0.64
52 5055 0.11
53 5613 0.85
53 1343 0.95
53 9303 0.86
53 720 0.22
54 2328 0.50
54 3473 0.86
54 6913 0.64
54 5817 0.48
54 7028 0.13
54 146 0.21
55 8763 0.71
56 1156 0.99
56 399 0.47
57 3514 0.46
57 3111 0.41
57 6146 0.24
58 4257 0.15
58 4278 0.56
59 5410 0.85
59 8188 0.59
59 7727 0.09
59 5806 0.16
60 6685 0.01
60 9292 0.23
61 9541 0.83
61 1272 0.56
61 1761 0.56
62 1073 0.15
62 8705 0.87
62 7018 0.73
63 5560 0.55
63 1709 0.44
63 9864 0.98
63 6399 0.39
64 5921 0.22
64 2935 0.45
64 7429 0.18
64 9928 0.63
65 8477 0.97
65 3915 0.99
65 1770 0.16
65 5754 0.46
66 6813 0.18
66 3149 0.92
66 6410 0.68
66 9146 0.97
66 3204 0.61
66 1775 0.28
66 3962 0.33
67 1736 0.28
67 9816 0.27
67 1482 0.97
67 2636 0.89
68 2416 0.40
69 7760 0.52
69 5024 0.66
70 5631 0.01
71 924 0.62
71 2693 0.23
71 6444 0.89
71 4455 0.82
72 4985 0.43
72 1433 0.06
72 6702 0.05
72 3750 0.46
73 5079 0.41
73 6780 0.22
73 1241 0.50
74 1406 0.60
74 9991 0.18
75 214 0.37
75 1123 0.17
75 8253 0.60
75 6338 0.05
76 4906 0.53
76 6496 0.03
76 4806 0.26
77 9665 0.03
77 9851 0.02
77 9390 0.33
77 8200 0.00
77 4798 0.67
77 8960 0.20
77 3005 0.13
77 7712 0.34
77 4842 0.69
78 1795 0.90
78 9343 0.97
78 4355 0.91
78 2563 0.74
78 6273 0.40
79 3722 0.63
79 4209 0.78
79 212 0.23
79 3716 0.27
79 8444 0.83
80 2910 0.19
81 973 0.30
81 9247 0.09
81 3135 0.71
81 7696 0.50
81 2942 0.58
81 9794 0.68
81 5105 0.18
81 4510 0.84
82 3410 0.42
82 963 0.26
83 8847 0.32
83 1769 0.93
83 4776 0.75
83 2200 0.85
84 2583 0.11
84 3512 0.37
84 547 0.90
84 8131 0.26
85 5830 0.47
85 278 0.94
86 5719 0.08
86 6364 0.09
86 1336 0.57
86 3870 0.93
88 5612 0.29
88 4792 0.02
89 5006 0.82
89 201 0.54
89 3155 0.55
89 2097 0.14
89 2618 0.63
89 7856 0.08
89 9084 0.08
90 5111 0.51
90 215 0.34
91 1214 0.15
91 9341 0.54
91 8154 0.85
92 5922 0.39
92 7132 0.18
93 803 0.37
93 3755 0.34
93 5320 0.89
94 7358 0.30
94 9353 0.86
95 2055 0.79
95 8052 0.92
96 3353 0.78
96 8042 0.46
96 1593 0.83
96 274 0.70
97 3324 0.40
97 4703 0.93
98 9347 0.40
99 8783 0.48
100 4291 0.55
100 4604 0.14
100 6333 0.79
101 4225 0.60
101 1992 0.85
101 1122 0.86
102 589 0.40
102 2854 0.15
102 7184 0.19
102 5544 0.99
102 3012 0.61
102 7017 0.79
102 980 0.54
102 2532 0.88
102 2517 0.20
103 8212 0.59
104 1966 0.72
104 9065 0.46
104 745 0.47
104 7961 0.43
104 1802 0.68
105 8436 0.69
105 2800 0.73
105 4593 0.09
106 4999 0.74
106 2994 0.88
106 3197 0.72
106 7350 0.64
106 3343 0.07
107 7729 0.14
107 2697 0.18
107 468 0.01
107 7767 0.81
108 7521 0.26
108 9377 0.77
108 8607 0.96
108 892 0.51
108 9975 0.09
109 5653 0.94
109 1862 0.68
109 244 0.30
109 6936 0.40
109 5535 0.47
109 7855 0.33
110 7274 0.47
110 9283 0.84
110 2567 0.95
110 7679 0.78
110 2047 0.91
110 8522 0.30
111 390 0.60
111 393 0.07
111 9360 0.04
111 1988 0.49
112 4211 0.05
112 8766 0.31
112 9939 0.71
112 9303 0.46
112 8224 0.57
113 6022 0.37
113 5658 0.89
113 6473 0.36
113 417 0.08
113 4285 0.29
114 238 0.90
114 4148 0.47
114 4474 0.36
114 8685 0.70
114 4094 0.38
115 9817 0.64
115 631 0.04
115 5625 0.19
115 4173 0.63
116 2805 0.68
116 1980 0.26
116 2050 0.55
117 9098 0.26
