10000 12022
0 6709 0.98
0 7356 0.01
0 2979 0.70
0 8802 0.52
1 5328 0.62
2 2947 0.84
3 2874 0.11
5 3628 0.69
6 5459 0.10
7 1917 0.27
7 7804 0.31
8 8414 0.55
8 1073 0.87
8 8400 0.64
9 6864 0.92
10 803 0.87
10 2829 0.22
10 1525 0.52
10 2359 0.83
10 5580 0.87
11 8217 0.39
12 5799 0.26
13 89 0.32
13 8406 0.97
13 4793 0.41
14 115 0.61
15 3424 0.34
15 5305 0.63
16 9158 0.10
16 2914 0.14
16 1694 0.86
17 9039 0.83
17 1636 0.33
17 8643 0.07
17 2071 0.69
18 4722 0.14
18 2272 0.36
19 5115 0.56
19 8472 0.89
19 3816 0.10
20 965 0.49
21 6855 0.54
21 2737 0.06
22 4706 0.86
22 4228 0.46
22 8012 0.92
23 2755 0.53
23 5815 0.22
24 5209 0.20
24 555 0.12
25 723 0.96
25 6146 0.44
26 4567 0.96
28 4613 0.66
28 4529 0.24
29 2633 0.14
29 7553 0.28
29 8771 0.66
30 5371 0.29
30 2518 0.99
30 7248 0.79
31 2728 0.64
32 3907 0.21
32 443 0.68
33 3142 0.77
33 7316 0.29
34 8598 0.64
34 2406 0.13
36 6733 0.42
36 4076 0.61
36 2919 0.39
36 1872 0.06
37 2134 0.71
37 7173 0.81
37 4870 0.04
38 413 0.28
39 7271 0.98
39 5380 0.75
40 4247 0.43
41 9902 0.87
41 2178 0.19
42 644 0.89
42 7391 0.67
43 9864 0.80
43 9617 0.37
43 7284 0.15
44 4678 0.90
44 4023 0.98
45 5311 0.53
46 2361 0.58
46 6579 0.83
47 1133 0.36
47 2972 0.02
50 1598 0.75
50 2505 0.88
51 8020 0.89
52 266 0.73
53 532 0.08
53 5886 0.01
54 1413 0.19
54 9016 0.59
54 8750 0.46
54 6720 0.80
54 9172 0.02
55 2618 0.23
55 2062 0.13
55 61 0.20
55 1375 0.11
56 373 0.59
57 8006 0.84
57 9819 0.70
57 8719 0.99
57 9331 0.52
58 9548 0.42
59 6362 0.03
59 3753 0.85
60 1073 0.76
61 4552 0.02
61 2620 0.60
61 6677 0.86
61 4892 0.21
64 2794 0.88
64 3845 0.54
64 9349 0.43
64 9428 0.30
64 537 0.32
65 5194 0.68
65 941 0.48
65 9516 0.80
65 3285 0.94
66 1114 0.89
66 2828 0.36
66 3330 0.36
66 7502 0.19
66 6959 0.34
67 6194 0.60
67 858 0.19
67 545 0.49
67 5251 0.67
68 2275 0.56
68 519 0.65
68 5764 0.69
69 7039 0.43
69 2975 0.65
70 2558 0.03
71 7419 0.14
71 9945 0.70
72 3247 0.25
72 898 0.87
72 1894 0.44
72 5010 0.23
73 5533 0.37
73 7248 0.82
73 7874 0.21
73 856 0.12
74 9920 0.11
74 7815 0.68
74 7054 0.46
74 9657 0.82
75 7821 0.61
76 9290 0.88
76 7062 0.29
77 5710 0.21
77 5821 0.84
77 5805 0.61
78 1478 0.04
78 394 0.97
79 8544 0.53
79 9638 0.50
79 8480 0.53
80 2219 0.13
80 6281 0.75
81 561 0.42
81 3002 0.21
81 2565 0.47
81 8774 0.64
81 344 0.30
81 1773 0.30
81 6163 0.70
81 2501 0.79
82 6038 0.88
82 2934 0.84
82 9370 0.68
83 2601 0.33
83 2041 0.82
83 4766 0.13
84 818 0.77
84 9733 0.04
85 1268 0.46
86 5491 0.11
86 5969 0.78
86 2310 0.85
87 6314 0.50
87 4037 0.02
88 7523 0.09
88 9710 0.91
89 1855 0.31
89 9063 0.59
89 4324 0.79
90 6916 0.32
91 4592 0.70
91 9658 0.19
91 4408 0.90
92 6113 0.74
92 3746 0.83
93 6840 0.96
94 5322 0.77
94 966 0.91
95 6470 0.64
96 7416 0.88
96 2462 0.69
97 470 0.84
97 5812 0.55
97 562 0.72
97 8512 0.72
97 9110 0.85
98 8405 0.59
98 1824 0.91
99 108 0.78
99 6501 0.74
100 9188 0.31
100 7937 0.18
101 6348 0.17
101 9500 0.74
101 3939 0.15
102 5317 0.00
103 2389 0.35
103 3884 0.52
104 9092 0.20
104 6020 0.65
104 5197 0.59
107 1294 0.48
107 4592 0.53
107 6865 0.48
108 6251 0.59
108 2961 0.77
109 2505 0.03
109 4965 0.50
109 2635 0.28
110 4540 0.12
110 9745 0.51
110 2785 0.38
110 8769 0.29
112 4828 0.94
113 4647 0.96
113 9014 0.93
113 3084 0.22
113 3432 0.01
114 2257 0.31
115 3588 0.20
116 6533 0.73
116 3091 0.32
116 3877 0.96
116 2764 0.73
117 4974 0.46
118 1910 0.79
118 2331 0.60
118 5392 0.58
119 4910 0.97
119 2566 0.42
121 2559 0.10
121 2576 0.30
122 4632 0.64
122 377 0.66
122 4970 0.16
123 7769 0.62
123 6953 0.41
123 1271 0.81
124 427 0.04
124 408 0.74
124 1088 0.11
126 794 0.52
126 9994 0.32
126 1546 0.73
126 3196 0.37
126 4456 0.32
127 7691 0.59
128 4068 0.21
129 6957 0.12
129 8408 0.86
129 6838 0.49
130 3803 0.59
130 9756 0.10
130 6447 0.78
130 7339 0.14
130 2403 0.93
131 177 0.60
132 7851 0.00
132 4611 0.01
132 3613 0.94
133 399 0.98
133 4703 0.27
134 8918 0.19
134 9627 0.84
134 9838 0.61
135 2293 0.04
135 3194 0.03
135 7299 0.01
136 9314 0.20
136 9658 0.77
136 2217 0.79
137 4435 0.99
137 1142 0.45
137 5520 0.05
137 9333 0.50
139 5874 0.91
140 5019 0.72
142 1184 0.89
142 9782 0.11
142 9825 0.65
143 3627 0.25
143 9324 0.21
143 771 0.44
144 6253 0.19
144 8253 0.08
145 8840 0.02
145 9347 0.82
146 7304 0.30
148 8459 0.32
148 8081 0.47
149 7089 0.13
149 4435 0.91
150 7847 0.85
150 3734 0.91
150 3744 0.30
151 2908 0.49
151 365 0.35
151 4086 0.37
151 707 0.35
152 6710 0.35
152 5230 0.31
152 596 0.10
152 2110 0.64
153 9623 0.95
153 8013 0.39
153 8471 0.76
154 2177 0.02
154 1050 0.48
154 4825 0.34
156 302 0.92
156 8769 0.65
156 4951 0.14
157 5619 0.52
157 7381 0.13
157 9648 0.34
157 3074 0.52
157 8674 0.84
158 577 0.96
158 1596 0.45
158 4668 0.69
160 8078 0.94
161 9501 0.66
162 1175 0.85
162 5253 0.06
163 8855 0.62
163 8558 0.36
163 6010 0.68
163 7885 0.14
164 8371 0.04
164 9885 0.95
164 9701 0.40
165 9429 0.21
166 7235 0.77
167 7573 0.07
167 9096 0.45
167 5398 0.55
167 320 0.68
168 4789 0.40
168 9395 0.13
168 7574 0.07
168 2225 0.22
168 8578 0.27
169 9582 0.94
169 771 0.89
169 1838 0.83
170 8338 0.23
170 9901 0.53
171 9580 0.16
171 7476 0.35
171 5986 0.38
171 5108 0.87
171 5484 0.03
172 3396 0.89
172 9984 0.73
172 7982 0.72
173 4319 0.60
173 7997 0.75
174 2408 0.62
174 5740 0.47
174 5078 0.31
175 7983 0.53
175 4609 0.85
176 6968 0.02
178 8995 0.18
178 3055 0.85
178 7962 0.08
178 1359 0.04
178 6249 0.42
179 3512 0.26
179 3410 0.24
179 5563 0.47
180 9204 0.08
181 7953 0.38
181 2530 0.44
181 8234 0.23
181 373 0.84
181 9793 0.97
182 6256 0.63
182 3950 0.45
183 4180 0.88
183 9549 0.54
183 1400 0.87
184 6929 0.99
184 2802 0.96
184 8730 0.00
184 2829 0.12
185 4160 0.19
186 3162 0.73
186 3606 0.35
186 4751 0.20
187 7767 0.43
187 7189 0.01
187 814 0.23
187 2761 0.15
188 7908 0.67
189 3691 0.04
189 5642 0.26
191 8831 0.88
191 7936 0.07
191 6705 0.32
191 3078 0.30
192 2975 0.23
192 3760 0.69
192 8804 0.82
192 6154 0.25
193 3373 0.26
193 6545 0.25
194 4409 0.82
194 5148 0.73
194 9448 0.12
195 5703 0.71
196 5507 0.75
196 6228 0.33
196 6800 0.13
197 9064 0.89
197 8957 0.33
199 7076 0.21
199 9684 0.64
199 2210 0.52
200 8675 0.53
200 7001 0.23
200 8881 0.00
201 6849 0.45
203 3580 0.79
203 2609 0.92
203 6099 0.19
203 6866 0.48
205 8322 0.40
205 748 0.56
205 4773 0.05
205 5742 0.76
206 5983 0.54
206 1315 0.34
206 4438 0.08
206 7028 0.48
207 7967 0.83
207 9366 0.06
207 4778 0.29
208 4770 0.42
208 6815 0.69
208 1713 0.06
209 1929 0.15
209 5680 0.38
209 3032 0.33
209 3694 0.76
209 3796 0.74
209 6740 0.23
210 9498 0.21
211 2802 0.63
212 4248 0.01
212 5131 0.68
212 577 0.54
214 8963 0.22
215 2593 0.82
216 6019 0.84
216 846 0.57
216 2712 0.88
218 385 0.96
219 1349 0.76
219 2098 0.29
219 7790 0.10
219 4204 0.62
220 3728 0.12
220 6279 0.34
220 3450 0.46
220 8787 0.74
221 3378 0.43
222 6441 0.11
223 4192 0.63
223 2152 0.65
224 1139 0.59
224 9995 0.61
224 4839 0.40
224 1047 0.42
224 4747 0.84
225 4025 0.84
225 1781 0.41
225 6427 0.42
226 9905 0.02
227 6757 0.14
227 6147 0.88
227 1866 0.38
228 5374 0.62
230 2631 0.92
230 911 0.10
230 2452 0.65
230 2403 0.23
231 527 0.41
232 4639 0.72
232 372 0.60
232 4186 0.03
232 7118 0.61
233 9766 0.21
233 8128 0.83
235 9977 0.84
235 4938 0.45
235 2233 0.83
235 4735 0.81
236 2990 0.65
237 6284 0.76
237 9940 0.38
237 6599 0.97
237 8695 0.12
240 3770 0.93
240 5114 0.65
240 4730 0.64
241 536 0.54
241 6175 0.67
241 2190 0.37
241 3644 0.68
241 6454 0.81
242 8052 0.34
243 7116 0.38
243 6986 0.75
243 3432 0.77
245 8915 0.25
246 4194 0.08
246 932 0.62
246 3053 0.40
247 5172 0.13
248 766 0.57
249 8810 0.08
251 7622 0.66
252 1616 0.19
253 5201 0.06
254 6258 0.62
254 6243 0.00
254 7849 0.81
254 2855 0.03
255 1205 0.77
255 9926 0.84
256 432 0.94
256 2639 0.42
256 8305 0.11
256 5252 0.51
256 7189 0.66
256 4350 0.23
257 3839 0.89
257 7010 0.84
257 3714 0.51
257 4655 0.52
259 2955 0.45
259 5585 0.09
259 839 0.61
259 5843 0.69
260 6511 0.14
260 4770 0.44
260 4425 0.48
262 387 0.17
262 2046 0.16
262 7503 0.54
262 4808 0.80
263 6696 0.74
263 8954 0.63
263 1601 0.74
264 322 0.80
265 8466 0.39
265 5114 0.72
266 599 0.66
266 4415 0.28
268 4707 0.74
268 2065 0.19
268 554 0.93
268 2258 0.77
268 3441 0.99
268 1721 0.26
268 3784 0.01
270 6356 0.07
270 1359 0.71
270 8728 0.54
