10000 12302
0 6844 0.67
0 5460 0.88
1 4287 0.24
1 6799 0.46
1 6294 0.54
3 7489 0.56
3 8666 0.53
3 8239 0.10
3 9801 0.63
5 3523 0.37
5 4715 0.03
5 7433 0.41
5 4325 0.97
6 6092 0.92
7 7840 0.57
7 928 0.92
7 1999 0.82
10 5815 0.33
10 1395 0.66
10 2356 0.45
10 599 0.96
11 2693 0.68
11 3042 0.08
11 3644 0.91
12 133 0.54
13 1944 0.87
14 4912 0.83
14 9963 0.53
14 4260 0.70
14 3578 0.76
15 637 0.34
15 7313 0.21
15 6417 0.69
16 8422 0.09
16 288 0.37
18 6703 0.31
18 5523 0.10
18 5002 0.61
20 7942 0.06
21 838 0.09
22 7471 0.45
22 9805 0.31
23 9992 0.99
23 3739 0.56
23 6579 0.78
24 8290 0.07
24 7997 0.70
24 817 0.19
24 1450 0.08
24 8608 0.93
25 3806 0.48
25 476 0.64
26 9247 0.82
26 7991 0.48
26 8679 0.35
27 3671 0.91
29 8508 0.82
29 7921 0.82
29 9010 0.10
29 9908 0.15
29 91 0.54
29 9786 0.40
31 298 0.47
31 4932 0.11
31 5796 0.42
31 8657 0.75
32 9835 0.01
33 9080 0.85
33 7897 0.17
33 1538 0.67
33 4049 0.13
33 1671 0.84
33 6111 0.66
34 7270 0.13
34 342 0.44
34 8205 0.00
35 8924 0.48
36 2178 0.44
36 2908 0.47
37 4722 0.84
37 2622 0.63
37 3420 0.96
37 2457 0.49
38 5421 0.32
39 2143 0.60
39 4223 0.69
40 9561 0.19
41 7313 0.49
41 1034 0.02
41 8109 0.63
42 8877 0.83
42 142 0.15
42 4534 0.50
42 5820 0.47
42 724 0.46
42 8246 0.80
43 5098 0.04
44 5810 0.60
45 2705 0.83
45 5271 0.24
45 9267 0.17
45 1898 0.08
45 8162 0.86
45 7645 0.42
45 152 0.63
46 3504 0.72
46 8417 0.10
46 2923 0.36
47 161 0.51
47 8590 0.82
47 5469 0.81
48 9831 0.18
48 5938 0.41
49 5551 0.52
49 2555 0.53
49 3840 0.92
49 8442 0.42
50 3847 0.41
50 5129 0.58
50 4613 0.41
50 9696 0.91
51 3929 0.42
51 9341 0.02
52 8920 0.69
52 1149 0.91
52 8990 0.89
52 4440 0.36
52 2785 0.10
52 6270 0.27
53 6129 0.67
53 6088 0.41
54 1857 0.79
54 6312 0.85
55 1201 0.58
55 2914 0.93
56 4554 0.37
56 393 0.92
57 4153 0.30
57 1625 0.56
57 2211 0.58
57 3324 0.49
57 4247 0.67
57 4905 0.67
58 2018 0.24
59 9682 0.34
60 7644 0.37
60 5001 0.24
61 4260 0.22
61 8228 0.32
61 4717 0.33
62 8115 0.92
62 2360 0.25
62 8261 0.91
63 8460 0.45
63 1266 0.39
63 7515 0.95
64 6243 0.32
66 2082 0.55
66 8953 0.34
66 3386 0.93
66 211 0.09
66 8546 0.01
66 6250 0.15
66 386 0.11
67 8661 0.33
67 1170 0.26
68 4265 0.18
69 1587 0.19
69 7990 0.18
69 520 0.11
70 4463 0.38
70 5952 0.16
70 6302 0.26
70 674 0.47
71 534 0.53
71 5349 0.29
71 2718 0.49
71 6485 0.54
72 965 0.99
72 798 0.79
72 7229 0.05
74 1759 0.99
75 4003 0.98
75 272 0.13
76 4803 0.85
76 7037 0.23
76 3103 0.23
76 8628 0.97
77 5767 0.01
77 2054 0.71
78 8729 0.16
78 7522 0.56
78 7678 0.72
78 215 0.77
79 8313 0.92
79 3463 0.34
79 5836 0.62
80 6476 0.56
80 2502 0.88
82 8579 0.48
82 1094 0.24
82 4422 0.74
83 9209 0.06
83 2426 0.88
84 8389 0.48
84 1478 0.44
84 7014 0.93
84 5825 0.54
85 2964 0.14
85 2727 0.26
85 8857 0.21
86 5602 0.99
86 7014 0.14
86 6285 0.72
86 1065 0.86
86 325 0.18
87 5119 0.62
87 2327 0.05
87 6659 0.89
87 4345 0.54
88 791 0.27
88 2687 0.76
88 6058 0.32
89 9376 0.57
89 9285 0.34
89 3188 0.33
89 6824 0.41
90 283 0.15
90 5630 0.28
90 9063 0.36
91 2343 0.95
91 7866 0.81
92 7314 0.03
92 9335 0.92
93 1016 0.34
95 9909 0.91
96 7654 0.71
97 9460 0.77
97 7302 0.45
97 5283 0.89
97 7583 0.27
98 9899 0.69
99 520 0.53
99 5260 0.36
99 1973 0.79
100 8756 0.61
100 7971 0.04
102 8607 0.48
102 5661 0.40
102 8417 0.92
103 8760 0.23
103 6421 0.96
103 8096 0.01
103 2280 0.78
103 9107 0.06
105 4119 0.49
105 182 0.23
105 8545 0.38
105 3336 0.70
105 210 0.76
105 6249 0.73
105 1070 0.16
106 8603 0.87
107 5840 0.18
107 4175 0.23
108 1860 0.25
109 4257 0.62
109 1382 0.71
109 6655 0.09
109 2854 0.76
109 1875 0.25
109 9111 0.16
109 4596 0.76
111 7586 0.64
112 9371 0.77
113 3086 0.59
113 9645 0.27
114 6427 0.46
114 3563 0.71
114 1927 0.26
114 3470 0.79
116 5645 0.37
118 697 0.24
118 2962 0.31
119 6409 0.13
119 6850 0.01
120 385 0.84
120 6104 0.69
120 6920 0.57
121 3889 0.40
121 3388 0.27
121 5808 0.05
