10000 19984
0 6862 0.81
0 6792 0.70
0 899 0.30
0 6388 0.44
1 3049 0.49
1 21 0.34
2 3513 0.42
2 4372 0.30
3 8210 0.07
3 5405 0.22
3 1512 0.53
3 818 0.46
3 8352 0.89
3 3537 0.34
3 8363 0.97
4 9555 0.36
4 9818 1.00
5 6848 0.31
5 6560 0.00
6 2545 0.44
6 4935 0.21
6 7849 0.35
6 278 0.83
6 9797 0.41
8 6401 0.70
9 1239 0.18
9 9325 0.42
9 6676 0.85
9 5345 0.74
10 1494 0.69
10 6659 0.02
10 3613 0.08
10 5359 0.43
10 6156 0.44
10 1765 0.47
11 6383 0.88
11 340 0.20
11 5057 0.64
11 9389 0.80
12 2932 0.57
12 4159 0.59
12 345 0.03
13 2017 0.96
13 1878 0.84
13 6094 0.80
13 9012 0.04
13 1381 0.80
14 1364 0.70
14 3999 0.84
14 1890 0.37
14 4791 0.88
15 9733 0.73
15 8377 0.81
15 2006 0.16
16 5109 0.11
17 829 0.19
17 2631 0.72
17 2825 0.88
17 6772 0.62
17 3980 0.36
17 766 0.13
18 7968 0.19
18 8940 0.54
19 8531 0.88
19 2773 0.19
19 6992 0.59
19 6193 0.82
20 1132 0.21
20 5916 0.48
20 6689 0.90
20 3597 0.28
21 2025 0.34
21 709 0.89
21 1372 0.89
21 1876 0.78
22 2426 0.78
22 9196 0.88
22 5633 0.46
22 2046 0.94
23 167 0.09
23 6691 0.89
23 2971 0.61
23 3048 0.13
24 918 0.54
24 8576 0.87
24 2993 0.06
25 6066 0.39
25 9604 0.05
26 7974 0.74
26 4672 0.85
26 719 0.04
26 1551 0.67
27 7599 0.05
27 2148 0.76
27 3655 0.01
27 3276 0.09
27 4833 0.44
27 243 0.80
27 9829 0.51
27 9847 0.55
27 6781 0.80
27 876 0.01
28 3115 0.99
28 2542 0.75
28 9258 0.94
28 8347 0.08
29 2124 0.93
29 5348 0.21
29 6774 0.35
29 837 0.19
30 8609 0.84
30 6496 0.82
30 4949 0.59
30 7359 0.70
30 9083 0.56
31 4403 0.28
31 5435 0.49
31 6318 0.60
31 4959 0.85
31 1832 0.83
31 3014 0.30
32 9767 0.54
32 3658 0.18
32 3613 0.50
33 5728 0.11
34 1771 0.82
34 6002 0.03
34 5650 0.88
35 72 0.95
35 3295 0.11
35 362 0.19
36 2724 0.56
36 2434 0.72
36 1437 0.92
36 2482 0.11
36 316 0.21
37 5144 0.80
37 3682 0.52
37 5508 0.26
37 2207 0.83
37 9731 0.46
37 2052 0.45
38 780 0.33
38 5738 0.38
39 6438 0.16
39 2437 0.86
39 3886 0.38
39 8668 0.62
40 5867 0.81
40 4459 0.01
40 2499 0.57
40 7018 0.48
40 8065 0.58
41 4229 0.27
41 1596 0.31
42 1449 0.53
42 1882 0.05
42 7900 0.93
43 3519 0.23
43 2031 0.40
44 3743 0.86
44 748 0.82
44 3517 0.09
45 3540 0.01
45 3591 0.70
45 4861 0.13
45 6837 0.60
46 3057 0.47
46 6441 0.74
47 3319 0.22
47 6980 0.83
47 80 0.25
48 8623 0.59
48 7677 0.72
49 5734 0.68
49 4938 0.81
49 6888 0.74
49 1648 0.09
51 9441 0.38
51 3113 0.91
51 7670 0.79
52 9383 0.60
52 4374 0.44
52 4762 0.41
52 1165 0.46
53 3912 0.19
53 8753 0.43
53 59 0.07
53 812 0.01
53 5858 0.82
53 4821 0.02
53 8881 0.19
53 9405 0.28
54 3284 0.05
54 2809 0.69
54 9943 0.74
55 272 0.19
55 9761 0.19
56 4225 0.24
56 3434 0.95
57 9708 0.40
57 4676 0.90
57 8760 0.05
57 5152 0.22
57 2440 0.15
58 2006 0.78
58 4939 0.75
58 3979 0.13
58 2425 0.25
58 6155 0.99
58 1114 0.67
58 3432 0.42
58 1582 0.85
59 1455 0.43
59 1795 0.03
59 8330 0.42
59 3003 0.86
60 4427 0.45
60 4926 0.50
61 1999 0.91
61 7236 0.82
62 601 0.01
63 1455 0.79
63 5719 0.48
63 131 0.30
63 8242 0.58
64 4411 0.41
65 3326 0.78
65 9551 0.18
66 5204 0.26
66 806 0.26
66 7960 0.51
66 9826 0.97
66 7662 0.35
66 8753 0.45
66 4329 0.64
66 4068 0.51
66 9041 0.51
67 6785 0.83
67 6860 0.55
67 9356 0.81
67 8831 0.45
67 6711 0.90
68 3010 0.80
68 7122 0.91
68 6802 0.44
69 3762 0.09
69 2904 0.24
69 1796 0.13
69 643 0.27
69 9478 0.52
69 4091 0.30
69 3693 0.16
69 5417 0.18
69 3002 0.82
70 5184 0.71
70 2468 0.06
70 7577 0.91
70 7163 0.22
71 8755 0.37
71 2539 0.18
71 510 0.82
72 3361 0.31
73 9491 0.58
73 2545 0.25
73 9671 0.96
73 6838 0.06
74 3794 0.96
74 238 0.28
74 3804 0.21
74 9671 0.32
75 147 1.00
75 7725 0.06
76 4981 0.95
76 3808 0.11
76 5244 0.14
76 6688 0.73
76 1925 0.50
77 4827 0.34
77 640 0.33
77 1085 0.25
77 3562 0.82
77 4902 0.22
77 8110 0.79
77 2328 0.05
78 7768 0.65
78 1729 0.36
78 9009 0.98
79 3965 0.42
79 8460 0.85
79 1960 0.44
80 3073 0.28
80 6548 0.06
80 3616 0.21
80 7229 0.73
81 3605 0.06
81 1961 0.27
81 2432 0.25
81 8176 0.34
81 1454 0.83
81 238 0.03
82 8964 0.17
82 9326 0.84
82 1447 0.91
82 540 0.38
83 966 0.71
83 6609 0.93
84 6008 0.03
84 914 0.68
84 9557 0.15
85 7160 0.62
85 8463 0.26
85 6560 0.20
85 6599 0.11
85 2448 0.59
86 8013 0.70
86 6192 0.40
87 7967 0.72
87 4240 0.58
87 4266 0.04
87 3138 0.21
87 7730 0.04
87 4678 0.38
87 6251 0.98
87 6787 0.69
87 3190 0.42
87 3172 0.02
88 8154 0.01
88 3504 0.96
89 9562 0.86
89 4902 0.54
89 3483 0.66
89 4637 0.95
89 868 0.00
89 7022 0.60
90 4332 0.06
90 4378 0.16
90 5609 0.55
90 9638 0.48
90 7561 0.07
91 1694 0.77
92 9622 0.01
92 2219 0.35
93 8280 0.48
93 1876 0.40
93 4518 0.84
93 9131 0.27
93 9588 0.20
93 1376 0.37
93 8301 0.96
93 2670 0.99
94 873 0.56
94 8922 0.61
94 2504 0.32
95 4188 1.00
96 4104 0.73
96 8383 0.97
97 8902 0.15
97 914 0.80
97 8562 0.49
98 1292 0.64
98 8678 0.34
99 1532 0.96
99 7906 0.82
99 3927 0.72
99 5603 0.50
99 6452 0.17
99 8443 0.92
99 9301 0.26
99 5793 0.40
100 2936 0.85
100 1341 0.39
100 9122 0.56
100 9203 0.31
100 1806 0.94
100 3701 0.26
101 6099 0.93
101 6032 0.16
101 8863 0.14
101 6057 0.27
102 364 0.67
103 5049 0.43
103 6093 0.26
103 3429 0.37
103 2926 0.25
103 8144 0.83
104 6140 0.09
104 541 0.72
104 8810 0.51
104 3880 0.67
105 6470 0.83
105 5339 0.81
105 7024 0.55
105 2323 0.49
105 6179 0.84
106 3029 0.95
106 5514 0.69
106 7837 0.65
106 5267 0.98
106 5318 0.83
106 7120 0.53
106 9978 0.44
107 3377 0.87
107 1479 0.65
107 4184 0.04
107 4107 0.89
107 6407 0.95
107 383 0.32
108 3195 0.02
108 3093 0.27
108 5874 0.22
108 7534 0.88
108 6858 0.60
108 7126 0.90
109 9325 0.30
109 2685 0.17
110 423 0.28
110 8129 0.23
110 278 0.22
110 3039 0.08
110 4409 0.94
110 3985 0.83
111 7831 0.35
111 7074 0.34
111 6208 0.67
111 3082 0.03
112 9393 0.63
112 1966 0.46
112 5282 0.87
112 3739 0.44
113 9740 0.14
113 1798 0.78
113 432 0.68
113 2584 0.31
113 3294 0.31
114 4480 0.02
114 2030 0.64
114 7803 0.52
115 406 0.25
115 7505 0.89
115 5185 0.29
116 2345 0.70
117 2524 0.54
117 7845 0.54
117 1146 0.81
117 9684 0.86
117 7503 0.25
117 9880 0.63
118 6047 0.56
118 8654 0.44
119 4997 0.32
119 5166 0.64
119 1651 0.31
119 9058 0.59
119 9601 0.97
119 380 0.74
119 9563 0.82
120 2245 0.56
121 5522 0.68
121 4715 0.88
121 8529 0.34
121 9516 0.17
121 3827 0.20
121 9514 0.03
121 9914 0.12
122 2659 0.14
122 7514 0.91
122 5943 0.16
122 1408 0.06
123 4570 0.04
123 8664 0.96
123 8787 0.55
123 6437 0.59
123 5377 0.50
124 3476 0.20
124 5269 0.77
125 2240 0.63
125 4613 0.41
125 8066 0.41
125 2130 1.00
125 8032 0.65
125 1139 0.60
126 2237 0.20
126 431 0.04
126 2084 0.73
126 4476 0.54
126 8384 0.79
127 7741 0.60
128 6547 0.14
128 3482 0.60
128 6774 0.42
128 9717 0.06
128 5833 0.42
128 899 0.55
128 1897 0.11
129 430 0.41
129 8857 0.38
129 4083 0.70
129 9433 0.40
129 9825 0.80
130 4676 0.92
130 5862 0.31
130 7825 0.68
131 261 0.81
131 4959 0.72
132 3712 0.83
132 543 0.69
132 7438 0.94
132 2958 0.89
134 1948 0.45
134 8347 0.81
135 1138 0.19
135 8199 0.87
135 4700 0.89
136 3650 0.72
136 2327 0.62
136 5650 0.53
136 764 0.19
136 5464 0.88
137 4145 0.88
138 2820 0.65
138 4992 0.05
138 7703 0.35
138 3023 0.77
138 3347 0.01
138 1534 0.99
138 3871 0.42
139 2862 0.36
139 8786 0.81
140 6053 0.56
140 8703 0.62
140 5560 0.55
140 589 0.56
140 9308 0.77
140 7912 0.72
141 5146 0.99
141 9315 0.71
141 3835 0.55
141 7536 0.47
141 2172 0.17
142 5786 0.99
142 4901 0.16
142 2557 0.97
143 5432 0.73
143 3498 0.89
143 1736 0.98
144 504 0.93
144 8302 0.71
144 8658 0.82
145 4880 0.66
145 9328 0.13
146 9020 0.89
146 3444 0.31
146 8798 0.20
146 9683 0.46
146 1872 0.45
146 2330 0.96
147 403 0.98
147 7146 0.69
147 325 0.85
147 3730 0.46
148 2872 0.01
148 7171 0.83
148 1705 0.70
148 3948 0.96
148 3188 0.22
148 4936 0.44
149 5479 0.33
149 714 0.53
150 6213 0.38
150 3965 0.37
150 5563 0.37
150 2372 0.13
150 6835 0.63
150 709 0.62
150 8724 0.26
151 3914 0.11
151 4342 0.40
151 6070 0.82
151 3792 0.68
151 3901 0.54
152 7902 0.72
152 2590 0.44
152 1732 0.34
153 6923 0.30
153 3038 0.24
154 255 0.35
155 247 0.11
155 683 0.54
155 4485 0.08
155 9436 0.88
155 5496 0.22
155 7120 0.02
156 7796 0.30
156 810 0.36
156 9800 0.97
156 4077 0.27
156 3995 0.75
156 6667 0.44
157 3867 0.55
157 1202 0.61
157 7763 0.84
