10000 10373
0 7456 0.90
0 3385 0.47
0 4042 0.98
1 1125 0.75
2 2259 0.58
2 4779 0.96
2 7800 0.74
2 7983 0.09
3 8198 0.51
3 6660 0.72
3 9736 0.64
3 4485 0.23
3 4331 0.71
4 6137 0.32
4 6857 0.26
5 2096 0.35
5 4204 0.54
6 1070 0.80
7 7122 0.90
7 6489 0.15
8 7639 0.47
8 1952 0.57
8 4270 0.06
8 5101 0.38
9 6622 0.75
10 8224 0.84
10 5475 0.72
11 5286 0.36
13 7206 0.39
13 2265 0.64
13 8099 0.30
14 3544 0.86
14 9340 0.23
14 8460 0.11
15 8531 0.92
15 769 0.08
15 947 0.12
16 3850 0.18
16 6256 0.24
16 9220 0.14
16 8243 0.21
16 4091 0.04
18 2145 0.75
18 1950 0.45
18 2124 0.72
18 5591 0.75
19 8266 0.98
19 4101 0.52
22 8889 0.77
22 9687 0.12
22 4221 0.19
23 1747 0.01
23 2384 0.16
23 4829 0.69
25 5250 0.36
25 8894 0.49
26 1341 0.67
26 8679 0.66
27 1700 0.62
27 9171 0.28
28 5361 0.52
28 2911 0.63
28 6652 0.35
28 1726 0.25
29 8735 0.04
29 4029 0.53
30 6373 0.38
30 6114 0.06
31 4942 0.33
32 1988 0.81
33 7267 0.40
33 4346 0.36
33 4164 0.72
34 2421 0.16
34 7770 0.24
35 7115 0.97
35 996 0.10
35 9805 0.35
36 1110 0.03
36 9400 0.65
36 7055 0.50
36 5056 0.04
38 5978 0.67
38 9388 0.67
38 9049 0.84
39 5397 0.83
41 3140 0.46
42 6422 0.51
42 8483 0.69
43 6115 0.49
43 273 0.03
45 3199 0.78
46 4225 0.97
46 2475 0.16
47 4086 0.26
47 991 0.90
47 5753 0.13
47 68 0.58
48 2821 0.88
49 8777 0.14
49 5028 0.78
50 1590 0.81
50 1181 0.58
50 6081 0.82
50 4736 0.44
51 855 0.14
51 2723 0.82
52 6183 0.02
52 1618 0.52
53 474 0.94
53 8949 0.86
54 5254 0.78
54 3923 0.78
54 5429 0.19
55 3206 0.12
55 458 0.72
55 5255 0.05
56 4806 0.22
56 9554 0.66
56 9177 0.07
57 4255 0.79
57 3490 0.98
58 9905 0.46
58 9265 0.19
60 7578 0.22
60 5439 0.17
60 4054 0.95
61 4420 0.93
61 1088 0.64
62 6591 0.21
63 1467 0.23
64 8536 0.08
64 3145 0.60
64 4246 0.39
64 1268 0.54
64 8661 0.57
65 5761 0.68
65 2141 0.76
67 211 0.55
68 1418 0.05
68 7218 0.31
68 9686 0.17
68 8239 0.51
69 8822 0.79
69 8411 0.43
69 3695 0.24
69 7698 0.61
69 5187 0.32
69 7705 0.31
70 4600 0.88
70 4743 0.02
70 5478 0.16
71 7620 0.67
71 4260 0.85
71 8932 0.24
71 1044 0.72
71 1856 0.24
72 4054 0.85
73 8101 0.07
73 5732 0.41
73 2823 0.12
74 243 0.82
74 392 0.06
74 1526 0.52
74 9787 0.33
75 3933 0.66
75 379 0.28
75 3125 0.94
76 5818 0.32
77 8097 0.60
77 5846 0.48
79 9531 0.02
79 813 0.36
80 1628 0.63
80 178 0.01
81 1869 0.46
81 8432 0.90
81 8936 0.41
82 6915 0.23
82 978 0.94
82 9591 0.70
83 3107 0.49
83 9287 0.18
83 3123 0.17
83 7933 0.92
84 3386 0.91
87 2359 0.77
89 5590 0.56
89 4664 0.79
90 2828 0.20
90 3020 0.84
91 7092 0.65
91 9460 0.30
92 2288 0.43
92 5969 0.14
93 5308 0.41
93 6414 0.05
95 3344 0.27
95 6537 0.47
96 832 0.21
97 1618 0.91
97 331 0.85
97 4864 0.27
98 713 0.24
98 1766 0.79
98 3486 0.36
99 9326 0.56
99 4890 0.64
99 5673 0.67
100 3726 0.59
100 3569 0.11
100 771 0.27
101 5639 0.32
101 5810 0.32
102 6389 0.65
102 4645 0.10
103 802 0.26
104 6300 0.57
104 5152 0.68
105 2173 0.31
107 2910 0.78
107 5428 0.38
108 937 0.79
108 492 0.16
109 2042 0.30
113 7040 0.71
113 4581 0.27
113 4648 0.13
113 4191 0.81
113 8721 0.61
115 8911 0.79
116 7427 0.74
116 7435 0.40
117 3583 0.77
117 6249 0.90
117 8089 0.09
118 1316 0.53
118 6705 0.73
119 8557 0.49
119 7833 0.85
120 4108 0.69
120 6127 0.19
120 5897 0.41
121 6907 0.00
122 1488 0.41
122 6478 0.18
123 1454 0.91
123 9097 0.63
124 876 0.35
125 9554 0.38
125 2704 0.83
125 276 0.89
125 5936 0.33
126 1468 0.90
126 9472 0.54
126 3802 0.97
127 1700 0.08
127 9034 0.79
128 2197 0.40
128 1337 0.83
128 4668 0.41
129 4804 0.53
129 775 0.98
130 3313 0.79
131 3756 0.49
131 9793 0.57
131 6106 0.82
132 6988 0.68
133 4458 0.22
134 956 0.45
134 6718 0.20
135 8771 0.52
135 9987 0.18
136 2840 0.33
136 3667 0.79
137 4625 0.17
137 4011 0.58
138 9106 0.28
138 7821 0.07
139 641 0.89
139 2792 0.29
139 8440 0.89
140 4589 0.91
140 1385 0.87
140 8518 0.16
141 7869 0.39
141 845 0.62
141 5414 0.17
141 1371 0.94
142 8827 0.17
143 2918 0.68
143 7657 0.91
143 6207 0.77
143 8082 0.70
143 8146 0.12
144 2739 0.21
145 1146 0.77
145 5637 0.98
145 5900 0.50
145 2162 0.21
146 4190 0.11
147 4792 0.93
147 4489 0.22
147 1073 0.44
148 5810 0.97
149 6581 0.97
149 1738 0.22
150 1352 0.53
150 9677 0.66
151 5919 0.65
152 5854 0.91
152 3516 0.78
154 9294 0.10
154 7903 0.52
154 3760 0.62
154 201 0.85
154 9269 0.61
154 1215 0.28
155 7745 0.94
155 2051 0.41
155 4214 0.35
155 8502 0.45
156 8596 0.69
156 5046 0.23
156 5266 0.31
157 1596 0.60
157 9336 0.82
157 4345 0.28
158 3785 0.42
158 6952 0.48
159 6632 0.35
159 9967 0.41
159 2750 0.41
159 6304 0.78
159 8448 0.88
159 8989 0.58
161 1564 0.98
162 1770 0.08
162 2629 0.72
163 3897 0.68
163 9692 0.05
163 4068 0.32
163 3296 0.79
164 3155 0.34
164 7129 0.12
164 2027 0.18
165 8782 0.12
165 599 0.30
166 6897 0.81
166 3247 0.33
166 6164 0.45
166 589 0.65
166 684 0.00
167 8253 0.10
168 9676 0.15
168 9551 0.56
169 3974 0.72
169 5825 0.58
169 3065 0.14
170 7807 0.15
170 7918 0.78
171 5809 0.87
171 5272 0.25
171 9752 0.41
172 8204 0.47
172 5879 0.05
172 1421 0.72
172 633 0.78
172 2625 0.09
172 9567 0.40
173 4349 0.73
173 6933 0.07
173 7750 0.17
174 936 0.66
174 1393 0.46
174 7661 0.18
174 4779 0.78
175 2898 0.46
175 2333 0.82
175 8829 0.69
176 9457 0.13
